,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_driving_minutes,google_driving_miles
2248,Dunn Loring,38.88,-77.23,Greensboro,38.92,-77.23,6.07,3.74
2344,Dupont Circle,38.91,-77.04,Greensboro,38.92,-77.23,23.53,13.39
2440,East Falls Church,38.89,-77.16,Greensboro,38.92,-77.23,12.83,5.4
2536,Eastern Market,38.88,-77.0,Greensboro,38.92,-77.23,26.23,17.14
2632,Eisenhower Ave,38.8,-77.07,Greensboro,38.92,-77.23,23.63,17.64
2728,Farragut West,38.9,-77.04,Greensboro,38.92,-77.23,24.18,13.31
2824,Farragut West,38.9,-77.04,Greensboro,38.92,-77.23,21.25,12.67
2920,Waterfront,38.88,-77.02,Greensboro,38.92,-77.23,22.8,15.66
8681,Waterfront,38.88,-77.02,Greensboro,38.92,-77.23,25.7,14.26
3016,Smithsonian,38.89,-77.03,Greensboro,38.92,-77.23,22.53,13.07
7241,Smithsonian,38.89,-77.03,Greensboro,38.92,-77.23,22.67,13.39
3112,Foggy Bottom-GWU,38.9,-77.05,Greensboro,38.92,-77.23,19.65,12.35
3208,Forest Glen,39.02,-77.04,Greensboro,38.92,-77.23,19.53,16.14
3304,Fort Totten,38.95,-77.0,Greensboro,38.92,-77.23,40.63,18.87
3400,Franconia-Springfield,38.77,-77.17,Greensboro,38.92,-77.23,20.33,13.39
3496,Friendship Heights,38.96,-77.09,Greensboro,38.92,-77.23,23.12,12.84
3592,Gallery Place,38.9,-77.02,Greensboro,38.92,-77.23,26.95,13.71
4457,Gallery Place,38.9,-77.02,Greensboro,38.92,-77.23,24.8,16.43
3688,Georgia Ave-Petworth,38.94,-77.02,Greensboro,38.92,-77.23,32.63,17.26
3784,Glenmont,39.06,-77.05,Greensboro,38.92,-77.23,30.53,19.09
3880,Greenbelt,39.01,-76.91,Greensboro,38.92,-77.23,27.8,24.49
4073,Grosvenor-Strathmore,39.03,-77.1,Greensboro,38.92,-77.23,20.87,14.26
4169,Herndon,38.95,-77.38,Greensboro,38.92,-77.23,13.78,9.88
4265,Huntington,38.79,-77.08,Greensboro,38.92,-77.23,22.48,17.51
4361,Innovation Center,38.96,-77.42,Greensboro,38.92,-77.23,19.95,12.66
4553,King St-Old Town,38.81,-77.06,Greensboro,38.92,-77.23,22.22,17.83
4745,Landover,38.93,-76.89,Greensboro,38.92,-77.23,38.1,32.33
4841,Largo Town Center,38.9,-76.85,Greensboro,38.92,-77.23,39.45,35.13
4937,Loudoun Gateway,38.99,-77.46,Greensboro,38.92,-77.23,22.6,16.46
5033,McLean,38.92,-77.21,Greensboro,38.92,-77.23,3.95,1.47
5129,Metro Center,38.9,-77.03,Greensboro,38.92,-77.23,23.55,13.08
5321,Metro Center,38.9,-77.03,Greensboro,38.92,-77.23,25.8,13.38
5225,Medical Center,39.0,-77.1,Greensboro,38.92,-77.23,19.75,13.92
5417,Minnesota Ave,38.9,-76.95,Greensboro,38.92,-77.23,32.75,20.99
5513,Morgan Boulevard,38.89,-76.87,Greensboro,38.92,-77.23,39.12,34.38
5609,Shaw-Howard U,38.91,-77.02,Greensboro,38.92,-77.23,27.78,17.31
7049,Shaw-Howard U,38.91,-77.02,Greensboro,38.92,-77.23,31.43,14.58
5705,Navy Yard-Ballpark,38.88,-77.01,Greensboro,38.92,-77.23,25.42,16.46
5801,Naylor Road,38.85,-76.96,Greensboro,38.92,-77.23,32.05,21.01
5897,New Carrollton,38.95,-76.87,Greensboro,38.92,-77.23,35.68,29.1
5993,NoMa-Gallaudet U,38.91,-77.0,Greensboro,38.92,-77.23,31.75,17.93
6089,Pentagon,38.87,-77.05,Greensboro,38.92,-77.23,21.37,13.29
6185,Pentagon City,38.86,-77.06,Greensboro,38.92,-77.23,24.12,13.99
6281,Potomac Ave,38.88,-76.99,Greensboro,38.92,-77.23,27.33,17.29
6377,Prince George's Plaza,38.97,-76.96,Greensboro,38.92,-77.23,38.57,24.65
6473,Reston Town Center,38.95,-77.36,Greensboro,38.92,-77.23,22.58,20.45
6569,Rhode Island Ave,38.92,-77.0,Greensboro,38.92,-77.23,37.42,19.19
6665,Rockville,39.08,-77.15,Greensboro,38.92,-77.23,22.97,15.65
6761,Ronald Reagan Washington National Airport,38.85,-77.04,Greensboro,38.92,-77.23,21.93,15.12
6857,Rosslyn,38.9,-77.07,Greensboro,38.92,-77.23,18.25,10.43
6953,Shady Grove,39.12,-77.16,Greensboro,38.92,-77.23,25.22,20.53
7145,Silver Spring,38.99,-77.03,Greensboro,38.92,-77.23,27.62,19.53
7337,Southern Ave,38.84,-76.98,Greensboro,38.92,-77.23,33.22,26.0
7433,Spring Hill,38.93,-77.24,Greensboro,38.92,-77.23,6.67,1.86
7529,Stadium-Armory,38.89,-76.98,Greensboro,38.92,-77.23,28.77,20.26
7625,Suitland,38.84,-76.93,Greensboro,38.92,-77.23,33.85,26.43
7721,Takoma,38.98,-77.02,Greensboro,38.92,-77.23,32.7,19.52
7817,Tenleytown-AU,38.95,-77.08,Greensboro,38.92,-77.23,24.47,13.37
7913,Twinbrook,39.06,-77.12,Greensboro,38.92,-77.23,22.93,15.56
8009,Tysons Corner,38.92,-77.22,Greensboro,38.92,-77.23,2.22,0.68
8105,U Street,38.92,-77.03,Greensboro,38.92,-77.23,29.72,14.51
8201,Union Station,38.9,-77.01,Greensboro,38.92,-77.23,28.48,16.78
8297,Van Dorn Street,38.8,-77.13,Greensboro,38.92,-77.23,18.32,14.25
8489,Vienna,38.88,-77.27,Greensboro,38.92,-77.23,13.5,10.34
8585,Virginia Sq-GMU,38.88,-77.1,Greensboro,38.92,-77.23,15.97,8.11
8777,West Falls Church,38.9,-77.19,Greensboro,38.92,-77.23,11.92,6.57
8873,West Hyattsville,38.96,-76.97,Greensboro,38.92,-77.23,39.72,23.32
8969,Wheaton,39.04,-77.05,Greensboro,38.92,-77.23,23.5,17.75
9065,White Flint,39.05,-77.11,Greensboro,38.92,-77.23,23.22,13.88
9161,Wiehle-Reston East,38.95,-77.34,Greensboro,38.92,-77.23,11.05,9.55
9257,Woodley Park,38.92,-77.05,Greensboro,38.92,-77.23,23.17,14.39
41,Addison Road,38.89,-76.9,Grosvenor-Strathmore,39.03,-77.1,29.87,24.4
137,Anacostia,38.86,-77.0,Grosvenor-Strathmore,39.03,-77.1,30.63,25.83
233,Archives,38.89,-77.02,Grosvenor-Strathmore,39.03,-77.1,34.43,24.05
4650,Archives,38.89,-77.02,Grosvenor-Strathmore,39.03,-77.1,33.17,27.43
329,Arlington Cemetery,38.88,-77.06,Grosvenor-Strathmore,39.03,-77.1,28.5,22.56
425,Ashburn,39.0,-77.49,Grosvenor-Strathmore,39.03,-77.1,30.97,28.32
521,Ballston-MU,38.88,-77.11,Grosvenor-Strathmore,39.03,-77.1,25.53,18.6
617,Benning Road,38.89,-76.94,Grosvenor-Strathmore,39.03,-77.1,30.43,22.59
713,Bethesda,38.98,-77.09,Grosvenor-Strathmore,39.03,-77.1,11.67,3.43
809,Braddock Road,38.81,-77.05,Grosvenor-Strathmore,39.03,-77.1,39.67,30.95
905,Branch Ave,38.83,-76.91,Grosvenor-Strathmore,39.03,-77.1,34.88,30.62
1001,Brookland-CUA,38.93,-76.99,Grosvenor-Strathmore,39.03,-77.1,31.6,13.32
1097,Capitol Heights,38.89,-76.91,Grosvenor-Strathmore,39.03,-77.1,32.03,23.12
1193,Capitol South,38.89,-77.01,Grosvenor-Strathmore,39.03,-77.1,34.23,27.35
1289,Cheverly,38.92,-76.92,Grosvenor-Strathmore,39.03,-77.1,25.77,22.04
1385,Clarendon,38.89,-77.1,Grosvenor-Strathmore,39.03,-77.1,27.38,20.59
1481,Cleveland Park,38.94,-77.06,Grosvenor-Strathmore,39.03,-77.1,21.03,7.73
8394,Cleveland Park,38.94,-77.06,Grosvenor-Strathmore,39.03,-77.1,18.58,7.09
