,station_name_o,station_name_d,bus_transit_minutes,metro_transit_minutes,bus_competativeness_index
1524,Farragut West,Waterfront,30.05,16,0.5324459234608985
1525,Farragut West,Waterfront,23.93,16,0.6686167989970748
1526,Farragut West,Woodley Park,16.8,17,1.0119047619047619
1527,Farragut West,Woodley Park,21.95,17,0.7744874715261959
1528,Farragut West,Shady Grove,127.98,48,0.3750586029067042
1529,Farragut West,Shady Grove,124.47,48,0.3856350927934442
1530,Farragut West,Rockville,101.28,44,0.4344391785150079
1531,Farragut West,Rockville,104.8,44,0.41984732824427484
1532,Farragut West,Twinbrook,81.75,41,0.5015290519877675
1533,Farragut West,Twinbrook,85.48,41,0.4796443612540945
1534,Farragut West,Glenmont,84.98,40,0.4706989879971758
1535,Farragut West,Glenmont,81.25,40,0.49230769230769234
1536,Farragut West,White Flint,71.93,38,0.5282913944112331
1537,Farragut West,White Flint,75.67,38,0.5021805206819083
1538,Farragut West,Wheaton,70.78,37,0.5227465385702176
1539,Farragut West,Wheaton,74.52,37,0.4965110037573806
1540,Farragut West,Grosvenor-Strathmore,65.27,35,0.5362341044890455
1541,Farragut West,Grosvenor-Strathmore,25.9,35,1.3513513513513513
1542,Farragut West,Forest Glen,66.48,34,0.5114320096269555
1543,Farragut West,Forest Glen,62.75,34,0.5418326693227091
1544,Farragut West,Greenbelt,51.15,42,0.8211143695014663
1545,Farragut West,Greenbelt,54.23,42,0.7744790706251153
1546,Farragut West,Medical Center,74.1,32,0.4318488529014845
1547,Farragut West,Medical Center,70.37,32,0.45473923546966033
1548,Farragut West,Silver Spring,41.45,31,0.7478890229191797
1549,Farragut West,Silver Spring,45.18,31,0.6861443116423196
1550,Farragut West,Bethesda,61.48,29,0.4716981132075472
1551,Farragut West,Bethesda,22.12,29,1.3110307414104883
1552,Farragut West,College Park-U of Md,100.72,39,0.3872120730738682
1553,Farragut West,College Park-U of Md,45.53,39,0.8565780803865582
1554,Farragut West,Prince George's Plaza,73.68,36,0.4885993485342019
1555,Farragut West,Prince George's Plaza,80.6,36,0.44665012406947896
1556,Farragut West,West Hyattsville,40.97,33,0.8054674151818404
1557,Farragut West,West Hyattsville,65.88,33,0.5009107468123862
1558,Farragut West,New Carrollton,86.45,33,0.38172353961827643
1559,Farragut West,New Carrollton,58.83,33,0.5609382967873534
1560,Farragut West,Landover,63.72,30,0.4708097928436912
1561,Farragut West,Landover,64.5,30,0.46511627906976744
1562,Farragut West,Cheverly,62.78,27,0.4300732717425932
1563,Farragut West,Cheverly,63.57,27,0.4247286455875413
1564,Farragut West,West Falls Church,74.77,20,0.2674869600106995
1565,Farragut West,West Falls Church,79.75,20,0.2507836990595611
1566,Farragut West,Rosslyn,20.3,5,0.24630541871921183
1567,Farragut West,Rosslyn,25.28,5,0.19778481012658228
1568,Farragut West,Court House,33.03,8,0.24220405691795338
1569,Farragut West,Court House,28.05,8,0.28520499108734404
1570,Farragut West,Addison Road,74.25,28,0.3771043771043771
1571,Farragut West,Addison Road,68.67,28,0.4077471967380224
1572,Farragut West,Clarendon,35.87,10,0.2787844995818233
1573,Farragut West,Clarendon,30.88,10,0.3238341968911917
1574,Farragut West,East Falls Church,56.12,17,0.3029223093371347
1575,Farragut West,East Falls Church,51.13,17,0.33248582045765696
1576,Farragut West,Arlington Cemetery,13.9,7,0.5035971223021583
1577,Farragut West,Arlington Cemetery,17.25,7,0.4057971014492754
1578,Farragut West,Virginia Sq-GMU,37.73,11,0.2915451895043732
1579,Farragut West,Virginia Sq-GMU,42.72,11,0.25749063670411987
1580,Farragut West,Dunn Loring,85.25,24,0.28152492668621704
1581,Farragut West,Dunn Loring,80.27,24,0.2989909056932852
1582,Farragut West,Ballston-MU,45.67,13,0.28465075541931245
1583,Farragut West,Ballston-MU,40.68,13,0.3195673549655851
1584,Farragut West,Vienna,114.48,28,0.24458420684835777
1585,Farragut West,Vienna,102.45,28,0.2733040507564666
1586,Farragut West,Pentagon,17.28,10,0.5787037037037037
1587,Farragut West,Pentagon,20.63,10,0.4847309743092584
1588,Farragut West,Pentagon City,37.08,11,0.296655879180151
1589,Farragut West,Pentagon City,36.4,11,0.30219780219780223
1590,Farragut West,Crystal City,43.68,13,0.2976190476190476
1591,Farragut West,Crystal City,48.67,13,0.26710499280871175
1592,Farragut West,Ronald Reagan Washington National Airport,23.2,15,0.646551724137931
1593,Farragut West,Ronald Reagan Washington National Airport,19.85,15,0.7556675062972291
1594,Farragut West,Naylor Road,52.98,29,0.5473763684409211
1595,Farragut West,Naylor Road,49.6,29,0.5846774193548387
1596,Farragut West,Suitland,87.7,32,0.36488027366020526
1597,Farragut West,Suitland,62.78,32,0.5097164702134438
1598,Farragut West,Southern Ave,53.47,26,0.48625397419113525
1599,Farragut West,Southern Ave,50.08,26,0.5191693290734825
1600,Farragut West,Branch Ave,65.8,35,0.5319148936170213
1601,Farragut West,Branch Ave,67.18,35,0.5209883894016075
1602,Farragut West,Braddock Road,68.98,20,0.28993911278631485
1603,Farragut West,Braddock Road,73.97,20,0.27037988373665
1604,Farragut West,King St-Old Town,29.45,22,0.7470288624787776
1605,Farragut West,King St-Old Town,32.8,22,0.6707317073170732
1606,Farragut West,Eisenhower Ave,86.57,29,0.33498902622155485
1607,Farragut West,Eisenhower Ave,44.83,29,0.6468882444791435
1608,Farragut West,Van Dorn Street,92.28,28,0.3034243606415258
1609,Farragut West,Van Dorn Street,92.97,28,0.3011724212111434
1610,Farragut West,Huntington,92.35,31,0.3356794802382242
1611,Farragut West,Huntington,50.62,31,0.6124061635717108
1612,Farragut West,Franconia-Springfield,45.18,34,0.7525453740593183
1613,Farragut West,Franconia-Springfield,41.83,34,0.8128137700215157
1614,Farragut West,Capitol Heights,55.85,26,0.4655326768128917
1615,Farragut West,Capitol Heights,56.98,26,0.45630045630045635
1616,Farragut West,Largo Town Center,54.65,34,0.6221408966148216
1617,Farragut West,Largo Town Center,75.07,34,0.45291061675769284
1618,Farragut West,Morgan Boulevard,50.1,31,0.6187624750499002
1619,Farragut West,Morgan Boulevard,70.52,31,0.4395916052183778
1620,Farragut West,McLean,72.18,24,0.3325020781379883
1621,Farragut West,McLean,77.17,24,0.3110016845924582
1622,Farragut West,Tysons Corner,93.22,26,0.278910105127655
1623,Farragut West,Tysons Corner,98.2,26,0.26476578411405294
1624,Farragut West,Greensboro,104.47,28,0.26801952713697713
1625,Farragut West,Greensboro,99.48,28,0.2814636107760354
1626,Farragut West,Spring Hill,107.12,30,0.28005974607916356
1627,Farragut West,Spring Hill,102.13,30,0.2937432683834329
1628,Farragut West,Wiehle-Reston East,98.62,37,0.3751774487933482
1629,Farragut West,Wiehle-Reston East,48.63,37,0.7608472136541229
1630,Farragut West,Reston Town Center,48.93,41,0.8379317392192929
1631,Farragut West,Reston Town Center,98.92,41,0.4144763445208249
1632,Farragut West,Herndon,52.72,44,0.8345978755690441
1633,Farragut West,Herndon,102.7,44,0.42843232716650437
1634,Farragut West,Innovation Center,60.27,47,0.7798241247718599
1635,Farragut West,Innovation Center,110.25,47,0.42630385487528344
1636,Farragut West,Dulles Airport,106.27,51,0.47990966406323515
1637,Farragut West,Dulles Airport,105.2,51,0.4847908745247148
1638,Farragut West,Loudoun Gateway,99.65,57,0.572002007024586
1639,Farragut West,Loudoun Gateway,114.23,57,0.4989932592138667
1640,Farragut West,Ashburn,118.52,61,0.5146810664866689
1641,Farragut West,Ashburn,103.93,61,0.5869335129414028
1642,Federal Center SW,Anacostia,,14,0.0
1643,Federal Center SW,Archives,,9,0.0
1644,Federal Center SW,Benning Road,,12,0.0
1645,Federal Center SW,Brookland-CUA,,25,0.0
1646,Federal Center SW,Capitol South,,2,0.0
1647,Federal Center SW,Cleveland Park,,22,0.0
1648,Federal Center SW,Columbia Heights,,18,0.0
1649,Federal Center SW,Congress Heights,,17,0.0
1650,Federal Center SW,Deanwood,,14,0.0
1651,Federal Center SW,Dupont Circle,,18,0.0
1652,Federal Center SW,Eastern Market,,4,0.0
1653,Federal Center SW,Farragut North,,15,0.0
1654,Federal Center SW,Farragut West,,11,0.0
1655,Federal Center SW,Federal Center SW,,0,1.0
1656,Federal Center SW,Federal Triangle,,6,0.0
1657,Federal Center SW,Foggy Bottom-GWU,,13,0.0
1658,Federal Center SW,Fort Totten,,25,0.0
1659,Federal Center SW,Friendship Heights,,29,0.0
1660,Federal Center SW,Gallery Place,,11,0.0
1661,Federal Center SW,Georgia Ave-Petworth,,21,0.0
1662,Federal Center SW,Judiciary Square,,16,0.0
1663,Federal Center SW,L'Enfant Plaza,,2,0.0
1664,Federal Center SW,McPherson Sq,,9,0.0
1665,Federal Center SW,Metro Center,,7,0.0
1666,Federal Center SW,Minnesota Ave,,10,0.0
1667,Federal Center SW,Mt Vernon Sq,,13,0.0
1668,Federal Center SW,Navy Yard-Ballpark,,11,0.0
1669,Federal Center SW,NoMa-Gallaudet U,,20,0.0
1670,Federal Center SW,Potomac Ave,,6,0.0
1671,Federal Center SW,Rhode Island Ave,,22,0.0
1672,Federal Center SW,Shaw-Howard U,,14,0.0
1673,Federal Center SW,Smithsonian,,4,0.0
1674,Federal Center SW,Stadium-Armory,,8,0.0
1675,Federal Center SW,Takoma,,31,0.0
1676,Federal Center SW,Tenleytown-AU,,27,0.0
1677,Federal Center SW,U Street,,16,0.0
1678,Federal Center SW,Union Station,,18,0.0
1679,Federal Center SW,Van Ness-UDC,,24,0.0
1680,Federal Center SW,Waterfront,,9,0.0
1681,Federal Center SW,Woodley Park,,20,0.0
1682,Federal Center SW,Shady Grove,,51,0.0
1683,Federal Center SW,Rockville,,47,0.0
1684,Federal Center SW,Twinbrook,,44,0.0
1685,Federal Center SW,Glenmont,,43,0.0
1686,Federal Center SW,White Flint,,41,0.0
1687,Federal Center SW,Wheaton,,40,0.0
1688,Federal Center SW,Grosvenor-Strathmore,,38,0.0
1689,Federal Center SW,Forest Glen,,37,0.0
1690,Federal Center SW,Greenbelt,,37,0.0
1691,Federal Center SW,Medical Center,,35,0.0
1692,Federal Center SW,Silver Spring,,34,0.0
1693,Federal Center SW,Bethesda,,32,0.0
1694,Federal Center SW,College Park-U of Md,,34,0.0
1695,Federal Center SW,Prince George's Plaza,,31,0.0
1696,Federal Center SW,West Hyattsville,,28,0.0
1697,Federal Center SW,New Carrollton,,22,0.0
1698,Federal Center SW,Landover,,19,0.0
1699,Federal Center SW,Cheverly,,16,0.0
1700,Federal Center SW,West Falls Church,,31,0.0
1701,Federal Center SW,Rosslyn,,16,0.0
1702,Federal Center SW,Court House,,19,0.0
1703,Federal Center SW,Addison Road,,17,0.0
1704,Federal Center SW,Clarendon,,21,0.0
1705,Federal Center SW,East Falls Church,,28,0.0
1706,Federal Center SW,Arlington Cemetery,,18,0.0
1707,Federal Center SW,Virginia Sq-GMU,,22,0.0
1708,Federal Center SW,Dunn Loring,,35,0.0
1709,Federal Center SW,Ballston-MU,,24,0.0
1710,Federal Center SW,Vienna,,39,0.0
1711,Federal Center SW,Pentagon,,12,0.0
1712,Federal Center SW,Pentagon City,,13,0.0
1713,Federal Center SW,Crystal City,,15,0.0
1714,Federal Center SW,Ronald Reagan Washington National Airport,,17,0.0
1715,Federal Center SW,Naylor Road,,22,0.0
1716,Federal Center SW,Suitland,,25,0.0
1717,Federal Center SW,Southern Ave,,19,0.0
1718,Federal Center SW,Branch Ave,,28,0.0
1719,Federal Center SW,Braddock Road,,22,0.0
1720,Federal Center SW,King St-Old Town,,24,0.0
1721,Federal Center SW,Eisenhower Ave,,26,0.0
1722,Federal Center SW,Van Dorn Street,,35,0.0
1723,Federal Center SW,Huntington,,28,0.0
1724,Federal Center SW,Franconia-Springfield,,41,0.0
1725,Federal Center SW,Capitol Heights,,15,0.0
1726,Federal Center SW,Largo Town Center,,23,0.0
1727,Federal Center SW,Morgan Boulevard,,20,0.0
1728,Federal Center SW,McLean,,35,0.0
1729,Federal Center SW,Tysons Corner,,37,0.0
1730,Federal Center SW,Greensboro,,39,0.0
1731,Federal Center SW,Spring Hill,,41,0.0
1732,Federal Center SW,Wiehle-Reston East,,48,0.0
1733,Federal Center SW,Reston Town Center,,50,0.0
1734,Federal Center SW,Herndon,,53,0.0
1735,Federal Center SW,Innovation Center,,56,0.0
1736,Federal Center SW,Dulles Airport,,60,0.0
1737,Federal Center SW,Loudoun Gateway,,66,0.0
1738,Federal Center SW,Ashburn,,70,0.0
1739,Federal Triangle,Anacostia,,16,0.0
1740,Federal Triangle,Archives,,11,0.0
1741,Federal Triangle,Benning Road,,18,0.0
1742,Federal Triangle,Brookland-CUA,,19,0.0
1743,Federal Triangle,Capitol South,,8,0.0
1744,Federal Triangle,Cleveland Park,,16,0.0
1745,Federal Triangle,Columbia Heights,,20,0.0
1746,Federal Triangle,Congress Heights,,19,0.0
1747,Federal Triangle,Deanwood,,20,0.0
1748,Federal Triangle,Dupont Circle,,12,0.0
1749,Federal Triangle,Eastern Market,,10,0.0
1750,Federal Triangle,Farragut North,,9,0.0
1751,Federal Triangle,Farragut West,,5,0.0
1752,Federal Triangle,Federal Center SW,,6,0.0
1753,Federal Triangle,Federal Triangle,,0,1.0
1754,Federal Triangle,Foggy Bottom-GWU,,7,0.0
1755,Federal Triangle,Fort Totten,,22,0.0
1756,Federal Triangle,Friendship Heights,,23,0.0
1757,Federal Triangle,Gallery Place,,8,0.0
1758,Federal Triangle,Georgia Ave-Petworth,,23,0.0
1759,Federal Triangle,Judiciary Square,,10,0.0
1760,Federal Triangle,L'Enfant Plaza,,4,0.0
1761,Federal Triangle,McPherson Sq,,3,0.0
1762,Federal Triangle,Metro Center,,1,0.0
1763,Federal Triangle,Minnesota Ave,,16,0.0
1764,Federal Triangle,Mt Vernon Sq,,15,0.0
1765,Federal Triangle,Navy Yard-Ballpark,,13,0.0
1766,Federal Triangle,NoMa-Gallaudet U,,14,0.0
1767,Federal Triangle,Potomac Ave,,12,0.0
1768,Federal Triangle,Rhode Island Ave,,16,0.0
1769,Federal Triangle,Shaw-Howard U,,16,0.0
1770,Federal Triangle,Smithsonian,,2,0.0
1771,Federal Triangle,Stadium-Armory,,14,0.0
1772,Federal Triangle,Takoma,,25,0.0
1773,Federal Triangle,Tenleytown-AU,,21,0.0
1774,Federal Triangle,U Street,,18,0.0
1775,Federal Triangle,Union Station,,12,0.0
1776,Federal Triangle,Van Ness-UDC,,18,0.0
1777,Federal Triangle,Waterfront,,11,0.0
1778,Federal Triangle,Woodley Park,,14,0.0
1779,Federal Triangle,Shady Grove,,45,0.0
1780,Federal Triangle,Rockville,,41,0.0
1781,Federal Triangle,Twinbrook,,38,0.0
1782,Federal Triangle,Glenmont,,37,0.0
1783,Federal Triangle,White Flint,,35,0.0
1784,Federal Triangle,Wheaton,,34,0.0
1785,Federal Triangle,Grosvenor-Strathmore,,32,0.0
1786,Federal Triangle,Forest Glen,,31,0.0
1787,Federal Triangle,Greenbelt,,39,0.0
1788,Federal Triangle,Medical Center,,29,0.0
1789,Federal Triangle,Silver Spring,,28,0.0
1790,Federal Triangle,Bethesda,,26,0.0
1791,Federal Triangle,College Park-U of Md,,36,0.0
1792,Federal Triangle,Prince George's Plaza,,33,0.0
1793,Federal Triangle,West Hyattsville,,30,0.0
1794,Federal Triangle,New Carrollton,,28,0.0
1795,Federal Triangle,Landover,,25,0.0
1796,Federal Triangle,Cheverly,,22,0.0
1797,Federal Triangle,West Falls Church,,25,0.0
1798,Federal Triangle,Rosslyn,,10,0.0
1799,Federal Triangle,Court House,,13,0.0
1800,Federal Triangle,Addison Road,,23,0.0
1801,Federal Triangle,Clarendon,,15,0.0
1802,Federal Triangle,East Falls Church,,22,0.0
1803,Federal Triangle,Arlington Cemetery,,12,0.0
1804,Federal Triangle,Virginia Sq-GMU,,16,0.0
1805,Federal Triangle,Dunn Loring,,29,0.0
1806,Federal Triangle,Ballston-MU,,18,0.0
1807,Federal Triangle,Vienna,,33,0.0
1808,Federal Triangle,Pentagon,,14,0.0
1809,Federal Triangle,Pentagon City,,15,0.0
1810,Federal Triangle,Crystal City,,17,0.0
1811,Federal Triangle,Ronald Reagan Washington National Airport,,19,0.0
1812,Federal Triangle,Naylor Road,,24,0.0
1813,Federal Triangle,Suitland,,27,0.0
1814,Federal Triangle,Southern Ave,,21,0.0
1815,Federal Triangle,Branch Ave,,30,0.0
1816,Federal Triangle,Braddock Road,,24,0.0
1817,Federal Triangle,King St-Old Town,,26,0.0
1818,Federal Triangle,Eisenhower Ave,,28,0.0
1819,Federal Triangle,Van Dorn Street,,33,0.0
1820,Federal Triangle,Huntington,,30,0.0
1821,Federal Triangle,Franconia-Springfield,,39,0.0
1822,Federal Triangle,Capitol Heights,,21,0.0
1823,Federal Triangle,Largo Town Center,,29,0.0
1824,Federal Triangle,Morgan Boulevard,,26,0.0
1825,Federal Triangle,McLean,,29,0.0
1826,Federal Triangle,Tysons Corner,,31,0.0
1827,Federal Triangle,Greensboro,,33,0.0
1828,Federal Triangle,Spring Hill,,35,0.0
1829,Federal Triangle,Wiehle-Reston East,,42,0.0
1830,Federal Triangle,Reston Town Center,,44,0.0
1831,Federal Triangle,Herndon,,47,0.0
1832,Federal Triangle,Innovation Center,,50,0.0
1833,Federal Triangle,Dulles Airport,,54,0.0
1834,Federal Triangle,Loudoun Gateway,,60,0.0
1835,Federal Triangle,Ashburn,,64,0.0
1836,Foggy Bottom-GWU,Anacostia,51.23,23,0.4489556900253758
1837,Foggy Bottom-GWU,Archives,13.28,18,1.355421686746988
1838,Foggy Bottom-GWU,Archives,21.12,18,0.8522727272727272
1839,Foggy Bottom-GWU,Benning Road,59.93,25,0.41715334556983147
1840,Foggy Bottom-GWU,Brookland-CUA,52.33,24,0.4586279380852284
1841,Foggy Bottom-GWU,Capitol South,24.62,15,0.6092607636068237
1842,Foggy Bottom-GWU,Cleveland Park,47.82,21,0.43914680050188204
1843,Foggy Bottom-GWU,Cleveland Park,40.45,21,0.519159456118665
1844,Foggy Bottom-GWU,Columbia Heights,35.0,25,0.7142857142857143
1845,Foggy Bottom-GWU,Congress Heights,59.72,26,0.43536503683858
1846,Foggy Bottom-GWU,Deanwood,45.65,27,0.5914567360350493
1847,Foggy Bottom-GWU,Dupont Circle,23.97,17,0.7092198581560284
1848,Foggy Bottom-GWU,Eastern Market,26.3,17,0.6463878326996197
1849,Foggy Bottom-GWU,Farragut North,,14,0.0
1850,Foggy Bottom-GWU,Farragut West,13.65,2,0.14652014652014653
1851,Foggy Bottom-GWU,Farragut West,9.75,2,0.20512820512820512
1852,Foggy Bottom-GWU,Federal Center SW,,13,0.0
1853,Foggy Bottom-GWU,Federal Triangle,,7,0.0
1854,Foggy Bottom-GWU,Foggy Bottom-GWU,,0,1.0
1855,Foggy Bottom-GWU,Fort Totten,69.95,27,0.38598999285203717
1856,Foggy Bottom-GWU,Friendship Heights,41.77,28,0.6703375628441465
1857,Foggy Bottom-GWU,Gallery Place,21.97,13,0.591715976331361
1858,Foggy Bottom-GWU,Gallery Place,20.98,13,0.6196377502383222
1859,Foggy Bottom-GWU,Georgia Ave-Petworth,43.38,28,0.6454587367450437
1860,Foggy Bottom-GWU,Judiciary Square,,15,0.0
1861,Foggy Bottom-GWU,L'Enfant Plaza,,11,0.0
1862,Foggy Bottom-GWU,McPherson Sq,,4,0.0
1863,Foggy Bottom-GWU,Metro Center,13.57,6,0.4421518054532056
1864,Foggy Bottom-GWU,Metro Center,17.83,6,0.3365114974761638
1865,Foggy Bottom-GWU,Minnesota Ave,57.2,23,0.4020979020979021
1866,Foggy Bottom-GWU,Mt Vernon Sq,,20,0.0
1867,Foggy Bottom-GWU,Navy Yard-Ballpark,41.23,20,0.4850836769342712
1868,Foggy Bottom-GWU,NoMa-Gallaudet U,48.0,19,0.3958333333333333
1869,Foggy Bottom-GWU,Potomac Ave,31.88,19,0.5959849435382685
1870,Foggy Bottom-GWU,Rhode Island Ave,54.87,21,0.3827227993439038
1871,Foggy Bottom-GWU,Shaw-Howard U,29.4,21,0.7142857142857143
1872,Foggy Bottom-GWU,Shaw-Howard U,31.15,21,0.6741573033707865
1873,Foggy Bottom-GWU,Smithsonian,23.58,9,0.3816793893129771
1874,Foggy Bottom-GWU,Smithsonian,14.27,9,0.6306937631394535
1875,Foggy Bottom-GWU,Stadium-Armory,50.0,21,0.42
1876,Foggy Bottom-GWU,Takoma,61.57,30,0.4872502842293325
1877,Foggy Bottom-GWU,Tenleytown-AU,35.35,26,0.7355021216407355
1878,Foggy Bottom-GWU,U Street,33.63,23,0.6839131727624145
1879,Foggy Bottom-GWU,Union Station,31.6,17,0.5379746835443038
1880,Foggy Bottom-GWU,Van Ness-UDC,,23,0.0
1881,Foggy Bottom-GWU,Waterfront,35.05,18,0.5135520684736091
1882,Foggy Bottom-GWU,Waterfront,22.98,18,0.783289817232376
1883,Foggy Bottom-GWU,Woodley Park,36.53,19,0.5201204489460717
1884,Foggy Bottom-GWU,Shady Grove,126.2,50,0.39619651347068147
1885,Foggy Bottom-GWU,Rockville,103.02,46,0.44651523975927004
1886,Foggy Bottom-GWU,Twinbrook,96.88,43,0.4438480594549959
1887,Foggy Bottom-GWU,Glenmont,94.83,42,0.44289781714647264
1888,Foggy Bottom-GWU,White Flint,87.07,40,0.4594004823705065
1889,Foggy Bottom-GWU,Wheaton,84.37,39,0.4622496147919877
1890,Foggy Bottom-GWU,Grosvenor-Strathmore,63.48,37,0.5828607435412728
1891,Foggy Bottom-GWU,Forest Glen,78.37,36,0.45935944876866147
1892,Foggy Bottom-GWU,Greenbelt,70.48,44,0.6242905788876276
1893,Foggy Bottom-GWU,Medical Center,62.05,34,0.5479452054794521
1894,Foggy Bottom-GWU,Silver Spring,55.03,33,0.5996729056878066
1895,Foggy Bottom-GWU,Bethesda,59.7,31,0.5192629815745393
1896,Foggy Bottom-GWU,College Park-U of Md,104.72,41,0.3915202444614209
1897,Foggy Bottom-GWU,Prince George's Plaza,85.85,38,0.4426324985439721
1898,Foggy Bottom-GWU,West Hyattsville,74.8,35,0.46791443850267384
1899,Foggy Bottom-GWU,New Carrollton,107.7,35,0.32497678737233054
1900,Foggy Bottom-GWU,Landover,48.87,32,0.6547984448536935
1901,Foggy Bottom-GWU,Cheverly,47.93,29,0.6050490298351763
1902,Foggy Bottom-GWU,West Falls Church,24.12,18,0.7462686567164178
1903,Foggy Bottom-GWU,Rosslyn,19.27,3,0.15568240788790866
1904,Foggy Bottom-GWU,Court House,27.02,6,0.2220577350111029
1905,Foggy Bottom-GWU,Addison Road,77.02,30,0.38950921838483515
1906,Foggy Bottom-GWU,Clarendon,29.85,8,0.26800670016750416
1907,Foggy Bottom-GWU,East Falls Church,50.1,15,0.2994011976047904
1908,Foggy Bottom-GWU,Arlington Cemetery,11.55,5,0.4329004329004329
1909,Foggy Bottom-GWU,Virginia Sq-GMU,36.7,9,0.24523160762942778
1910,Foggy Bottom-GWU,Dunn Loring,79.23,22,0.27767259876309475
1911,Foggy Bottom-GWU,Ballston-MU,39.65,11,0.27742749054224464
1912,Foggy Bottom-GWU,Vienna,32.37,26,0.8032128514056226
1913,Foggy Bottom-GWU,Pentagon,14.93,8,0.535833891493637
1914,Foggy Bottom-GWU,Pentagon City,16.58,9,0.5428226779252111
1915,Foggy Bottom-GWU,Crystal City,28.0,11,0.39285714285714285
1916,Foggy Bottom-GWU,Ronald Reagan Washington National Airport,17.5,13,0.7428571428571429
1917,Foggy Bottom-GWU,Naylor Road,52.03,31,0.5958101095521814
1918,Foggy Bottom-GWU,Suitland,86.75,34,0.3919308357348703
1919,Foggy Bottom-GWU,Southern Ave,52.52,28,0.5331302361005331
1920,Foggy Bottom-GWU,Branch Ave,66.23,37,0.5586592178770949
1921,Foggy Bottom-GWU,Braddock Road,23.5,18,0.7659574468085106
1922,Foggy Bottom-GWU,King St-Old Town,27.1,20,0.7380073800738007
1923,Foggy Bottom-GWU,Eisenhower Ave,43.62,27,0.6189821182943605
1924,Foggy Bottom-GWU,Van Dorn Street,67.32,26,0.3862150920974451
1925,Foggy Bottom-GWU,Huntington,43.68,29,0.6639194139194139
1926,Foggy Bottom-GWU,Franconia-Springfield,39.48,32,0.8105369807497468
1927,Foggy Bottom-GWU,Capitol Heights,64.2,28,0.43613707165109034
1928,Foggy Bottom-GWU,Largo Town Center,60.08,36,0.5992010652463382
1929,Foggy Bottom-GWU,Morgan Boulevard,55.53,33,0.5942733657482442
1930,Foggy Bottom-GWU,McLean,71.15,22,0.3092059030217849
1931,Foggy Bottom-GWU,Tysons Corner,30.32,24,0.7915567282321899
1932,Foggy Bottom-GWU,Greensboro,37.95,26,0.6851119894598154
1933,Foggy Bottom-GWU,Spring Hill,34.73,28,0.8062194068528651
1934,Foggy Bottom-GWU,Wiehle-Reston East,42.93,35,0.8152806894945259
1935,Foggy Bottom-GWU,Reston Town Center,43.23,39,0.9021512838306732
1936,Foggy Bottom-GWU,Herndon,47.02,42,0.893236920459379
1937,Foggy Bottom-GWU,Innovation Center,54.57,45,0.8246289169873556
1938,Foggy Bottom-GWU,Dulles Airport,116.68,49,0.4199520054850874
1939,Foggy Bottom-GWU,Loudoun Gateway,58.55,55,0.9393680614859096
1940,Foggy Bottom-GWU,Ashburn,62.83,59,0.9390418589845615
1941,Fort Totten,Anacostia,78.1,25,0.32010243277848915
1942,Fort Totten,Archives,46.25,16,0.34594594594594597
1943,Fort Totten,Archives,18.57,16,0.8616047388260635
1944,Fort Totten,Benning Road,80.62,37,0.4589431902753659
1945,Fort Totten,Brookland-CUA,8.37,3,0.3584229390681004
1946,Fort Totten,Capitol South,61.68,27,0.4377431906614786
1947,Fort Totten,Cleveland Park,52.58,26,0.49448459490300495
1948,Fort Totten,Cleveland Park,56.4,26,0.46099290780141844
1949,Fort Totten,Columbia Heights,11.22,7,0.6238859180035651
1950,Fort Totten,Congress Heights,101.43,28,0.27605244996549344
1951,Fort Totten,Deanwood,46.22,39,0.8437905668541757
1952,Fort Totten,Dupont Circle,58.5,22,0.37606837606837606
1953,Fort Totten,Eastern Market,63.02,29,0.4601713741669311
1954,Fort Totten,Farragut North,,19,0.0
1955,Fort Totten,Farragut West,61.18,25,0.40863027133050017
1956,Fort Totten,Farragut West,65.3,25,0.38284839203675347
1957,Fort Totten,Federal Center SW,,25,0.0
1958,Fort Totten,Federal Triangle,,22,0.0
1959,Fort Totten,Foggy Bottom-GWU,77.2,27,0.349740932642487
1960,Fort Totten,Fort Totten,,0,1.0
1961,Fort Totten,Friendship Heights,36.0,33,0.9166666666666666
1962,Fort Totten,Gallery Place,45.38,14,0.3085059497576024
1963,Fort Totten,Gallery Place,18.42,14,0.7600434310532029
1964,Fort Totten,Georgia Ave-Petworth,18.58,4,0.21528525296017226
1965,Fort Totten,Judiciary Square,,12,0.0
1966,Fort Totten,L'Enfant Plaza,,18,0.0
1967,Fort Totten,McPherson Sq,,23,0.0
1968,Fort Totten,Metro Center,52.37,16,0.30551842658010314
1969,Fort Totten,Metro Center,49.38,16,0.3240178209801539
1970,Fort Totten,Minnesota Ave,67.8,35,0.5162241887905605
1971,Fort Totten,Mt Vernon Sq,,12,0.0
1972,Fort Totten,Navy Yard-Ballpark,22.57,22,0.974745237040319
1973,Fort Totten,NoMa-Gallaudet U,10.52,8,0.7604562737642586
1974,Fort Totten,Potomac Ave,68.6,31,0.45189504373177847
1975,Fort Totten,Rhode Island Ave,8.5,6,0.7058823529411765
1976,Fort Totten,Shaw-Howard U,36.98,11,0.29745808545159547
1977,Fort Totten,Shaw-Howard U,40.12,11,0.2741774675972084
1978,Fort Totten,Smithsonian,53.68,24,0.44709388971684055
1979,Fort Totten,Smithsonian,48.97,24,0.4900959771288544
1980,Fort Totten,Stadium-Armory,70.68,33,0.46689303904923596
1981,Fort Totten,Takoma,17.98,3,0.1668520578420467
