name_O,name_D,median_p75,count
RHODE ISLAND AVE-BRENTWOOD,FOGGY BOTTOM-GWU,23.7,195
RHODE ISLAND AVE-BRENTWOOD,FORT TOTTEN,17.641666666666666,8
RHODE ISLAND AVE-BRENTWOOD,GALLERY PL-CHINATOWN,17.8,632
RHODE ISLAND AVE-BRENTWOOD,GEORGIA AVE-PETWORTH,16.6,165
RHODE ISLAND AVE-BRENTWOOD,JUDICIARY SQUARE,16.816666666666666,613
RHODE ISLAND AVE-BRENTWOOD,L'ENFANT PLAZA,20.583333333333332,225
RHODE ISLAND AVE-BRENTWOOD,MCPHERSON SQUARE,19.916666666666668,469
RHODE ISLAND AVE-BRENTWOOD,METRO CENTER,19.5,529
RHODE ISLAND AVE-BRENTWOOD,MINNESOTA AVE,30.516666666666666,13
RHODE ISLAND AVE-BRENTWOOD,MT VERNON SQ 7TH ST-CONVENTION CENTER,16.8,735
RHODE ISLAND AVE-BRENTWOOD,NAVY YARD-BALLPARK,20.783333333333335,139
RHODE ISLAND AVE-BRENTWOOD,NOMA-GALLAUDET,9.266666666666667,1790
RHODE ISLAND AVE-BRENTWOOD,POTOMAC AVE,19.3,145
RHODE ISLAND AVE-BRENTWOOD,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,42.65,3
RHODE ISLAND AVE-BRENTWOOD,ROSSLYN,59.166666666666664,3
RHODE ISLAND AVE-BRENTWOOD,SHAW-HOWARD U,12.35,636
RHODE ISLAND AVE-BRENTWOOD,SMITHSONIAN,21.266666666666666,273
RHODE ISLAND AVE-BRENTWOOD,STADIUM-ARMORY,19.116666666666667,86
RHODE ISLAND AVE-BRENTWOOD,TAKOMA,49.71666666666667,3
RHODE ISLAND AVE-BRENTWOOD,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,14.583333333333334,467
RHODE ISLAND AVE-BRENTWOOD,UNION STATION,11.4,1219
RHODE ISLAND AVE-BRENTWOOD,WATERFRONT,20.616666666666667,157
RHODE ISLAND AVE-BRENTWOOD,WEST HYATTSVILLE,24.416666666666668,9
RHODE ISLAND AVE-BRENTWOOD,WOODLEY PARK-ZOO/ADAMS MORGAN,24.78333333333333,32
ROCKVILLE,TWINBROOK,14.258333333333333,8
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,ANACOSTIA,42.78333333333333,5
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,31.15,127
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,ARLINGTON CEMETERY,35.3,4
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,BALLSTON-MU,29.166666666666668,15
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,BRADDOCK ROAD,22.45,197
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,CAPITOL SOUTH,27.883333333333333,67
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,CLARENDON,31.025,12
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,COLUMBIA HEIGHTS,38.96666666666667,23
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,COURT HOUSE,30.416666666666664,30
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,CRYSTAL CITY,6.133333333333334,1485
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,DUPONT CIRCLE,33.833333333333336,43
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,EASTERN MARKET,29.533333333333335,59
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,EISENHOWER AVENUE,22.5,42
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,FARRAGUT NORTH,32.9,107
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,FARRAGUT WEST,31.7,109
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,FEDERAL CENTER SW,27.15,99
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,FEDERAL TRIANGLE,32.016666666666666,145
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,FOGGY BOTTOM-GWU,34.583333333333336,72
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,GALLERY PL-CHINATOWN,31.916666666666668,99
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,GEORGIA AVE-PETWORTH,39.4,3
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,JUDICIARY SQUARE,30.9,57
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,KING ST-OLD TOWN,23.125,106
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,L'ENFANT PLAZA,30.233333333333334,110
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,MCPHERSON SQUARE,30.9,110
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,METRO CENTER,32.083333333333336,129
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,MT VERNON SQ 7TH ST-CONVENTION CENTER,30.816666666666666,71
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,NAVY YARD-BALLPARK,27.2,63
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,NOMA-GALLAUDET,37.93333333333333,17
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,PENTAGON,7.841666666666667,836
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,PENTAGON CITY,6.683333333333334,1279
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,POTOMAC AVE,32.625,16
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,RHODE ISLAND AVE-BRENTWOOD,37.93333333333333,5
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,ROSSLYN,31.533333333333335,56
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,SHAW-HOWARD U,38.96666666666667,27
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,SMITHSONIAN,30.883333333333333,157
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,STADIUM-ARMORY,33.575,14
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,38.84166666666667,26
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,UNION STATION,35.65833333333333,28
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,VIRGINIA SQUARE-GMU,27.016666666666666,17
RONALD REAGAN WASHINGTON NATIONAL AIRPORT,WATERFRONT,27.141666666666666,98
ROSSLYN,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,31.3,461
ROSSLYN,ARLINGTON CEMETERY,6.091666666666667,102
ROSSLYN,BALLSTON-MU,14.216666666666667,383
ROSSLYN,BETHESDA,55.516666666666666,53
ROSSLYN,BRADDOCK ROAD,47.15833333333333,24
ROSSLYN,BROOKLAND-CUA,45.03333333333333,7
ROSSLYN,CAPITOL SOUTH,36.36666666666667,139
ROSSLYN,CLARENDON,7.316666666666666,1101
ROSSLYN,CLEVELAND PARK,29.05,13
ROSSLYN,COLUMBIA HEIGHTS,24.233333333333334,149
ROSSLYN,COURT HOUSE,5.116666666666666,2127
ROSSLYN,CRYSTAL CITY,31.7,139
ROSSLYN,DUPONT CIRCLE,17.075,942
ROSSLYN,EAST FALLS CHURCH,28.28333333333333,8
ROSSLYN,EASTERN MARKET,37.40833333333333,98
ROSSLYN,EISENHOWER AVENUE,50.858333333333334,6
ROSSLYN,FARRAGUT NORTH,17.9,1072
ROSSLYN,FARRAGUT WEST,17.283333333333335,1126
ROSSLYN,FEDERAL CENTER SW,31.875,258
ROSSLYN,FEDERAL TRIANGLE,29.391666666666666,516
ROSSLYN,FOGGY BOTTOM-GWU,14.966666666666667,1494
ROSSLYN,FRIENDSHIP HEIGHTS,63.03333333333333,7
ROSSLYN,GALLERY PL-CHINATOWN,29.6,458
ROSSLYN,GEORGIA AVE-PETWORTH,25.166666666666668,45
ROSSLYN,JUDICIARY SQUARE,31.266666666666666,256
ROSSLYN,KING ST-OLD TOWN,50.3,13
ROSSLYN,L'ENFANT PLAZA,31.525,324
ROSSLYN,MCPHERSON SQUARE,22.983333333333334,655
ROSSLYN,MEDICAL CENTER,53.38333333333333,7
ROSSLYN,METRO CENTER,27.516666666666666,530
ROSSLYN,MT VERNON SQ 7TH ST-CONVENTION CENTER,26.416666666666668,356
ROSSLYN,NAVY YARD-BALLPARK,35.53333333333333,99
ROSSLYN,NOMA-GALLAUDET,36.775,76
ROSSLYN,PENTAGON,29.5,86
ROSSLYN,PENTAGON CITY,31.133333333333333,129
ROSSLYN,POTOMAC AVE,38.35,31
ROSSLYN,RHODE ISLAND AVE-BRENTWOOD,44.916666666666664,9
ROSSLYN,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,31.966666666666665,91
ROSSLYN,SHAW-HOWARD U,25.55,219
ROSSLYN,SMITHSONIAN,30.858333333333334,432
ROSSLYN,STADIUM-ARMORY,36.016666666666666,38
ROSSLYN,TENLEYTOWN-AU,60.11666666666667,9
ROSSLYN,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,24.15,267
ROSSLYN,UNION STATION,37.55,164
ROSSLYN,VAN NESS-UDC,38.61666666666667,7
ROSSLYN,VIRGINIA SQUARE-GMU,11.533333333333333,638
ROSSLYN,WATERFRONT,31.016666666666666,179
ROSSLYN,WOODLEY PARK-ZOO/ADAMS MORGAN,19.483333333333334,84
Reston Town Center,EAST FALLS CHURCH,79.88333333333334,3
Reston Town Center,WIEHLE-RESTON EAST,7.766666666666667,125
SHADY GROVE,TWINBROOK,109.05,5
SHAW-HOWARD U,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,10.641666666666666,8302
SHAW-HOWARD U,ARLINGTON CEMETERY,44.125,16
SHAW-HOWARD U,BALLSTON-MU,30.8,8
SHAW-HOWARD U,BENNING ROAD,30.6,6
SHAW-HOWARD U,BRADDOCK ROAD,52.5,5
SHAW-HOWARD U,BROOKLAND-CUA,19.608333333333334,98
SHAW-HOWARD U,CAPITOL HEIGHTS,30.191666666666666,4
SHAW-HOWARD U,CAPITOL SOUTH,19.916666666666664,1696
SHAW-HOWARD U,CLARENDON,26.816666666666666,27
SHAW-HOWARD U,CLEVELAND PARK,21.616666666666667,146
SHAW-HOWARD U,COLUMBIA HEIGHTS,8.866666666666667,4474
SHAW-HOWARD U,COURT HOUSE,28.258333333333333,98
SHAW-HOWARD U,CRYSTAL CITY,37.63333333333333,31
SHAW-HOWARD U,DUPONT CIRCLE,8.533333333333333,15468
SHAW-HOWARD U,EASTERN MARKET,22.783333333333335,959
SHAW-HOWARD U,FARRAGUT NORTH,8.933333333333334,17176
SHAW-HOWARD U,FARRAGUT WEST,9.633333333333333,14662
SHAW-HOWARD U,FEDERAL CENTER SW,18.516666666666666,1689
SHAW-HOWARD U,FEDERAL TRIANGLE,10.183333333333334,7904
SHAW-HOWARD U,FOGGY BOTTOM-GWU,11.833333333333334,7964
SHAW-HOWARD U,FORT TOTTEN,18.6,15
SHAW-HOWARD U,GALLERY PL-CHINATOWN,8.833333333333334,11486
SHAW-HOWARD U,GEORGIA AVE-PETWORTH,10.783333333333333,1914
SHAW-HOWARD U,JUDICIARY SQUARE,10.05,7389
SHAW-HOWARD U,L'ENFANT PLAZA,17.425,2052
SHAW-HOWARD U,MCPHERSON SQUARE,8.7,15296
SHAW-HOWARD U,METRO CENTER,9.016666666666667,11512
SHAW-HOWARD U,MINNESOTA AVE,27.7,3
SHAW-HOWARD U,MT VERNON SQ 7TH ST-CONVENTION CENTER,7.366666666666666,15997
SHAW-HOWARD U,NAVY YARD-BALLPARK,23.108333333333334,760
SHAW-HOWARD U,NOMA-GALLAUDET,10.85,4801
SHAW-HOWARD U,PENTAGON,39.61666666666667,17
SHAW-HOWARD U,PENTAGON CITY,38.825,28
SHAW-HOWARD U,POTOMAC AVE,23.608333333333334,328
SHAW-HOWARD U,RHODE ISLAND AVE-BRENTWOOD,14.033333333333333,518
SHAW-HOWARD U,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,37.63333333333333,27
SHAW-HOWARD U,ROSSLYN,25.5,238
SHAW-HOWARD U,SILVER SPRING,38.00833333333333,26
SHAW-HOWARD U,SMITHSONIAN,12.816666666666666,4016
SHAW-HOWARD U,STADIUM-ARMORY,23.866666666666667,163
SHAW-HOWARD U,TAKOMA,31.35,11
SHAW-HOWARD U,TENLEYTOWN-AU,27.94166666666667,12
SHAW-HOWARD U,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,6.15,12690
SHAW-HOWARD U,UNION STATION,12.266666666666667,4809
SHAW-HOWARD U,VAN NESS-UDC,24.016666666666666,27
SHAW-HOWARD U,VIRGINIA SQUARE-GMU,30.8,18
SHAW-HOWARD U,WATERFRONT,20.333333333333332,1158
SHAW-HOWARD U,WOODLEY PARK-ZOO/ADAMS MORGAN,11.416666666666666,1139
SILVER SPRING,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,53.666666666666664,5
SILVER SPRING,BETHESDA,25.05,4
SILVER SPRING,CAPITOL SOUTH,79.08333333333333,3
SILVER SPRING,CLEVELAND PARK,53.583333333333336,3
SILVER SPRING,COLUMBIA HEIGHTS,28.55,41
SILVER SPRING,DUPONT CIRCLE,38.65833333333333,30
SILVER SPRING,FARRAGUT NORTH,38.65833333333333,26
SILVER SPRING,FARRAGUT WEST,37.858333333333334,26
SILVER SPRING,FEDERAL TRIANGLE,43.266666666666666,7
SILVER SPRING,FOGGY BOTTOM-GWU,53.4,16
SILVER SPRING,FORT TOTTEN,23.083333333333332,11
SILVER SPRING,FRIENDSHIP HEIGHTS,17.266666666666666,11
SILVER SPRING,GALLERY PL-CHINATOWN,38.95,11
SILVER SPRING,GEORGIA AVE-PETWORTH,25.483333333333334,24
SILVER SPRING,JUDICIARY SQUARE,48.46666666666667,4
SILVER SPRING,MCPHERSON SQUARE,38.65833333333333,18
SILVER SPRING,METRO CENTER,38.233333333333334,13
SILVER SPRING,MT VERNON SQ 7TH ST-CONVENTION CENTER,38.95,23
SILVER SPRING,SHAW-HOWARD U,36.358333333333334,20
SILVER SPRING,TAKOMA,8.133333333333333,145
SILVER SPRING,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,29.233333333333334,41
SILVER SPRING,UNION STATION,63.483333333333334,3
SILVER SPRING,WEST HYATTSVILLE,39.85,3
SILVER SPRING,WHEATON,33.80833333333334,6
SILVER SPRING,WOODLEY PARK-ZOO/ADAMS MORGAN,52.91666666666667,12
SMITHSONIAN,ANACOSTIA,26.083333333333336,20
SMITHSONIAN,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,15.083333333333334,14087
SMITHSONIAN,ARLINGTON CEMETERY,41.43333333333333,153
SMITHSONIAN,BALLSTON-MU,37.21666666666667,12
SMITHSONIAN,BETHESDA,97.68333333333334,6
SMITHSONIAN,BRADDOCK ROAD,42.75,51
SMITHSONIAN,BROOKLAND-CUA,29.075000000000003,52
SMITHSONIAN,CAPITOL SOUTH,15.4,6900
SMITHSONIAN,CLARENDON,35.43333333333334,44
SMITHSONIAN,CLEVELAND PARK,44.05,31
SMITHSONIAN,COLUMBIA HEIGHTS,21.383333333333333,820
SMITHSONIAN,CONGRESS HEIGHTS,29.325,4
SMITHSONIAN,COURT HOUSE,38.81666666666667,307
SMITHSONIAN,CRYSTAL CITY,34.86666666666666,242
SMITHSONIAN,DUPONT CIRCLE,18.633333333333333,4686
SMITHSONIAN,EAST FALLS CHURCH,100.94166666666666,4
SMITHSONIAN,EASTERN MARKET,16.75,3967
SMITHSONIAN,EISENHOWER AVENUE,79.3,6
SMITHSONIAN,FARRAGUT NORTH,16.783333333333335,8311
SMITHSONIAN,FARRAGUT WEST,17.7,8364
SMITHSONIAN,FEDERAL CENTER SW,13.066666666666666,9646
SMITHSONIAN,FEDERAL TRIANGLE,16.016666666666666,12152
SMITHSONIAN,FOGGY BOTTOM-GWU,24.116666666666667,5894
SMITHSONIAN,FORT TOTTEN,30.90833333333333,10
SMITHSONIAN,FRIENDSHIP HEIGHTS,57.06666666666666,6
SMITHSONIAN,GALLERY PL-CHINATOWN,14.366666666666667,11609
SMITHSONIAN,GEORGIA AVE-PETWORTH,22.2,320
SMITHSONIAN,JUDICIARY SQUARE,13.566666666666666,9178
SMITHSONIAN,KING ST-OLD TOWN,65.9,10
SMITHSONIAN,L'ENFANT PLAZA,13.966666666666667,10445
SMITHSONIAN,MCPHERSON SQUARE,15.016666666666667,9649
SMITHSONIAN,METRO CENTER,14.791666666666668,11232
SMITHSONIAN,MT VERNON SQ 7TH ST-CONVENTION CENTER,12.75,8287
SMITHSONIAN,NAVY YARD-BALLPARK,12.55,4401
SMITHSONIAN,NOMA-GALLAUDET,14.95,3274
SMITHSONIAN,PENTAGON,31.816666666666666,106
SMITHSONIAN,PENTAGON CITY,33.083333333333336,189
SMITHSONIAN,POTOMAC AVE,19.266666666666666,985
SMITHSONIAN,RHODE ISLAND AVE-BRENTWOOD,22.6,223
SMITHSONIAN,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,35.166666666666664,163
SMITHSONIAN,ROSSLYN,36.61666666666667,494
SMITHSONIAN,SHAW-HOWARD U,14.6,2980
SMITHSONIAN,SILVER SPRING,40.5,4
SMITHSONIAN,STADIUM-ARMORY,19.575,488
SMITHSONIAN,TAKOMA,49.59166666666667,8
SMITHSONIAN,TENLEYTOWN-AU,39.1,5
SMITHSONIAN,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,15.675,2790
SMITHSONIAN,UNION STATION,14.733333333333333,6881
SMITHSONIAN,VAN NESS-UDC,41.15,13
SMITHSONIAN,VIRGINIA SQUARE-GMU,36.266666666666666,13
SMITHSONIAN,WATERFRONT,11.95,6997
SMITHSONIAN,WOODLEY PARK-ZOO/ADAMS MORGAN,23.75,312
SOUTHERN AVENUE,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,30.166666666666668,4
SOUTHERN AVENUE,CONGRESS HEIGHTS,5.216666666666667,53
SOUTHERN AVENUE,GALLERY PL-CHINATOWN,30.166666666666668,4
SOUTHERN AVENUE,JUDICIARY SQUARE,34.1,5
SOUTHERN AVENUE,MT VERNON SQ 7TH ST-CONVENTION CENTER,30.166666666666668,4
SOUTHERN AVENUE,NOMA-GALLAUDET,36.94166666666666,6
SOUTHERN AVENUE,UNION STATION,36.94166666666666,6
SPRING HILL,GREENSBORO,9.783333333333333,39
SPRING HILL,MCLEAN,13.333333333333334,7
SPRING HILL,TYSONS CORNER,10.175,28
STADIUM-ARMORY,ANACOSTIA,20.216666666666665,13
STADIUM-ARMORY,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,16.85,886
STADIUM-ARMORY,BENNING ROAD,16.2,7
STADIUM-ARMORY,BROOKLAND-CUA,26.8,7
STADIUM-ARMORY,CAPITOL SOUTH,8.0,2537
STADIUM-ARMORY,COLUMBIA HEIGHTS,35.4,29
STADIUM-ARMORY,COURT HOUSE,38.641666666666666,6
STADIUM-ARMORY,CRYSTAL CITY,30.3,18
STADIUM-ARMORY,DEANWOOD,30.575,4
STADIUM-ARMORY,DUPONT CIRCLE,24.90833333333333,210
STADIUM-ARMORY,EASTERN MARKET,6.716666666666667,3366
STADIUM-ARMORY,FARRAGUT NORTH,23.333333333333332,417
STADIUM-ARMORY,FARRAGUT WEST,23.25,377
STADIUM-ARMORY,FEDERAL CENTER SW,13.508333333333333,778
STADIUM-ARMORY,FEDERAL TRIANGLE,19.716666666666665,567
STADIUM-ARMORY,FOGGY BOTTOM-GWU,24.725,248
STADIUM-ARMORY,GALLERY PL-CHINATOWN,17.5,751
STADIUM-ARMORY,GEORGIA AVE-PETWORTH,38.15,12
STADIUM-ARMORY,JUDICIARY SQUARE,13.283333333333333,1099
STADIUM-ARMORY,L'ENFANT PLAZA,16.958333333333332,582
STADIUM-ARMORY,MCPHERSON SQUARE,21.216666666666665,475
STADIUM-ARMORY,METRO CENTER,19.55,575
STADIUM-ARMORY,MINNESOTA AVE,32.266666666666666,5
STADIUM-ARMORY,MT VERNON SQ 7TH ST-CONVENTION CENTER,18.491666666666667,478
STADIUM-ARMORY,NAVY YARD-BALLPARK,10.583333333333334,1253
STADIUM-ARMORY,NOMA-GALLAUDET,11.583333333333334,1025
STADIUM-ARMORY,POTOMAC AVE,4.966666666666667,2309
STADIUM-ARMORY,RHODE ISLAND AVE-BRENTWOOD,18.325,92
STADIUM-ARMORY,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,30.233333333333334,17
STADIUM-ARMORY,ROSSLYN,38.1,37
STADIUM-ARMORY,SHAW-HOWARD U,21.891666666666666,142
STADIUM-ARMORY,SMITHSONIAN,19.075,578
STADIUM-ARMORY,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,23.85,161
STADIUM-ARMORY,UNION STATION,10.8,1786
STADIUM-ARMORY,WATERFRONT,13.8,740
STADIUM-ARMORY,WOODLEY PARK-ZOO/ADAMS MORGAN,33.05,7
TAKOMA,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,46.28333333333333,18
TAKOMA,BROOKLAND-CUA,37.81666666666667,7
TAKOMA,COLUMBIA HEIGHTS,22.733333333333334,38
TAKOMA,DUPONT CIRCLE,28.9,50
TAKOMA,FARRAGUT NORTH,33.19166666666666,56
TAKOMA,FARRAGUT WEST,33.233333333333334,52
TAKOMA,FEDERAL TRIANGLE,43.78333333333333,24
TAKOMA,FOGGY BOTTOM-GWU,35.45833333333333,28
TAKOMA,FORT TOTTEN,12.600000000000001,4
TAKOMA,GALLERY PL-CHINATOWN,42.96666666666667,26
TAKOMA,GEORGIA AVE-PETWORTH,19.0,31
TAKOMA,JUDICIARY SQUARE,44.36666666666667,19
TAKOMA,L'ENFANT PLAZA,46.40833333333333,14
TAKOMA,MCPHERSON SQUARE,33.6,62
TAKOMA,METRO CENTER,35.45,39
TAKOMA,MT VERNON SQ 7TH ST-CONVENTION CENTER,29.4,57
TAKOMA,NOMA-GALLAUDET,39.016666666666666,11
TAKOMA,RHODE ISLAND AVE-BRENTWOOD,25.1,4
TAKOMA,SHAW-HOWARD U,28.016666666666666,31
TAKOMA,SILVER SPRING,9.95,77
TAKOMA,SMITHSONIAN,46.40833333333333,14
TAKOMA,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,27.441666666666666,32
TAKOMA,UNION STATION,41.525,6
TAKOMA,WOODLEY PARK-ZOO/ADAMS MORGAN,30.083333333333332,9
TENLEYTOWN-AU,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,32.80833333333334,30
TENLEYTOWN-AU,BETHESDA,17.433333333333334,42
TENLEYTOWN-AU,CAPITOL SOUTH,33.8,5
TENLEYTOWN-AU,CLEVELAND PARK,7.733333333333333,318
TENLEYTOWN-AU,COLUMBIA HEIGHTS,18.71666666666667,74
TENLEYTOWN-AU,COURT HOUSE,33.05,4
TENLEYTOWN-AU,CRYSTAL CITY,40.85,3
TENLEYTOWN-AU,DUPONT CIRCLE,22.725,154
TENLEYTOWN-AU,EASTERN MARKET,40.375,4
TENLEYTOWN-AU,FARRAGUT NORTH,24.883333333333333,127
TENLEYTOWN-AU,FARRAGUT WEST,24.775,108
TENLEYTOWN-AU,FEDERAL CENTER SW,31.391666666666666,14
TENLEYTOWN-AU,FEDERAL TRIANGLE,31.866666666666667,29
TENLEYTOWN-AU,FOGGY BOTTOM-GWU,24.083333333333332,91
TENLEYTOWN-AU,FRIENDSHIP HEIGHTS,6.191666666666666,200
TENLEYTOWN-AU,GALLERY PL-CHINATOWN,33.358333333333334,30
TENLEYTOWN-AU,GEORGIA AVE-PETWORTH,17.916666666666664,48
TENLEYTOWN-AU,JUDICIARY SQUARE,31.741666666666667,14
TENLEYTOWN-AU,L'ENFANT PLAZA,31.03333333333333,16
TENLEYTOWN-AU,MCPHERSON SQUARE,28.083333333333332,62
TENLEYTOWN-AU,MEDICAL CENTER,28.291666666666664,6
TENLEYTOWN-AU,METRO CENTER,31.15,35
TENLEYTOWN-AU,MT VERNON SQ 7TH ST-CONVENTION CENTER,30.858333333333334,44
TENLEYTOWN-AU,NAVY YARD-BALLPARK,65.83333333333333,3
TENLEYTOWN-AU,NOMA-GALLAUDET,43.675,12
TENLEYTOWN-AU,PENTAGON CITY,40.85,3
TENLEYTOWN-AU,ROSSLYN,41.49166666666667,12
TENLEYTOWN-AU,SHAW-HOWARD U,26.733333333333334,43
TENLEYTOWN-AU,SMITHSONIAN,31.508333333333333,24
TENLEYTOWN-AU,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,24.683333333333334,66
TENLEYTOWN-AU,UNION STATION,44.50833333333333,12
TENLEYTOWN-AU,VAN NESS-UDC,6.033333333333333,256
TENLEYTOWN-AU,WATERFRONT,50.06666666666666,8
TENLEYTOWN-AU,WOODLEY PARK-ZOO/ADAMS MORGAN,16.108333333333334,114
TWINBROOK,FRIENDSHIP HEIGHTS,57.96666666666667,3
TWINBROOK,ROCKVILLE,21.525,18
TWINBROOK,WHITE FLINT,15.658333333333333,8
TYSONS CORNER,BALLSTON-MU,53.483333333333334,16
TYSONS CORNER,GREENSBORO,4.516666666666667,244
TYSONS CORNER,MCLEAN,5.416666666666667,33
TYSONS CORNER,SPRING HILL,10.75,26
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,12.008333333333333,7374
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,ARLINGTON CEMETERY,41.3,13
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,BALLSTON-MU,30.8,12
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,BENNING ROAD,31.866666666666667,5
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,BRADDOCK ROAD,52.5,5
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,BROOKLAND-CUA,20.066666666666666,107
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,CAPITOL HEIGHTS,30.3,3
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,CAPITOL SOUTH,22.7,1423
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,CLARENDON,25.783333333333335,43
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,CLEVELAND PARK,19.233333333333334,163
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,COLUMBIA HEIGHTS,7.833333333333333,5834
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,COURT HOUSE,26.133333333333333,129
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,CRYSTAL CITY,37.233333333333334,36
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,DEANWOOD,58.96666666666667,3
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,DUPONT CIRCLE,7.483333333333333,18870
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,EASTERN MARKET,25.466666666666665,822
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,FARRAGUT NORTH,8.216666666666667,20396
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,FARRAGUT WEST,8.85,17685
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,FEDERAL CENTER SW,21.283333333333335,1507
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,FEDERAL TRIANGLE,10.9,7601
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,FOGGY BOTTOM-GWU,10.6,10030
U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,FORT TOTTEN,18.008333333333333,16
