name_O,name_D,median_p5,count
BROOKLAND-CUA,CAPITOL SOUTH,30.533333333333335,15
BROOKLAND-CUA,COLUMBIA HEIGHTS,16.1,24
BROOKLAND-CUA,DUPONT CIRCLE,26.675,12
BROOKLAND-CUA,EASTERN MARKET,25.316666666666666,15
BROOKLAND-CUA,FARRAGUT NORTH,28.45,11
BROOKLAND-CUA,FARRAGUT WEST,29.225,10
BROOKLAND-CUA,FEDERAL CENTER SW,26.291666666666668,12
BROOKLAND-CUA,FEDERAL TRIANGLE,43.25,11
BROOKLAND-CUA,FORT TOTTEN,14.45,8
BROOKLAND-CUA,GALLERY PL-CHINATOWN,22.75,27
BROOKLAND-CUA,GEORGIA AVE-PETWORTH,14.716666666666667,16
BROOKLAND-CUA,JUDICIARY SQUARE,23.033333333333335,41
BROOKLAND-CUA,L'ENFANT PLAZA,29.05,27
BROOKLAND-CUA,MCPHERSON SQUARE,25.916666666666668,19
BROOKLAND-CUA,METRO CENTER,23.566666666666666,28
BROOKLAND-CUA,MT VERNON SQ 7TH ST-CONVENTION CENTER,22.275,22
BROOKLAND-CUA,NAVY YARD-BALLPARK,23.21666666666667,42
BROOKLAND-CUA,NOMA-GALLAUDET,13.766666666666667,127
BROOKLAND-CUA,RHODE ISLAND AVE-BRENTWOOD,6.300000000000001,68
BROOKLAND-CUA,SHAW-HOWARD U,18.4,29
BROOKLAND-CUA,SMITHSONIAN,37.71666666666667,15
BROOKLAND-CUA,TAKOMA,29.15,3
BROOKLAND-CUA,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,19.3,45
BROOKLAND-CUA,UNION STATION,17.483333333333334,43
BROOKLAND-CUA,WATERFRONT,29.05,9
CAPITOL HEIGHTS,MINNESOTA AVE,16.666666666666668,3
CAPITOL SOUTH,ANACOSTIA,16.8,8
CAPITOL SOUTH,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,14.333333333333332,804
CAPITOL SOUTH,BROOKLAND-CUA,26.391666666666666,18
CAPITOL SOUTH,COLUMBIA HEIGHTS,39.016666666666666,22
CAPITOL SOUTH,CRYSTAL CITY,26.741666666666667,18
CAPITOL SOUTH,DUPONT CIRCLE,31.35,143
CAPITOL SOUTH,EASTERN MARKET,6.15,1133
CAPITOL SOUTH,FARRAGUT NORTH,24.016666666666666,276
CAPITOL SOUTH,FARRAGUT WEST,24.21666666666667,354
CAPITOL SOUTH,FEDERAL CENTER SW,8.533333333333333,615
CAPITOL SOUTH,FEDERAL TRIANGLE,18.95,713
CAPITOL SOUTH,FOGGY BOTTOM-GWU,28.5,218
CAPITOL SOUTH,GALLERY PL-CHINATOWN,15.366666666666667,855
CAPITOL SOUTH,GEORGIA AVE-PETWORTH,36.71666666666667,8
CAPITOL SOUTH,JUDICIARY SQUARE,13.025,786
CAPITOL SOUTH,L'ENFANT PLAZA,10.15,1043
CAPITOL SOUTH,MCPHERSON SQUARE,20.116666666666667,610
CAPITOL SOUTH,METRO CENTER,18.25,790
CAPITOL SOUTH,MT VERNON SQ 7TH ST-CONVENTION CENTER,17.15833333333333,186
CAPITOL SOUTH,NAVY YARD-BALLPARK,5.275,1272
CAPITOL SOUTH,NOMA-GALLAUDET,12.658333333333333,648
CAPITOL SOUTH,PENTAGON CITY,48.725,10
CAPITOL SOUTH,POTOMAC AVE,8.383333333333333,343
CAPITOL SOUTH,RHODE ISLAND AVE-BRENTWOOD,19.516666666666666,33
CAPITOL SOUTH,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,23.066666666666666,8
CAPITOL SOUTH,ROSSLYN,49.69166666666666,28
CAPITOL SOUTH,SHAW-HOWARD U,20.516666666666666,94
CAPITOL SOUTH,SMITHSONIAN,19.46666666666667,704
CAPITOL SOUTH,STADIUM-ARMORY,10.483333333333334,148
CAPITOL SOUTH,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,23.59166666666667,114
CAPITOL SOUTH,UNION STATION,9.8,881
CAPITOL SOUTH,WATERFRONT,9.266666666666667,571
CAPITOL SOUTH,WOODLEY PARK-ZOO/ADAMS MORGAN,38.28333333333333,7
CLARENDON,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,64.76666666666667,12
CLARENDON,BALLSTON-MU,8.108333333333334,402
CLARENDON,COURT HOUSE,5.1,485
CLARENDON,CRYSTAL CITY,32.11666666666667,13
CLARENDON,DUPONT CIRCLE,24.066666666666666,11
CLARENDON,EAST FALLS CHURCH,30.3,3
CLARENDON,FARRAGUT NORTH,25.033333333333335,19
CLARENDON,FARRAGUT WEST,22.133333333333333,19
CLARENDON,FEDERAL CENTER SW,226.88333333333333,3
CLARENDON,FEDERAL TRIANGLE,54.733333333333334,16
CLARENDON,FOGGY BOTTOM-GWU,19.583333333333332,33
CLARENDON,GALLERY PL-CHINATOWN,46.583333333333336,17
CLARENDON,L'ENFANT PLAZA,28.533333333333335,5
CLARENDON,MCPHERSON SQUARE,25.666666666666668,19
CLARENDON,METRO CENTER,42.04166666666667,22
CLARENDON,MT VERNON SQ 7TH ST-CONVENTION CENTER,33.43333333333333,7
CLARENDON,NAVY YARD-BALLPARK,41.141666666666666,16
CLARENDON,NOMA-GALLAUDET,35.38333333333333,3
CLARENDON,PENTAGON,27.966666666666665,3
CLARENDON,PENTAGON CITY,20.383333333333333,20
CLARENDON,ROSSLYN,8.683333333333334,407
CLARENDON,SMITHSONIAN,52.21666666666667,17
CLARENDON,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,27.266666666666666,12
CLARENDON,UNION STATION,46.333333333333336,3
CLARENDON,VIRGINIA SQUARE-GMU,5.9,350
CLEVELAND PARK,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,36.03333333333333,25
CLEVELAND PARK,BETHESDA,35.11666666666667,4
CLEVELAND PARK,CAPITOL SOUTH,41.88333333333334,4
CLEVELAND PARK,COLUMBIA HEIGHTS,12.516666666666666,44
CLEVELAND PARK,COURT HOUSE,35.4,4
CLEVELAND PARK,DUPONT CIRCLE,13.1,234
CLEVELAND PARK,EASTERN MARKET,40.400000000000006,4
CLEVELAND PARK,FARRAGUT NORTH,15.608333333333334,152
CLEVELAND PARK,FARRAGUT WEST,16.266666666666666,139
CLEVELAND PARK,FEDERAL CENTER SW,31.883333333333333,4
CLEVELAND PARK,FEDERAL TRIANGLE,44.46666666666667,25
CLEVELAND PARK,FOGGY BOTTOM-GWU,15.75,114
CLEVELAND PARK,FORT TOTTEN,27.55,3
CLEVELAND PARK,FRIENDSHIP HEIGHTS,16.633333333333333,9
CLEVELAND PARK,GALLERY PL-CHINATOWN,31.741666666666667,30
CLEVELAND PARK,GEORGIA AVE-PETWORTH,18.066666666666666,11
CLEVELAND PARK,JUDICIARY SQUARE,30.433333333333334,12
CLEVELAND PARK,L'ENFANT PLAZA,31.516666666666666,7
CLEVELAND PARK,MCPHERSON SQUARE,16.9,79
CLEVELAND PARK,METRO CENTER,27.583333333333332,40
CLEVELAND PARK,MT VERNON SQ 7TH ST-CONVENTION CENTER,21.25,19
CLEVELAND PARK,NAVY YARD-BALLPARK,40.45,6
CLEVELAND PARK,ROSSLYN,30.025,6
CLEVELAND PARK,SHAW-HOWARD U,17.616666666666667,33
CLEVELAND PARK,SMITHSONIAN,42.20833333333333,14
CLEVELAND PARK,TENLEYTOWN-AU,12.149999999999999,16
CLEVELAND PARK,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,17.71666666666667,40
CLEVELAND PARK,UNION STATION,30.383333333333333,10
CLEVELAND PARK,VAN NESS-UDC,6.0,88
CLEVELAND PARK,WOODLEY PARK-ZOO/ADAMS MORGAN,5.733333333333333,201
COLUMBIA HEIGHTS,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,18.608333333333334,288
COLUMBIA HEIGHTS,BALLSTON-MU,37.1,13
COLUMBIA HEIGHTS,BROOKLAND-CUA,18.05,27
COLUMBIA HEIGHTS,CAPITOL SOUTH,36.06666666666666,30
COLUMBIA HEIGHTS,CLARENDON,46.6,3
COLUMBIA HEIGHTS,CLEVELAND PARK,13.541666666666668,58
COLUMBIA HEIGHTS,COURT HOUSE,27.95,10
COLUMBIA HEIGHTS,CRYSTAL CITY,36.05833333333333,12
COLUMBIA HEIGHTS,DUPONT CIRCLE,12.383333333333333,1502
COLUMBIA HEIGHTS,EASTERN MARKET,37.06666666666667,39
COLUMBIA HEIGHTS,FARRAGUT NORTH,14.15,1285
COLUMBIA HEIGHTS,FARRAGUT WEST,15.133333333333333,1155
COLUMBIA HEIGHTS,FEDERAL CENTER SW,27.1,81
COLUMBIA HEIGHTS,FEDERAL TRIANGLE,17.85,328
COLUMBIA HEIGHTS,FOGGY BOTTOM-GWU,16.0,815
COLUMBIA HEIGHTS,FORT TOTTEN,18.200000000000003,8
COLUMBIA HEIGHTS,GALLERY PL-CHINATOWN,16.916666666666664,702
COLUMBIA HEIGHTS,GEORGIA AVE-PETWORTH,5.483333333333333,569
COLUMBIA HEIGHTS,JUDICIARY SQUARE,18.833333333333332,355
COLUMBIA HEIGHTS,L'ENFANT PLAZA,25.866666666666667,140
COLUMBIA HEIGHTS,MCPHERSON SQUARE,14.5,1135
COLUMBIA HEIGHTS,METRO CENTER,15.55,906
COLUMBIA HEIGHTS,MT VERNON SQ 7TH ST-CONVENTION CENTER,14.666666666666666,540
COLUMBIA HEIGHTS,NAVY YARD-BALLPARK,34.125,50
COLUMBIA HEIGHTS,NOMA-GALLAUDET,20.016666666666666,260
COLUMBIA HEIGHTS,POTOMAC AVE,42.80833333333334,8
COLUMBIA HEIGHTS,RHODE ISLAND AVE-BRENTWOOD,20.375,54
COLUMBIA HEIGHTS,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,44.43333333333333,3
COLUMBIA HEIGHTS,ROSSLYN,23.475,48
COLUMBIA HEIGHTS,SHAW-HOWARD U,9.241666666666667,704
COLUMBIA HEIGHTS,SILVER SPRING,28.95,15
COLUMBIA HEIGHTS,SMITHSONIAN,27.016666666666666,159
COLUMBIA HEIGHTS,STADIUM-ARMORY,31.6,5
COLUMBIA HEIGHTS,TAKOMA,27.95,13
COLUMBIA HEIGHTS,TENLEYTOWN-AU,17.366666666666667,26
COLUMBIA HEIGHTS,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,7.166666666666667,1892
COLUMBIA HEIGHTS,UNION STATION,21.566666666666666,208
COLUMBIA HEIGHTS,VAN NESS-UDC,13.541666666666668,58
COLUMBIA HEIGHTS,VIRGINIA SQUARE-GMU,33.41666666666667,4
COLUMBIA HEIGHTS,WATERFRONT,27.366666666666667,27
COLUMBIA HEIGHTS,WEST HYATTSVILLE,40.53333333333333,8
COLUMBIA HEIGHTS,WOODLEY PARK-ZOO/ADAMS MORGAN,8.616666666666667,233
CONGRESS HEIGHTS,SOUTHERN AVENUE,11.25,3
COURT HOUSE,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,34.425,48
COURT HOUSE,BALLSTON-MU,11.4,363
COURT HOUSE,BETHESDA,80.85,3
COURT HOUSE,CAPITOL SOUTH,34.31666666666667,13
COURT HOUSE,CLARENDON,4.966666666666667,485
COURT HOUSE,COLUMBIA HEIGHTS,22.741666666666667,8
COURT HOUSE,CRYSTAL CITY,29.9,20
COURT HOUSE,DUPONT CIRCLE,17.566666666666666,104
COURT HOUSE,FARRAGUT NORTH,18.683333333333334,126
COURT HOUSE,FARRAGUT WEST,18.3,159
COURT HOUSE,FEDERAL CENTER SW,23.416666666666668,25
COURT HOUSE,FEDERAL TRIANGLE,29.783333333333335,59
COURT HOUSE,FOGGY BOTTOM-GWU,17.65833333333333,204
COURT HOUSE,GALLERY PL-CHINATOWN,30.15,51
COURT HOUSE,JUDICIARY SQUARE,40.03333333333333,26
COURT HOUSE,L'ENFANT PLAZA,24.633333333333333,33
COURT HOUSE,MCPHERSON SQUARE,25.033333333333335,69
COURT HOUSE,METRO CENTER,29.96666666666667,68
COURT HOUSE,MT VERNON SQ 7TH ST-CONVENTION CENTER,29.65,15
COURT HOUSE,NAVY YARD-BALLPARK,38.78333333333333,29
COURT HOUSE,NOMA-GALLAUDET,38.13333333333333,9
COURT HOUSE,PENTAGON CITY,20.5,17
COURT HOUSE,POTOMAC AVE,41.9,3
COURT HOUSE,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,28.15,3
COURT HOUSE,ROSSLYN,5.2,936
COURT HOUSE,SHAW-HOWARD U,31.791666666666668,8
COURT HOUSE,SMITHSONIAN,25.733333333333334,65
COURT HOUSE,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,23.95,35
COURT HOUSE,UNION STATION,37.45,13
COURT HOUSE,VAN NESS-UDC,38.65833333333333,4
COURT HOUSE,VIRGINIA SQUARE-GMU,10.366666666666667,315
COURT HOUSE,WOODLEY PARK-ZOO/ADAMS MORGAN,35.333333333333336,3
CRYSTAL CITY,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,30.725,22
CRYSTAL CITY,BALLSTON-MU,26.583333333333336,4
CRYSTAL CITY,BRADDOCK ROAD,22.858333333333334,24
CRYSTAL CITY,CAPITOL SOUTH,34.483333333333334,21
CRYSTAL CITY,CLARENDON,26.025,6
CRYSTAL CITY,COLUMBIA HEIGHTS,36.80833333333334,6
CRYSTAL CITY,COURT HOUSE,30.266666666666666,10
CRYSTAL CITY,DUPONT CIRCLE,34.46666666666667,13
CRYSTAL CITY,EASTERN MARKET,37.075,10
CRYSTAL CITY,FARRAGUT NORTH,29.8,27
CRYSTAL CITY,FARRAGUT WEST,29.65,31
CRYSTAL CITY,FEDERAL CENTER SW,30.883333333333333,15
CRYSTAL CITY,FEDERAL TRIANGLE,34.95833333333333,50
CRYSTAL CITY,FOGGY BOTTOM-GWU,31.7,37
CRYSTAL CITY,GALLERY PL-CHINATOWN,31.916666666666668,39
CRYSTAL CITY,JUDICIARY SQUARE,30.9,15
CRYSTAL CITY,KING ST-OLD TOWN,24.966666666666665,17
CRYSTAL CITY,L'ENFANT PLAZA,31.966666666666665,55
CRYSTAL CITY,MCPHERSON SQUARE,30.858333333333334,52
CRYSTAL CITY,METRO CENTER,30.9,53
CRYSTAL CITY,MT VERNON SQ 7TH ST-CONVENTION CENTER,33.74166666666667,8
CRYSTAL CITY,NAVY YARD-BALLPARK,28.166666666666668,37
CRYSTAL CITY,NOMA-GALLAUDET,48.358333333333334,6
CRYSTAL CITY,PENTAGON,5.125,28
CRYSTAL CITY,PENTAGON CITY,6.85,667
CRYSTAL CITY,POTOMAC AVE,35.06666666666667,5
CRYSTAL CITY,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,6.866666666666666,15
CRYSTAL CITY,ROSSLYN,35.46666666666667,14
CRYSTAL CITY,SMITHSONIAN,41.11666666666667,51
CRYSTAL CITY,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,38.96666666666667,13
CRYSTAL CITY,UNION STATION,34.65,8
CRYSTAL CITY,VIRGINIA SQUARE-GMU,27.016666666666666,5
CRYSTAL CITY,WATERFRONT,24.283333333333335,19
DEANWOOD,MINNESOTA AVE,8.85,18
DUPONT CIRCLE,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,17.45,898
DUPONT CIRCLE,BALLSTON-MU,37.833333333333336,10
DUPONT CIRCLE,BETHESDA,57.99166666666667,6
DUPONT CIRCLE,BROOKLAND-CUA,30.558333333333334,10
DUPONT CIRCLE,CAPITOL SOUTH,29.225,216
DUPONT CIRCLE,CLARENDON,31.766666666666666,8
DUPONT CIRCLE,CLEVELAND PARK,16.833333333333332,125
DUPONT CIRCLE,COLUMBIA HEIGHTS,14.366666666666667,891
DUPONT CIRCLE,COURT HOUSE,21.15833333333333,60
DUPONT CIRCLE,CRYSTAL CITY,41.68333333333333,21
DUPONT CIRCLE,EASTERN MARKET,30.225,190
DUPONT CIRCLE,FARRAGUT NORTH,6.15,3764
DUPONT CIRCLE,FARRAGUT WEST,6.883333333333334,4131
DUPONT CIRCLE,FEDERAL CENTER SW,26.141666666666666,330
DUPONT CIRCLE,FEDERAL TRIANGLE,17.008333333333333,998
DUPONT CIRCLE,FOGGY BOTTOM-GWU,6.866666666666666,4239
DUPONT CIRCLE,FRIENDSHIP HEIGHTS,31.516666666666666,3
DUPONT CIRCLE,GALLERY PL-CHINATOWN,13.916666666666666,2020
DUPONT CIRCLE,GEORGIA AVE-PETWORTH,18.641666666666666,296
DUPONT CIRCLE,JUDICIARY SQUARE,15.7,1186
DUPONT CIRCLE,L'ENFANT PLAZA,25.083333333333332,599
DUPONT CIRCLE,MCPHERSON SQUARE,8.283333333333333,3396
DUPONT CIRCLE,METRO CENTER,12.15,2299
DUPONT CIRCLE,MT VERNON SQ 7TH ST-CONVENTION CENTER,11.65,2027
DUPONT CIRCLE,NAVY YARD-BALLPARK,27.1,263
DUPONT CIRCLE,NOMA-GALLAUDET,19.366666666666667,545
DUPONT CIRCLE,PENTAGON CITY,27.983333333333334,26
DUPONT CIRCLE,POTOMAC AVE,32.833333333333336,17
DUPONT CIRCLE,RHODE ISLAND AVE-BRENTWOOD,23.866666666666667,31
DUPONT CIRCLE,RONALD REAGAN WASHINGTON NATIONAL AIRPORT,26.366666666666667,3
DUPONT CIRCLE,ROSSLYN,17.4,195
DUPONT CIRCLE,SHAW-HOWARD U,10.95,1850
DUPONT CIRCLE,SILVER SPRING,28.758333333333333,6
DUPONT CIRCLE,SMITHSONIAN,23.141666666666666,664
DUPONT CIRCLE,STADIUM-ARMORY,28.183333333333334,23
DUPONT CIRCLE,TENLEYTOWN-AU,29.258333333333333,28
DUPONT CIRCLE,U STREET/AFRICAN-AMER CIVIL WAR MEMORIAL/CARDOZO,9.383333333333333,3113
DUPONT CIRCLE,UNION STATION,18.1,533
DUPONT CIRCLE,VAN NESS-UDC,16.166666666666668,29
DUPONT CIRCLE,VIRGINIA SQUARE-GMU,37.45,9
DUPONT CIRCLE,WATERFRONT,24.183333333333334,237
DUPONT CIRCLE,WOODLEY PARK-ZOO/ADAMS MORGAN,11.916666666666666,208
EAST FALLS CHURCH,BALLSTON-MU,23.333333333333336,12
EAST FALLS CHURCH,DUNN LORING-MERRIFIELD,34.5,3
EASTERN MARKET,ANACOSTIA,17.5,6
EASTERN MARKET,ARCHIVES-NAVY MEMORIAL-PENN QUARTER,14.05,725
EASTERN MARKET,BALLSTON-MU,156.85,3
EASTERN MARKET,BROOKLAND-CUA,26.766666666666666,25
EASTERN MARKET,CAPITOL SOUTH,5.45,1042
EASTERN MARKET,COLUMBIA HEIGHTS,32.06666666666667,21
EASTERN MARKET,CRYSTAL CITY,38.474999999999994,10
EASTERN MARKET,DUPONT CIRCLE,29.933333333333334,116
EASTERN MARKET,FARRAGUT NORTH,22.424999999999997,232
EASTERN MARKET,FARRAGUT WEST,22.533333333333335,277
EASTERN MARKET,FEDERAL CENTER SW,11.683333333333334,483
EASTERN MARKET,FEDERAL TRIANGLE,20.125,386
EASTERN MARKET,FOGGY BOTTOM-GWU,24.308333333333334,150
