,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_transit_minutes,google_transit_bus_minutes,google_transit_heavy_rail_minutes,google_transit_subway_minutes,google_transit_tram_minutes,google_transit_walking_minutes,google_transit_waiting_minutes
0,Addison Road,38.886720000000004,-76.89575,Arlington Cemetery,38.88458,-77.06344,40.25,,,35.0,,4.72,0.53
37,Archives,38.89408,-77.0223,Arlington Cemetery,38.88458,-77.06344,31.3,11.13,,7.0,,6.17,7.0
278,Eisenhower Ave,38.800520000000006,-77.07094000000001,Arlington Cemetery,38.88458,-77.06344,32.52,,,19.0,,4.0,9.52
373,Friendship Heights,38.96041,-77.08568000000001,Arlington Cemetery,38.88458,-77.06344,56.12,35.15,,6.0,,10.08,4.88
383,Gallery Place,38.89837,-77.02218,Arlington Cemetery,38.88458,-77.06344,23.67,,,11.0,,11.87,0.8
405,Greenbelt,39.010850000000005,-76.91152000000001,Arlington Cemetery,38.88458,-77.06344,68.8,14.88,,27.0,,9.82,17.1
417,Greensboro,38.9208,-77.23356000000001,Arlington Cemetery,38.88458,-77.06344,97.73,46.87,,3.0,,22.77,25.1
564,Medical Center,38.9992,-77.09751,Arlington Cemetery,38.88458,-77.06344,90.02,56.75,,6.0,,10.18,17.08
574,Metro Center,38.89831,-77.02811000000001,Arlington Cemetery,38.88458,-77.06344,17.08,,,11.0,,5.28,0.8
621,Navy Yard-Ballpark,38.87661000000001,-77.00556,Arlington Cemetery,38.88458,-77.06344,29.27,,,12.0,,5.17,12.1
741,Rosslyn,38.895970000000005,-77.07173,Arlington Cemetery,38.88458,-77.06344,10.28,,,3.0,,6.47,0.82
960,Wheaton,39.03849,-77.05068,Arlington Cemetery,38.88458,-77.06344,100.38,53.07,,7.0,,15.18,25.13
1,Addison Road,38.886720000000004,-76.89575,Ballston-MU,38.88212,-77.11187000000001,131.58,99.73,,,,4.03,27.82
137,Capitol South,38.88542,-77.006,Ballston-MU,38.88212,-77.11187000000001,71.88,56.08,,,,6.25,9.55
147,Cheverly,38.916160000000005,-76.91657000000001,Ballston-MU,38.88212,-77.11187000000001,147.78,126.17,,,,3.98,17.63
244,Dupont Circle,38.91008,-77.04422000000001,Ballston-MU,38.88212,-77.11187000000001,49.93,33.0,,,,12.08,4.85
265,Eastern Market,38.8842,-76.9959,Ballston-MU,38.88212,-77.11187000000001,72.95,59.0,,,,4.38,9.57
304,Federal Center SW,38.88497,-77.01572,Ballston-MU,38.88212,-77.11187000000001,70.95,53.05,,,,8.28,9.62
542,McLean,38.92461,-77.20898000000001,Ballston-MU,38.88212,-77.11187000000001,30.22,26.0,,,,4.12,0.1
575,Metro Center,38.89831,-77.02816,Ballston-MU,38.882090000000005,-77.11186000000001,47.63,33.85,,,,6.8,6.98
2,Addison Road,38.886720000000004,-76.89575,Clarendon,38.886970000000005,-77.09534000000001,121.78,88.77,,,,5.58,27.43
331,Foggy Bottom-GWU,38.90077,-77.05061,Clarendon,38.886970000000005,-77.09534000000001,29.85,23.0,,,,6.85,0.0
665,Pentagon,38.869260000000004,-77.05415,Clarendon,38.886970000000005,-77.09534000000001,29.8,26.0,,,,3.43,0.37
791,Southern Ave,38.84035,-76.97566,Clarendon,38.886970000000005,-77.09534000000001,97.22,84.03,,,,2.95,10.23
3,Addison Road,38.886720000000004,-76.89575,Cleveland Park,38.93582,-77.05852,111.33,74.53,,,,3.42,33.38
140,Capitol South,38.88542,-77.006,Cleveland Park,38.93582,-77.05852,47.63,38.33,,,,5.02,4.28
216,Crystal City,38.85801,-77.05115,Cleveland Park,38.93582,-77.05852,65.75,47.78,,,,8.23,9.73
266,Eastern Market,38.8842,-76.9959,Cleveland Park,38.93582,-77.05852,48.7,41.25,,,,3.15,4.3
389,Georgia Ave-Petworth,38.937020000000004,-77.02455,Cleveland Park,38.936,-77.05856,38.2,29.5,,,,2.97,5.73
511,Landover,38.9335,-76.89127,Cleveland Park,38.93582,-77.05852,77.25,44.12,,16.0,,3.77,13.37
566,Medical Center,38.9992,-77.09751,Cleveland Park,38.93596,-77.05866,20.25,,,12.0,,5.87,2.38
742,Rosslyn,38.896010000000004,-77.07155,Cleveland Park,38.93582,-77.05852,49.13,37.78,,,,5.73,5.62
763,Shaw-Howard U,38.91386,-77.02205000000001,Cleveland Park,38.936,-77.05856,45.1,31.78,,,,4.55,8.77
931,Waterfront,38.8768,-77.01763000000001,Cleveland Park,38.93582,-77.05852,62.45,44.25,,,,3.23,14.97
982,Wiehle-Reston East,38.94745,-77.33982,Cleveland Park,38.93582,-77.05852,75.05,22.25,,37.0,,7.38,8.42
4,Addison Road,38.886720000000004,-76.89575,Court House,38.890730000000005,-77.0853,118.95,86.73,,,,4.67,27.55
59,Ashburn,39.00468,-77.49094000000001,Court House,38.89072,-77.08527000000001,58.03,,,50.0,,6.93,1.1
110,Branch Ave,38.82714,-76.91250000000001,Court House,38.890730000000005,-77.0853,102.22,73.03,,6.0,,4.83,18.35
245,Dupont Circle,38.91008,-77.04422000000001,Court House,38.890730000000005,-77.0853,41.73,24.2,,,,12.68,4.85
307,Federal Center SW,38.88497,-77.01572,Court House,38.890730000000005,-77.0853,58.32,40.05,,,,8.92,9.35
390,Georgia Ave-Petworth,38.937020000000004,-77.02455,Court House,38.890730000000005,-77.0853,69.87,54.22,,,,3.85,11.8
500,L'Enfant Plaza,38.88542,-77.02207,Court House,38.890730000000005,-77.0853,35.83,15.2,,5.0,,6.78,8.85
553,McPherson Sq,38.901250000000005,-77.03295,Court House,38.89072,-77.08527000000001,19.15,,,9.0,,8.2,1.95
578,Metro Center,38.89831,-77.02816,Court House,38.890730000000005,-77.0853,43.78,33.2,,,,6.82,3.77
682,Potomac Ave,38.880930000000006,-76.98516000000001,Court House,38.890730000000005,-77.0853,62.72,48.87,,,,4.57,9.28
812,Stadium-Armory,38.88662,-76.97718,Court House,38.890730000000005,-77.0853,71.88,48.87,,,,18.73,4.28
5,Addison Road,38.886720000000004,-76.89575,East Falls Church,38.88589,-77.15657,47.35,,,44.0,,2.8,0.55
141,Capitol South,38.88542,-77.006,East Falls Church,38.88589,-77.15643,81.33,60.08,,,,7.1,14.15
201,Court House,38.890730000000005,-77.0853,East Falls Church,38.88589,-77.15643,29.38,18.77,,,,10.58,0.03
320,Federal Triangle,38.893840000000004,-77.02862,East Falls Church,38.88589,-77.15643,70.77,54.4,,,,5.57,10.8
347,Forest Glen,39.015660000000004,-77.04399000000001,East Falls Church,38.88589,-77.15643,122.98,94.7,,,,15.12,13.17
568,Medical Center,38.9992,-77.09751,East Falls Church,38.88589,-77.15643,112.92,80.0,,,,8.77,24.15
579,Metro Center,38.89831,-77.02811000000001,East Falls Church,38.88589,-77.15657,24.18,,,20.0,,3.37,0.82
651,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,East Falls Church,38.88589,-77.15643,92.5,62.23,,,,12.88,17.38
779,Smithsonian,38.88801,-77.02850000000001,East Falls Church,38.88589,-77.15657,28.42,,,23.0,,3.78,1.63
891,Van Dorn Street,38.79959,-77.12949,East Falls Church,38.88589,-77.15643,69.27,53.35,,,,3.83,12.08
961,Wheaton,39.03849,-77.05068,East Falls Church,38.88589,-77.15643,129.88,104.12,,,,8.42,17.35
6,Addison Road,38.886720000000004,-76.89575,Eisenhower Ave,38.80048,-77.07090000000001,108.03,67.97,,,,5.78,34.28
224,Deanwood,38.90834,-76.93491,Eisenhower Ave,38.80048,-77.07090000000001,113.0,86.05,,,,6.65,20.3
369,Franconia-Springfield,38.76637,-77.16892,Eisenhower Ave,38.80048,-77.07090000000001,31.0,9.0,,4.0,,7.3,10.7
409,Greenbelt,39.010850000000005,-76.91152000000001,Eisenhower Ave,38.800520000000006,-77.07094000000001,62.15,,,50.0,,2.67,9.48
754,Shady Grove,39.12021,-77.16486,Eisenhower Ave,38.800520000000006,-77.07094000000001,165.2,110.6,,23.0,,6.97,24.63
842,Twinbrook,39.06223000000001,-77.12056000000001,Eisenhower Ave,38.800520000000006,-77.07094000000001,141.7,86.6,,23.0,,8.78,23.32
905,Van Ness-UDC,38.944370000000006,-77.06372,Eisenhower Ave,38.800520000000006,-77.07094000000001,116.92,86.0,,4.0,,5.38,21.53
914,Vienna,38.877840000000006,-77.27141,Eisenhower Ave,38.80048,-77.07090000000001,88.52,72.0,,,,7.98,8.53
955,West Hyattsville,38.95573,-76.96882000000001,Eisenhower Ave,38.80048,-77.07090000000001,145.27,110.8,,,,6.68,27.78
962,Wheaton,39.03849,-77.05068,Eisenhower Ave,38.800520000000006,-77.07094000000001,116.73,65.78,,23.0,,10.75,17.2
991,Woodley Park,38.92495,-77.05262,Eisenhower Ave,38.800520000000006,-77.07094000000001,107.23,75.77,,4.0,,5.37,22.1
7,Addison Road,38.886720000000004,-76.89575,Federal Triangle,38.893840000000004,-77.02862,42.3,14.52,,12.0,,8.45,7.33
143,Capitol South,38.88542,-77.006,Federal Triangle,38.893840000000004,-77.02862,16.48,8.73,,,,7.75,0.0
218,Crystal City,38.85801,-77.05115,Federal Triangle,38.893840000000004,-77.02862,52.07,36.23,,,,7.72,8.12
232,Dulles Airport,38.95579,-77.44776,Federal Triangle,38.89379,-77.02868000000001,58.82,,,55.0,,2.67,1.15
420,Greensboro,38.9208,-77.23356000000001,Federal Triangle,38.893840000000004,-77.02862,108.43,68.23,,,,23.53,16.67
466,Innovation Center,38.96065,-77.41707000000001,Federal Triangle,38.89379,-77.02868000000001,61.87,,,51.0,,9.72,1.15
555,McPherson Sq,38.901250000000005,-77.03295,Federal Triangle,38.893840000000004,-77.02862,10.95,3.17,,,,7.78,0.0
588,Minnesota Ave,38.89891,-76.94691,Federal Triangle,38.893840000000004,-77.02862,51.38,38.65,,,,7.57,5.17
691,Prince George's Plaza,38.96508,-76.95559,Federal Triangle,38.893840000000004,-77.02862,81.73,66.55,,,,9.03,6.15
831,Takoma,38.975530000000006,-77.01745000000001,Federal Triangle,38.893840000000004,-77.02862,58.83,51.42,,,,7.4,0.02
853,Tysons Corner,38.920230000000004,-77.22232000000001,Federal Triangle,38.893840000000004,-77.02862,102.35,69.55,,,,16.12,16.68
906,Van Ness-UDC,38.944370000000006,-77.06372,Federal Triangle,38.893840000000004,-77.02868000000001,47.05,32.45,,,,10.7,3.9
915,Vienna,38.877840000000006,-77.27141,Federal Triangle,38.893840000000004,-77.02862,96.43,68.97,,,,7.18,20.28
8,Addison Road,38.886720000000004,-76.89575,Friendship Heights,38.96041,-77.08568000000001,123.27,90.77,,,,3.98,28.52
53,Arlington Cemetery,38.88458,-77.06344,Friendship Heights,38.96041,-77.08568000000001,55.95,39.9,,5.0,,4.6,6.45
122,Brookland-CUA,38.933800000000005,-76.99448000000001,Friendship Heights,38.96041,-77.08568000000001,55.87,44.55,,,,5.13,6.18
154,Clarendon,38.886970000000005,-77.09534000000001,Friendship Heights,38.96041,-77.08568000000001,64.33,58.42,,,,2.28,3.63
249,Dupont Circle,38.91008,-77.04422000000001,Friendship Heights,38.96041,-77.08568000000001,32.53,30.43,,,,2.08,0.02
298,Farragut West,38.90142,-77.04127000000001,Friendship Heights,38.96041,-77.08568000000001,43.55,42.68,,,,0.85,0.02
308,Federal Center SW,38.88497,-77.01572,Friendship Heights,38.96041,-77.08568000000001,68.63,56.0,,,,7.88,4.75
595,Morgan Boulevard,38.893660000000004,-76.86847,Friendship Heights,38.96041,-77.08568000000001,113.78,84.77,,5.0,,3.83,20.18
793,Southern Ave,38.84035,-76.97566,Friendship Heights,38.96041,-77.08568000000001,97.53,90.43,,,,2.8,4.3
802,Spring Hill,38.928850000000004,-77.24133,Friendship Heights,38.96041,-77.08568000000001,79.93,36.9,,28.0,,5.15,9.88
838,Tenleytown-AU,38.94814,-77.07966,Friendship Heights,38.96041,-77.08568000000001,6.67,5.43,,,,1.22,0.02
854,Tysons Corner,38.920230000000004,-77.22232000000001,Friendship Heights,38.96041,-77.08568000000001,112.78,84.6,,,,11.07,17.12
907,Van Ness-UDC,38.944370000000006,-77.06372,Friendship Heights,38.960350000000005,-77.08566,9.32,,,5.0,,2.75,1.57
9,Addison Road,38.886720000000004,-76.89575,Gallery Place,38.89837,-77.02218,67.35,50.0,,,,6.67,10.68
348,Forest Glen,39.015660000000004,-77.04399000000001,Gallery Place,38.89837,-77.02218,70.83,53.0,,,,6.12,11.72
360,Fort Totten,38.952270000000006,-77.00237000000001,Gallery Place,38.89837,-77.02218,45.38,35.27,,,,4.57,5.55
524,Largo Town Center,38.90001,-76.84509000000001,Gallery Place,38.89837,-77.02218,65.52,44.0,,7.0,,8.08,6.43
556,McPherson Sq,38.901250000000005,-77.03295,Gallery Place,38.89837,-77.02218,14.77,8.15,,,,6.32,0.3
635,Naylor Road,38.85089,-76.95682000000001,Gallery Place,38.89837,-77.02218,46.43,36.0,,,,10.42,0.02
654,NoMa-Gallaudet U,38.90661,-77.00331000000001,Gallery Place,38.89837,-77.02218,11.05,,,6.0,,4.1,0.95
756,Shady Grove,39.11999,-77.16476,Gallery Place,38.89837,-77.02218,115.8,89.0,,3.0,,6.25,17.55
893,Van Dorn Street,38.79959,-77.12949,Gallery Place,38.89837,-77.02218,79.47,42.62,,,,7.2,29.65
908,Van Ness-UDC,38.944370000000006,-77.06372,Gallery Place,38.89837,-77.02218,51.05,38.77,,,,8.38,3.9
964,Wheaton,39.03849,-77.05068,Gallery Place,38.89837,-77.02218,84.13,62.53,,,,9.35,12.25
10,Addison Road,38.886720000000004,-76.89575,Herndon,38.95243,-77.38459,126.1,90.32,,,,17.85,17.93
129,Capitol Heights,38.88927,-76.91314000000001,Herndon,38.95243,-77.38459,113.87,84.32,,,,15.28,14.27
239,Dunn Loring,38.88282,-77.22843,Herndon,38.95243,-77.38459,56.05,16.0,,17.0,,11.78,11.27
334,Foggy Bottom-GWU,38.90077,-77.05061,Herndon,38.95243,-77.38459,47.02,,,41.0,,5.68,0.33
361,Fort Totten,38.95228,-77.0023,Herndon,38.95243,-77.38459,122.62,91.67,,,,17.83,13.12
376,Friendship Heights,38.96041,-77.08568000000001,Herndon,38.95243,-77.38459,96.58,44.0,,33.0,,9.27,10.32
468,Innovation Center,38.96065,-77.41707000000001,Herndon,38.95243,-77.38459,14.48,,,3.0,,11.48,0.0
525,Largo Town Center,38.899770000000004,-76.84511,Herndon,38.95243,-77.38459,171.18,109.52,,,,19.98,41.68
546,McLean,38.92461,-77.20898000000001,Herndon,38.95243,-77.38459,26.07,,,19.0,,6.42,0.65
557,McPherson Sq,38.901250000000005,-77.03295,Herndon,38.95243,-77.38459,51.97,,,44.0,,7.12,0.85
591,Minnesota Ave,38.89891,-76.94691,Herndon,38.95243,-77.38459,104.8,70.8,,,,19.83,14.17
598,Morgan Boulevard,38.893660000000004,-76.86848,Herndon,38.95243,-77.38459,167.68,96.32,,,,29.75,41.62
712,Rhode Island Ave,38.92051,-76.99610000000001,Herndon,38.95243,-77.38459,88.02,55.0,,5.0,,15.78,12.23
723,Rockville,39.084410000000005,-77.14691,Herndon,38.95243,-77.38459,168.32,102.0,,16.0,,17.02,33.3
782,Smithsonian,38.88801,-77.02850000000001,Herndon,38.95243,-77.38459,56.78,,,49.0,,6.45,1.33
946,West Falls Church,38.900710000000004,-77.18893000000001,Herndon,38.95243,-77.38459,44.3,13.0,,17.0,,8.47,5.83
11,Addison Road,38.886720000000004,-76.89575,Judiciary Square,38.89647,-77.01717000000001,74.33,50.0,,,,13.43,10.9
130,Capitol Heights,38.88927,-76.91314000000001,Judiciary Square,38.89647,-77.01717000000001,46.87,33.38,,,,13.48,0.0
469,Innovation Center,38.96065,-77.41707000000001,Judiciary Square,38.89647,-77.01717000000001,78.6,11.17,,48.0,,14.63,4.8
506,L'Enfant Plaza,38.8853,-77.02206000000001,Judiciary Square,38.89647,-77.01717000000001,15.77,3.9,,,,11.87,0.0
526,Largo Town Center,38.90001,-76.84509000000001,Judiciary Square,38.89647,-77.01717000000001,55.7,26.18,,15.0,,9.9,4.62
558,McPherson Sq,38.901250000000005,-77.03295,Judiciary Square,38.89647,-77.01717000000001,18.65,5.1,,,,13.53,0.02
783,Smithsonian,38.88801,-77.02850000000001,Judiciary Square,38.89647,-77.01717000000001,15.5,7.0,,,,8.43,0.07
803,Spring Hill,38.928850000000004,-77.24133,Judiciary Square,38.89647,-77.01717000000001,63.38,16.2,,30.0,,7.8,9.38
916,Vienna,38.877840000000006,-77.27141,Judiciary Square,38.89647,-77.01717000000001,102.87,80.72,,,,9.45,12.7
924,Virginia Sq-GMU,38.88298,-77.10312,Judiciary Square,38.89647,-77.01717000000001,66.55,52.9,,,,8.12,5.53
12,Addison Road,38.886720000000004,-76.89575,McPherson Sq,38.901250000000005,-77.03295,46.15,19.88,,12.0,,6.93,7.33
78,Ballston-MU,38.882090000000005,-77.11186000000001,McPherson Sq,38.901250000000005,-77.03295,23.17,,,15.0,,6.37,1.8
188,Columbia Heights,38.928720000000006,-77.03297,McPherson Sq,38.901250000000005,-77.03295,16.7,14.88,,,,1.8,0.02
206,Court House,38.890730000000005,-77.0853,McPherson Sq,38.901250000000005,-77.03295,37.13,24.65,,,,12.48,0.0
336,Foggy Bottom-GWU,38.90077,-77.05061,McPherson Sq,38.901250000000005,-77.03295,13.57,4.48,,,,8.53,0.55
637,Naylor Road,38.85089,-76.95682000000001,McPherson Sq,38.901250000000005,-77.03295,47.28,44.02,,,,3.25,0.02
757,Shady Grove,39.11999,-77.16476,McPherson Sq,38.901250000000005,-77.03295,112.42,91.05,,3.0,,6.38,11.98
765,Shaw-Howard U,38.91386,-77.02205000000001,McPherson Sq,38.901250000000005,-77.03295,18.53,13.77,,,,4.77,0.0
911,Van Ness-UDC,38.944370000000006,-77.06372,McPherson Sq,38.901250000000005,-77.03295,39.75,28.27,,,,7.58,3.9
936,Waterfront,38.8768,-77.01763000000001,McPherson Sq,38.901250000000005,-77.03295,22.62,12.25,,,,10.3,0.07
13,Addison Road,38.886720000000004,-76.89575,Navy Yard-Ballpark,38.87637,-77.00554000000001,64.1,48.77,,,,5.67,9.67
79,Ballston-MU,38.88212,-77.11187000000001,Navy Yard-Ballpark,38.87637,-77.00554000000001,70.27,60.23,,,,4.85,5.18
126,Brookland-CUA,38.933800000000005,-76.99448000000001,Navy Yard-Ballpark,38.87637,-77.00554000000001,60.28,48.83,,,,4.3,7.15
131,Capitol Heights,38.88927,-76.91314000000001,Navy Yard-Ballpark,38.87637,-77.00554000000001,56.27,53.17,,,,3.1,0.0
208,Court House,38.890730000000005,-77.0853,Navy Yard-Ballpark,38.87637,-77.00554000000001,70.33,53.38,,,,3.33,13.62
286,Eisenhower Ave,38.80048,-77.07090000000001,Navy Yard-Ballpark,38.87637,-77.00554000000001,83.8,61.38,,,,11.82,10.6
311,Federal Center SW,38.88497,-77.01572,Navy Yard-Ballpark,38.87637,-77.00554000000001,14.13,8.38,,,,5.75,0.0
583,Metro Center,38.898320000000005,-77.02817,Navy Yard-Ballpark,38.87637,-77.00554000000001,22.52,18.38,,,,4.12,0.02
668,Pentagon,38.869260000000004,-77.05415,Navy Yard-Ballpark,38.87637,-77.00554000000001,25.58,20.23,,,,5.35,0.0
823,Suitland,38.84427,-76.93218,Navy Yard-Ballpark,38.87661000000001,-77.00556,15.37,,,14.0,,1.07,0.3
913,Van Ness-UDC,38.944370000000006,-77.06372,Navy Yard-Ballpark,38.87637,-77.00554000000001,66.62,48.2,,,,5.48,12.93
980,White Flint,39.047290000000004,-77.11246000000001,Navy Yard-Ballpark,38.87637,-77.00554000000001,109.33,89.25,,,,8.62,11.47
14,Addison Road,38.886720000000004,-76.89575,New Carrollton,38.94825,-76.87212000000001,37.25,31.0,,,,5.37,0.88
28,Anacostia,38.86278,-76.99551000000001,New Carrollton,38.94825,-76.87212000000001,62.27,32.0,,11.0,,7.65,11.62
86,Benning Road,38.89045,-76.93757000000001,New Carrollton,38.94825,-76.87212000000001,57.3,42.0,,,,7.98,7.32
261,East Falls Church,38.88589,-77.15643,New Carrollton,38.94825,-76.87212000000001,100.07,67.18,12.0,,,7.73,13.15
325,Federal Triangle,38.893840000000004,-77.02862,New Carrollton,38.94825,-76.87212000000001,86.63,65.65,,,,2.98,18.0
371,Franconia-Springfield,38.766380000000005,-77.16889,New Carrollton,38.94825,-76.87212000000001,180.03,136.87,,,,6.38,36.78
393,Georgia Ave-Petworth,38.93697,-77.02458,New Carrollton,38.94825,-76.87212000000001,75.87,62.48,,,,3.15,10.23
446,Herndon,38.95243,-77.38459,New Carrollton,38.94825,-76.87212000000001,150.42,67.33,,43.0,,18.58,21.5
481,Judiciary Square,38.89647,-77.01717000000001,New Carrollton,38.94825,-76.87212000000001,30.52,,12.0,,,18.52,0.0
527,Largo Town Center,38.899770000000004,-76.84511,New Carrollton,38.94825,-76.87212000000001,25.17,15.0,,,,9.78,0.38
839,Tenleytown-AU,38.94814,-77.07966,New Carrollton,38.94825,-76.87212000000001,93.02,72.72,,,,5.42,14.88
856,Tysons Corner,38.920230000000004,-77.22232000000001,New Carrollton,38.94825,-76.87212000000001,137.37,85.28,12.0,,,15.48,24.6
15,Addison Road,38.886720000000004,-76.89575,Reston Town Center,38.95293,-77.36083,127.48,94.32,,,,15.68,17.48
114,Branch Ave,38.82715,-76.91252,Reston Town Center,38.95293,-77.36083,192.82,142.7,,,,21.77,28.35
150,Cheverly,38.91621000000001,-76.91664,Reston Town Center,38.95293,-77.36083,119.7,70.85,,10.0,,18.9,19.95
395,Georgia Ave-Petworth,38.937020000000004,-77.02455,Reston Town Center,38.95293,-77.36083,119.4,82.0,,,,13.37,24.03
447,Herndon,38.95243,-77.38459,Reston Town Center,38.95293,-77.36083,14.05,5.0,,,,8.6,0.45
949,West Falls Church,38.900710000000004,-77.18893000000001,Reston Town Center,38.95293,-77.36083,40.52,13.0,,14.0,,7.67,5.85
956,West Hyattsville,38.95573,-76.96882000000001,Reston Town Center,38.95293,-77.36083,152.9,97.67,,,,16.07,39.17
971,Wheaton,39.03849,-77.05068,Reston Town Center,38.95293,-77.36083,126.07,53.07,,39.0,,15.13,18.87
16,Addison Road,38.886720000000004,-76.89575,Rockville,39.08437,-77.14697000000001,134.65,109.25,,,,4.95,20.45
272,Eastern Market,38.8842,-76.9959,Rockville,39.08437,-77.14697000000001,119.97,96.87,,,,10.97,12.13
625,Navy Yard-Ballpark,38.87644,-77.00551,Rockville,39.08437,-77.14697000000001,125.2,106.47,,,,6.68,12.05
768,Shaw-Howard U,38.91386,-77.02205000000001,Rockville,39.08437,-77.14697000000001,89.88,76.78,,,,7.3,5.8
899,Van Dorn Street,38.79959,-77.12949,Rockville,39.08437,-77.14697000000001,179.6,120.98,,,,12.6,46.02
987,Wiehle-Reston East,38.94745,-77.33982,Rockville,39.08437,-77.14697000000001,146.32,92.73,,27.0,,11.27,15.32
17,Addison Road,38.886720000000004,-76.89575,Shaw-Howard U,38.91386,-77.02205000000001,79.4,52.0,,,,7.73,19.67
70,Ashburn,39.00468,-77.49094000000001,Shaw-Howard U,38.91386,-77.02205000000001,101.62,27.47,,56.0,,5.87,12.28
380,Friendship Heights,38.96041,-77.08568000000001,Shaw-Howard U,38.91386,-77.02205000000001,47.95,36.28,,,,7.08,4.58
584,Metro Center,38.898320000000005,-77.02817,Shaw-Howard U,38.91386,-77.02205000000001,16.92,8.65,,,,8.27,0.0
602,Morgan Boulevard,38.893660000000004,-76.86847,Shaw-Howard U,38.91386,-77.02205000000001,69.92,46.0,,5.0,,7.58,11.33
661,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,Shaw-Howard U,38.91386,-77.02205000000001,20.07,10.98,,,,9.07,0.02
747,Rosslyn,38.896010000000004,-77.07155,Shaw-Howard U,38.91386,-77.02205000000001,46.1,31.3,,,,11.2,3.6
797,Southern Ave,38.84035,-76.97566,Shaw-Howard U,38.91386,-77.02205000000001,65.8,56.52,,,,3.68,5.6
939,Waterfront,38.8768,-77.01763000000001,Shaw-Howard U,38.91386,-77.02205000000001,34.48,24.52,,,,2.25,7.72
18,Addison Road,38.886720000000004,-76.89575,Silver Spring,38.99392,-77.03144,97.27,74.4,,,,8.48,14.38
116,Branch Ave,38.82715,-76.91252,Silver Spring,38.99392,-77.03144,143.58,112.78,,,,9.73,21.07
157,Clarendon,38.886970000000005,-77.09534000000001,Silver Spring,38.99392,-77.03144,83.32,69.22,,,,8.63,5.47
314,Federal Center SW,38.88497,-77.01572,Silver Spring,38.99392,-77.03144,61.62,46.23,,,,9.85,5.53
327,Federal Triangle,38.893840000000004,-77.02862,Silver Spring,38.99392,-77.03144,47.95,44.22,,,,3.38,0.35
401,Glenmont,39.06213,-77.05336000000001,Silver Spring,38.99392,-77.03144,35.8,29.58,,,,5.88,0.33
448,Herndon,38.95243,-77.38459,Silver Spring,38.99392,-77.03144,96.75,28.65,,45.0,,16.32,6.78
617,Mt Vernon Sq,38.9056,-77.02224000000001,Silver Spring,38.99392,-77.03144,42.5,37.68,,,,4.78,0.03
626,Navy Yard-Ballpark,38.87644,-77.00551,Silver Spring,38.99392,-77.03144,72.82,63.47,,,,5.0,4.35
639,Naylor Road,38.85089,-76.95682000000001,Silver Spring,38.99392,-77.03144,91.5,80.38,,,,3.13,7.98
726,Rockville,39.084410000000005,-77.14691,Silver Spring,38.99392,-77.03144,49.5,47.0,,,,1.57,0.93
748,Rosslyn,38.895970000000005,-77.07173,Silver Spring,38.99392,-77.03144,71.18,57.22,,,,7.62,6.35
974,Wheaton,39.03849,-77.05068,Silver Spring,38.99392,-77.03144,26.92,19.12,,,,7.77,0.03
19,Addison Road,38.886720000000004,-76.89575,Southern Ave,38.840410000000006,-76.97571,40.8,39.0,,,,1.5,0.3
99,Bethesda,38.984320000000004,-77.09441000000001,Southern Ave,38.84035,-76.97566,113.33,88.2,,,,10.35,14.78
166,Cleveland Park,38.93598,-77.05889,Southern Ave,38.84035,-76.97566,83.2,67.55,,,,6.85,8.8
228,Deanwood,38.90834,-76.93491,Southern Ave,38.840410000000006,-76.97571,66.25,58.47,,,,2.1,5.68
439,Grosvenor-Strathmore,39.028830000000006,-77.10391000000001,Southern Ave,38.84035,-76.97566,86.57,45.53,,23.0,,10.02,8.02
517,Landover,38.93345,-76.89121,Southern Ave,38.840410000000006,-76.97571,82.17,62.52,,,,1.2,18.45
640,Naylor Road,38.850950000000005,-76.95682000000001,Southern Ave,38.840430000000005,-76.97568000000001,6.08,,,3.0,,2.18,0.9
705,Reston Town Center,38.95293,-77.36083,Southern Ave,38.84035,-76.97566,105.18,50.95,,38.0,,5.63,10.6
727,Rockville,39.084410000000005,-77.14691,Southern Ave,38.84035,-76.97566,151.95,137.28,,,,2.97,11.7
859,Tysons Corner,38.920230000000004,-77.22232000000001,Southern Ave,38.84035,-76.97566,149.25,119.42,,,,12.57,17.27
20,Addison Road,38.886720000000004,-76.89575,Stadium-Armory,38.88662,-76.97718,16.58,,,10.0,,5.28,1.3
167,Cleveland Park,38.93598,-77.05889,Stadium-Armory,38.88662,-76.97718,64.35,55.33,,,,1.37,7.65
237,Dulles Airport,38.95579,-77.44776,Stadium-Armory,38.88662,-76.97718,109.9,34.9,,48.0,,5.45,21.55
385,Gallery Place,38.89837,-77.02218,Stadium-Armory,38.88662,-76.97718,35.48,27.0,,,,8.45,0.03
413,Greenbelt,39.010850000000005,-76.91152000000001,Stadium-Armory,38.88662,-76.97718,92.88,69.12,,,,5.73,18.03
498,King St-Old Town,38.80677,-77.06061000000001,Stadium-Armory,38.88662,-76.97718,90.43,66.67,,,,9.67,14.1
572,Medical Center,38.9992,-77.09751,Stadium-Armory,38.88662,-76.97718,108.93,87.05,,,,6.43,15.45
592,Minnesota Ave,38.89916,-76.94674,Stadium-Armory,38.88662,-76.97718,9.38,,,5.0,,3.33,1.05
