,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_transit_minutes,google_transit_bus_minutes,google_transit_heavy_rail_minutes,google_transit_subway_minutes,google_transit_tram_minutes,google_transit_walking_minutes,google_transit_waiting_minutes
195,Deanwood,38.90836,-76.93488,Eastern Market,38.88432,-76.99594,13.3,,,11.0,,1.78,0.52
237,East Falls Church,38.88589,-77.15643,Eastern Market,38.88423,-76.99588,76.73,65.13,,,,3.33,8.27
357,Gallery Place,38.89837,-77.02218,Eastern Market,38.88423,-76.99588,20.47,13.0,,,,7.43,0.03
502,McLean,38.92461,-77.20898000000001,Eastern Market,38.88423,-76.99588,102.47,78.3,,,,7.42,16.75
549,Morgan Boulevard,38.893660000000004,-76.86847,Eastern Market,38.88432,-76.99594,18.6,,,17.0,,1.47,0.13
700,Shady Grove,39.12021,-77.16486,Eastern Market,38.88423,-76.99588,146.23,121.82,,,,3.33,21.08
748,Stadium-Armory,38.88662,-76.97718,Eastern Market,38.88432,-76.99594,8.45,,,4.0,,3.2,1.25
785,Twinbrook,39.06223000000001,-77.12056000000001,Eastern Market,38.88423,-76.99588,127.73,98.6,,,,5.02,24.12
52,Ballston-MU,38.882090000000005,-77.11186000000001,Greensboro,38.9208,-77.23356000000001,28.1,,,15.0,,11.0,2.1
81,Braddock Road,38.81372,-77.05398000000001,Greensboro,38.9208,-77.23356000000001,62.62,26.75,,13.0,,16.12,6.75
268,Farragut North,38.903330000000004,-77.03955,Greensboro,38.9208,-77.23356000000001,104.47,73.22,,,,19.53,11.72
296,Federal Center SW,38.884890000000006,-77.01572,Greensboro,38.9208,-77.23356000000001,50.05,,,37.0,,11.12,1.93
322,Forest Glen,39.015660000000004,-77.04399000000001,Greensboro,38.9208,-77.23356000000001,170.85,122.12,,,,29.93,18.8
386,Glenmont,39.06213,-77.05336000000001,Greensboro,38.9208,-77.23356000000001,191.45,131.77,,,,22.38,37.3
447,Judiciary Square,38.89647,-77.01717000000001,Greensboro,38.9208,-77.23356000000001,65.6,17.23,,27.0,,12.78,8.58
485,Largo Town Center,38.90001,-76.84509000000001,Greensboro,38.9208,-77.23356000000001,72.7,,,60.0,,11.6,1.1
829,Vienna,38.877840000000006,-77.27141,Greensboro,38.9208,-77.23356000000001,43.18,22.2,,,,20.87,0.12
843,Virginia Sq-GMU,38.882920000000006,-77.10329,Greensboro,38.9208,-77.23356000000001,27.83,,,16.0,,10.33,1.5
54,Ballston-MU,38.88212,-77.11187000000001,Takoma,38.975530000000006,-77.01745000000001,101.92,78.07,,,,12.55,11.3
137,Clarendon,38.886970000000005,-77.09534000000001,Takoma,38.975530000000006,-77.01745000000001,89.52,66.85,,,,11.98,10.68
285,Farragut West,38.90142,-77.04127000000001,Takoma,38.975530000000006,-77.01745000000001,59.15,49.3,,,,5.15,4.7
310,Federal Triangle,38.893840000000004,-77.02862,Takoma,38.975530000000006,-77.01745000000001,51.33,48.23,,,,3.1,0.0
364,Gallery Place,38.89837,-77.02218,Takoma,38.975530000000006,-77.01745000000001,52.73,45.0,,,,7.73,0.0
378,Georgia Ave-Petworth,38.93697,-77.02458,Takoma,38.975530000000006,-77.01745000000001,24.1,21.0,,,,3.05,0.05
496,Loudoun Gateway,38.993030000000005,-77.45999,Takoma,38.975530000000006,-77.01745000000001,114.42,44.0,,57.0,,6.23,7.18
534,Metro Center,38.898320000000005,-77.02817,Takoma,38.975530000000006,-77.01745000000001,48.17,45.0,,,,3.17,0.0
56,Benning Road,38.89045,-76.93757000000001,Clarendon,38.886970000000005,-77.09534000000001,99.72,80.28,,,,7.65,11.78
69,Bethesda,38.984320000000004,-77.09441000000001,Clarendon,38.886970000000005,-77.09534000000001,69.38,51.83,,,,8.27,9.28
143,Cleveland Park,38.936,-77.05856,Clarendon,38.886970000000005,-77.09534000000001,54.88,40.0,,,,5.75,9.13
188,Crystal City,38.85801,-77.05115,Clarendon,38.886970000000005,-77.09534000000001,30.28,20.77,,,,2.05,7.47
206,Dulles Airport,38.95579,-77.44776,Clarendon,38.886970000000005,-77.09534000000001,44.63,,,40.0,,3.17,1.47
224,Dupont Circle,38.91008,-77.04422000000001,Clarendon,38.886970000000005,-77.09534000000001,41.6,27.7,,,,6.6,7.3
328,Fort Totten,38.952270000000006,-77.00237000000001,Clarendon,38.886970000000005,-77.09534000000001,105.58,84.0,,,,4.82,16.77
337,Franconia-Springfield,38.766380000000005,-77.16889,Clarendon,38.886970000000005,-77.09534000000001,85.53,60.82,,,,13.8,10.92
355,Gallery Place,38.89837,-77.02218,Clarendon,38.886970000000005,-77.09534000000001,55.53,40.82,,,,7.25,7.47
371,Georgia Ave-Petworth,38.937020000000004,-77.02455,Clarendon,38.886970000000005,-77.09534000000001,72.7,57.22,,,,3.68,11.8
522,Metro Center,38.89831,-77.02816,Clarendon,38.886970000000005,-77.09534000000001,40.7,25.85,,,,8.17,6.68
559,Mt Vernon Sq,38.9056,-77.02224000000001,Clarendon,38.886970000000005,-77.09534000000001,56.42,42.77,,,,6.18,7.47
653,Rhode Island Ave,38.92033,-76.99604000000001,Clarendon,38.886970000000005,-77.09534000000001,76.7,65.13,,,,2.42,9.15
684,Rosslyn,38.895970000000005,-77.07173,Clarendon,38.886970000000005,-77.09534000000001,12.72,10.0,,,,1.82,0.9
747,Stadium-Armory,38.88662,-76.97718,Clarendon,38.886970000000005,-77.09534000000001,74.72,51.87,,,,18.57,4.28
886,White Flint,39.047290000000004,-77.11246000000001,Clarendon,38.886970000000005,-77.09534000000001,120.17,90.5,,,,6.4,23.27
61,Benning Road,38.89045,-76.93757000000001,Reston Town Center,38.95293,-77.36083,109.27,81.32,,,,14.13,13.82
85,Braddock Road,38.81372,-77.05398000000001,Reston Town Center,38.95293,-77.36083,100.73,58.02,,13.0,,17.63,12.08
180,Court House,38.89072,-77.08527000000001,Reston Town Center,38.95293,-77.36083,40.27,,,32.0,,7.33,0.93
212,Dulles Airport,38.955360000000006,-77.44764,Reston Town Center,38.95293,-77.36083,23.63,14.0,,,,9.63,0.0
232,Dupont Circle,38.91008,-77.04422000000001,Reston Town Center,38.95293,-77.36083,60.45,,,38.0,,22.08,0.37
259,Eisenhower Ave,38.800520000000006,-77.07094000000001,Reston Town Center,38.95293,-77.36083,114.93,69.0,,11.0,,8.27,26.67
414,Grosvenor-Strathmore,39.028830000000006,-77.10391000000001,Reston Town Center,38.95293,-77.36083,119.65,51.0,,34.0,,12.02,22.63
586,New Carrollton,38.94825,-76.87212000000001,Reston Town Center,38.95293,-77.36083,166.32,124.32,,,,16.97,25.03
640,Prince George's Plaza,38.96508,-76.95559,Reston Town Center,38.95293,-77.36083,137.78,85.0,,5.0,,17.13,30.65
704,Shady Grove,39.12021,-77.16486,Reston Town Center,38.95293,-77.36083,203.53,142.72,,16.0,,8.57,36.25
712,Shaw-Howard U,38.91386,-77.02205000000001,Reston Town Center,38.95293,-77.36083,71.57,16.82,,39.0,,9.33,6.42
759,Suitland,38.84427,-76.93218,Reston Town Center,38.95293,-77.36083,111.1,47.13,,42.0,,8.12,13.85
797,Tysons Corner,38.920230000000004,-77.22232000000001,Reston Town Center,38.95293,-77.36083,20.83,,,14.0,,6.27,0.57
899,Wiehle-Reston East,38.94745,-77.33982,Reston Town Center,38.95293,-77.36083,16.37,8.3,,,,7.55,0.52
64,Benning Road,38.89045,-76.93757000000001,Tysons Corner,38.920230000000004,-77.22232000000001,118.9,76.32,,,,9.45,33.13
115,Capitol South,38.88542,-77.006,Tysons Corner,38.920230000000004,-77.22232000000001,57.2,16.08,,25.0,,11.03,5.08
172,Congress Heights,38.845060000000004,-76.98774,Tysons Corner,38.920230000000004,-77.22232000000001,146.23,113.53,,,,16.3,16.4
437,Innovation Center,38.96065,-77.41707000000001,Tysons Corner,38.920230000000004,-77.22232000000001,31.78,,,20.0,,10.92,0.87
455,King St-Old Town,38.80677,-77.06061000000001,Tysons Corner,38.920230000000004,-77.22232000000001,93.0,89.0,,,,3.97,0.03
561,Mt Vernon Sq,38.9056,-77.02224000000001,Tysons Corner,38.920230000000004,-77.22232000000001,127.75,86.77,,,,9.02,31.97
609,Pentagon,38.869260000000004,-77.05415,Tysons Corner,38.920230000000004,-77.22232000000001,89.78,76.25,,,,5.27,8.27
622,Pentagon City,38.862790000000004,-77.05932,Tysons Corner,38.920230000000004,-77.22232000000001,94.72,76.38,,,,8.25,10.08
669,Rockville,39.084450000000004,-77.14686,Tysons Corner,38.920230000000004,-77.22232000000001,177.92,130.37,,,,21.2,26.35
741,Spring Hill,38.928850000000004,-77.24133,Tysons Corner,38.920230000000004,-77.22232000000001,11.57,,,4.0,,5.8,1.77
802,U Street,38.91677,-77.028,Tysons Corner,38.920230000000004,-77.22232000000001,52.53,9.0,,27.0,,10.85,5.68
65,Benning Road,38.89045,-76.93757000000001,Vienna,38.877840000000006,-77.27141,173.32,146.25,,,,10.62,16.45
116,Capitol South,38.88542,-77.006,Vienna,38.877840000000006,-77.27141,63.25,17.22,,28.0,,8.4,9.63
139,Clarendon,38.886970000000005,-77.09534000000001,Vienna,38.877840000000006,-77.27141,25.18,,,19.0,,4.42,1.77
234,Dupont Circle,38.91008,-77.04422000000001,Vienna,38.877840000000006,-77.27141,115.2,91.0,,,,14.88,9.32
405,Greensboro,38.920820000000006,-77.23358,Vienna,38.877840000000006,-77.27141,32.03,17.15,,,,14.85,0.03
457,King St-Old Town,38.80677,-77.06061000000001,Vienna,38.877840000000006,-77.27141,74.27,71.0,,,,2.65,0.62
498,Loudoun Gateway,38.993030000000005,-77.45999,Vienna,38.877840000000006,-77.27141,101.22,61.97,,12.0,,7.8,19.45
536,Metro Center,38.89831,-77.02816,Vienna,38.877840000000006,-77.27141,110.22,89.15,,,,9.73,11.33
630,Potomac Ave,38.880930000000006,-76.98516000000001,Vienna,38.877840000000006,-77.27141,66.72,23.0,,28.0,,6.08,9.63
788,Twinbrook,39.06223000000001,-77.12056000000001,Vienna,38.877840000000006,-77.27141,208.58,164.3,,,,9.08,35.2
918,Woodley Park,38.92495,-77.05262,Vienna,38.877840000000006,-77.27141,65.7,17.77,,28.0,,7.0,12.93
68,Bethesda,38.984320000000004,-77.09441000000001,Ballston-MU,38.88212,-77.11187000000001,79.18,61.83,,,,7.8,9.55
127,Clarendon,38.886970000000005,-77.09534000000001,Ballston-MU,38.882090000000005,-77.11186000000001,9.77,7.35,,,,2.1,0.32
469,Landover,38.9335,-76.89127,Ballston-MU,38.88212,-77.11187000000001,96.5,59.35,,18.0,,4.82,14.33
755,Suitland,38.84427,-76.93218,Ballston-MU,38.88212,-77.11187000000001,111.87,86.03,,3.0,,4.45,18.38
764,Takoma,38.975530000000006,-77.01745000000001,Ballston-MU,38.88212,-77.11187000000001,97.83,73.13,,,,12.55,12.15
75,Braddock Road,38.81372,-77.05398000000001,Branch Ave,38.82714,-76.91250000000001,77.37,29.0,,11.0,,5.1,32.27
187,Crystal City,38.85801,-77.05119,Branch Ave,38.82714,-76.91250000000001,46.02,,,30.0,,10.43,5.58
215,Dunn Loring,38.88282,-77.22843,Branch Ave,38.82715,-76.91252,190.17,148.85,,,,10.73,30.58
319,Forest Glen,39.015660000000004,-77.04399000000001,Branch Ave,38.82714,-76.91250000000001,135.4,90.25,,6.0,,8.78,30.37
730,Southern Ave,38.840430000000005,-76.97568000000001,Branch Ave,38.82714,-76.91250000000001,11.95,,,9.0,,1.37,1.58
744,Stadium-Armory,38.88662,-76.97718,Branch Ave,38.82714,-76.91250000000001,56.82,27.87,,6.0,,7.17,15.78
867,West Hyattsville,38.95573,-76.96882000000001,Branch Ave,38.82714,-76.91250000000001,87.4,61.83,,3.0,,4.85,17.72
76,Braddock Road,38.813550000000006,-77.05384000000001,Capitol South,38.88542,-77.006,59.1,38.28,,,,7.28,13.53
205,Dulles Airport,38.95579,-77.44776,Capitol South,38.88542,-77.006,87.02,22.68,,48.0,,6.02,10.32
289,Federal Center SW,38.88497,-77.01572,Capitol South,38.88542,-77.006,12.62,3.78,,,,8.82,0.02
312,Foggy Bottom-GWU,38.90077,-77.05061,Capitol South,38.88542,-77.006,24.62,19.95,,,,4.67,0.0
370,Georgia Ave-Petworth,38.937020000000004,-77.02455,Capitol South,38.88542,-77.006,38.75,26.63,,,,3.37,8.75
400,Greensboro,38.9208,-77.23356000000001,Capitol South,38.88542,-77.006,118.78,78.55,,,,23.57,16.67
600,Pentagon,38.869260000000004,-77.05415,Capitol South,38.88542,-77.006,34.23,16.5,,,,10.42,7.32
626,Potomac Ave,38.880930000000006,-76.98516000000001,Capitol South,38.88542,-77.006,11.13,5.78,,,,5.35,0.0
652,Rhode Island Ave,38.92051,-76.99610000000001,Capitol South,38.88542,-77.006,28.53,,,5.0,,23.07,0.47
746,Stadium-Armory,38.88662,-76.97718,Capitol South,38.88542,-77.00611,13.32,,,6.0,,4.92,2.4
798,U Street,38.91677,-77.028,Capitol South,38.88542,-77.006,40.82,19.63,,,,12.42,8.77
77,Braddock Road,38.81372,-77.05398000000001,Dulles Airport,38.95579,-77.44778000000001,128.48,105.0,,2.0,,6.55,14.93
145,Cleveland Park,38.93598,-77.05889,Dulles Airport,38.95579,-77.44778000000001,121.03,106.53,,,,6.83,7.67
190,Crystal City,38.85801,-77.05115,Dulles Airport,38.95579,-77.44778000000001,116.98,80.0,,,,8.48,28.5
249,Eastern Market,38.8842,-76.9959,Dulles Airport,38.95579,-77.44778000000001,102.88,81.0,,,,10.13,11.75
278,Farragut West,38.90142,-77.04127000000001,Dulles Airport,38.95579,-77.44778000000001,106.27,91.25,,,,9.27,5.75
338,Franconia-Springfield,38.766380000000005,-77.16889,Dulles Airport,38.95579,-77.44776,66.32,30.0,,20.0,,7.4,8.92
348,Friendship Heights,38.96041,-77.08568000000001,Dulles Airport,38.95579,-77.44778000000001,138.58,120.28,,,,10.08,8.22
385,Glenmont,39.062070000000006,-77.05344000000001,Dulles Airport,38.95579,-77.44778000000001,109.78,70.0,,25.0,,8.73,6.05
420,Herndon,38.95243,-77.38459,Dulles Airport,38.95579,-77.44776,11.5,,,7.0,,4.5,0.0
453,King St-Old Town,38.80677,-77.06061000000001,Dulles Airport,38.95579,-77.44778000000001,121.45,105.0,,,,5.8,10.65
539,Minnesota Ave,38.89891,-76.94691,Dulles Airport,38.95579,-77.44778000000001,107.77,88.5,,,,12.33,6.93
611,Pentagon City,38.862790000000004,-77.05932,Dulles Airport,38.95579,-77.44778000000001,116.17,87.38,,,,10.08,18.7
859,West Falls Church,38.900710000000004,-77.18893000000001,Dulles Airport,38.95579,-77.44776,48.7,13.0,,24.0,,5.87,5.83
78,Braddock Road,38.81372,-77.05398000000001,Eisenhower Ave,38.800520000000006,-77.07094000000001,5.4,,,4.0,,0.93,0.47
98,Brookland-CUA,38.933800000000005,-76.99448000000001,Eisenhower Ave,38.800520000000006,-77.07094000000001,66.82,27.0,,24.0,,7.8,8.02
128,Clarendon,38.886970000000005,-77.09534000000001,Eisenhower Ave,38.800520000000006,-77.07094000000001,68.55,44.0,,4.0,,5.43,15.12
294,Federal Center SW,38.88497,-77.01572,Eisenhower Ave,38.80048,-77.07090000000001,91.38,63.8,,,,10.05,17.53
483,Largo Town Center,38.899770000000004,-76.84511,Eisenhower Ave,38.80048,-77.07090000000001,122.4,87.17,,,,7.87,27.37
579,New Carrollton,38.94825,-76.87212000000001,Eisenhower Ave,38.80048,-77.07090000000001,132.15,95.97,,,,8.23,27.95
604,Pentagon,38.869530000000005,-77.05402000000001,Eisenhower Ave,38.800520000000006,-77.07094000000001,20.37,,,16.0,,3.38,0.98
688,Rosslyn,38.895970000000005,-77.07155,Eisenhower Ave,38.800520000000006,-77.07094000000001,58.33,29.0,,4.0,,6.33,19.0
854,Waterfront,38.87682,-77.01746,Eisenhower Ave,38.800520000000006,-77.07094000000001,32.27,,,23.0,,4.25,5.02
80,Braddock Road,38.813550000000006,-77.05384000000001,Glenmont,39.062070000000006,-77.05344000000001,117.97,93.17,,,,4.97,19.83
130,Clarendon,38.886970000000005,-77.09534000000001,Glenmont,39.062070000000006,-77.05344000000001,123.12,94.95,,,,6.92,21.25
295,Federal Center SW,38.88497,-77.01572,Glenmont,39.062070000000006,-77.05344000000001,102.42,79.43,,,,10.73,12.25
553,Morgan Boulevard,38.893660000000004,-76.86847,Glenmont,39.062070000000006,-77.05344000000001,126.57,97.25,,3.0,,6.55,19.77
637,Prince George's Plaza,38.96508,-76.95559,Glenmont,39.062070000000006,-77.05344000000001,70.97,55.37,,,,5.7,9.9
737,Spring Hill,38.928850000000004,-77.24133,Glenmont,39.062070000000006,-77.05344000000001,128.72,68.37,,32.0,,10.97,17.38
82,Braddock Road,38.813550000000006,-77.05384000000001,Judiciary Square,38.89647,-77.01717000000001,52.63,34.88,,,,6.82,10.93
112,Capitol South,38.88542,-77.006,Judiciary Square,38.89647,-77.01717000000001,17.63,5.03,,,,12.6,0.0
163,Columbia Heights,38.928720000000006,-77.03297,Judiciary Square,38.89647,-77.01717000000001,38.28,20.35,,,,13.92,4.02
210,Dulles Airport,38.95579,-77.44776,Judiciary Square,38.89647,-77.01717000000001,75.55,9.22,,52.0,,8.48,5.85
554,Morgan Boulevard,38.893660000000004,-76.86847,Judiciary Square,38.89647,-77.01717000000001,65.62,33.38,,5.0,,15.9,11.33
768,Takoma,38.975530000000006,-77.01745000000001,Judiciary Square,38.89647,-77.01717000000001,59.3,47.48,,,,7.72,4.1
792,Tysons Corner,38.920230000000004,-77.22232000000001,Judiciary Square,38.89647,-77.01717000000001,110.7,72.13,,,,21.87,16.7
912,Woodley Park,38.92495,-77.05262,Judiciary Square,38.89647,-77.01717000000001,40.47,30.48,,,,5.52,4.47
84,Braddock Road,38.813550000000006,-77.05384000000001,Prince George's Plaza,38.96508,-76.95559,113.4,90.88,,,,7.25,15.27
100,Brookland-CUA,38.933690000000006,-76.9946,Prince George's Plaza,38.96508,-76.95559,27.4,25.0,,,,1.28,1.12
135,Clarendon,38.886970000000005,-77.09534000000001,Prince George's Plaza,38.96508,-76.95559,118.55,92.67,,,,9.2,16.68
231,Dupont Circle,38.91008,-77.04422000000001,Prince George's Plaza,38.96508,-76.95559,76.65,46.82,,,,22.48,7.35
403,Greensboro,38.9208,-77.23356000000001,Prince George's Plaza,38.96508,-76.95559,173.08,125.53,,,,24.23,23.32
413,Grosvenor-Strathmore,39.028830000000006,-77.10392,Prince George's Plaza,38.96508,-76.95559,86.42,63.52,,,,12.18,10.72
479,Landover,38.9335,-76.89127,Prince George's Plaza,38.96508,-76.95559,42.0,26.0,,4.0,,3.7,8.3
616,Pentagon City,38.8628,-77.05937,Prince George's Plaza,38.96508,-76.95559,82.1,48.77,,10.0,,9.68,13.65
845,Virginia Sq-GMU,38.88298,-77.10312,Prince George's Plaza,38.96508,-76.95559,127.32,96.15,,,,14.5,16.67
874,West Hyattsville,38.95573,-76.96882000000001,Prince George's Plaza,38.96508,-76.95559,13.48,11.0,,,,1.53,0.95
87,Braddock Road,38.81372,-77.05398000000001,Van Dorn Street,38.79959,-77.12949,10.22,,,8.0,,1.42,0.8
94,Branch Ave,38.82715,-76.91252,Van Dorn Street,38.79959,-77.12949,113.38,52.2,,6.0,,13.3,41.88
102,Brookland-CUA,38.933800000000005,-76.99448000000001,Van Dorn Street,38.79959,-77.12949,102.23,67.0,,10.0,,10.35,14.88
254,Eastern Market,38.88432,-76.99594,Van Dorn Street,38.79959,-77.12949,68.82,40.0,,12.0,,3.95,12.87
346,Franconia-Springfield,38.76637,-77.16892,Van Dorn Street,38.79959,-77.12949,9.1,,,4.0,,3.53,1.57
452,Judiciary Square,38.89647,-77.01717000000001,Van Dorn Street,38.79959,-77.12949,71.4,40.0,,9.0,,14.3,8.1
456,King St-Old Town,38.80677,-77.06061000000001,Van Dorn Street,38.79959,-77.12949,20.08,16.0,,,,3.88,0.2
521,Medical Center,38.9992,-77.09751,Van Dorn Street,38.79959,-77.12949,125.25,65.0,,19.0,,7.6,33.65
535,Metro Center,38.89831,-77.02816,Van Dorn Street,38.79959,-77.12949,100.73,86.15,,,,6.27,8.32
544,Minnesota Ave,38.89916,-76.94674,Van Dorn Street,38.79959,-77.12949,82.82,40.0,,21.0,,3.95,17.87
599,NoMa-Gallaudet U,38.90661,-77.00331000000001,Van Dorn Street,38.79959,-77.12949,83.82,49.0,,14.0,,7.25,13.57
810,Union Station,38.89826,-77.00721,Van Dorn Street,38.79959,-77.12949,64.98,52.0,,,,8.6,4.38
88,Braddock Road,38.813390000000005,-77.05397,Virginia Sq-GMU,38.88298,-77.10312,69.8,55.97,,,,2.0,11.83
95,Branch Ave,38.82714,-76.91250000000001,Virginia Sq-GMU,38.88298,-77.10312,111.9,78.28,,6.0,,9.23,18.38
183,Court House,38.89072,-77.08524000000001,Virginia Sq-GMU,38.88298,-77.10312,11.6,9.1,,,,2.4,0.1
286,Farragut West,38.90142,-77.04127000000001,Virginia Sq-GMU,38.88298,-77.10312,37.73,31.15,,,,6.55,0.03
393,Glenmont,39.06213,-77.05336000000001,Virginia Sq-GMU,38.88298,-77.10312,125.18,92.6,,,,11.75,20.83
481,Landover,38.9335,-76.89127,Virginia Sq-GMU,38.88298,-77.10312,93.55,51.6,,18.0,,9.85,14.1
545,Minnesota Ave,38.89891,-76.94691,Virginia Sq-GMU,38.88298,-77.10312,91.83,70.25,,,,14.72,6.87
641,Prince George's Plaza,38.96508,-76.95559,Virginia Sq-GMU,38.88298,-77.10312,128.55,96.0,,,,10.78,21.77
715,Shaw-Howard U,38.91386,-77.02205000000001,Virginia Sq-GMU,38.88298,-77.10312,68.38,50.88,,,,9.82,7.68
774,Takoma,38.975530000000006,-77.01745000000001,Virginia Sq-GMU,38.88298,-77.10312,94.88,65.38,,,,17.58,11.92
89,Branch Ave,38.82714,-76.91250000000001,Arlington Cemetery,38.88458,-77.06344,89.4,51.2,,12.0,,11.32,14.88
126,Clarendon,38.886970000000005,-77.09534000000001,Arlington Cemetery,38.88458,-77.06344,29.2,12.0,,3.0,,7.73,6.47
369,Georgia Ave-Petworth,38.937020000000004,-77.02455,Arlington Cemetery,38.88458,-77.06344,55.05,27.22,,7.0,,7.82,13.02
567,Naylor Road,38.85089,-76.95682000000001,Arlington Cemetery,38.88458,-77.06344,68.38,47.13,,7.0,,6.27,7.98
96,Brookland-CUA,38.933800000000005,-76.99448000000001,Deanwood,38.90834,-76.93491,51.07,30.5,,,,12.02,8.55
277,Farragut West,38.90142,-77.04127000000001,Deanwood,38.90834,-76.93491,81.5,72.28,,,,4.72,4.5
293,Federal Center SW,38.884890000000006,-77.01572,Deanwood,38.90836,-76.93488,21.38,,,15.0,,3.98,2.4
472,Landover,38.9335,-76.89127,Deanwood,38.90836,-76.93488,9.78,,,7.0,,1.43,1.35
645,Reston Town Center,38.95293,-77.36083,Deanwood,38.90834,-76.93491,108.38,35.02,,44.0,,19.88,9.48
665,Rockville,39.084410000000005,-77.14691,Deanwood,38.90834,-76.93491,134.95,101.97,,,,7.52,25.47
839,Virginia Sq-GMU,38.882920000000006,-77.10329,Deanwood,38.90834,-76.93491,99.45,70.15,,9.0,,5.48,14.82
906,Woodley Park,38.92488,-77.05252,Deanwood,38.90834,-76.93491,82.88,69.72,,,,4.0,9.17
99,Brookland-CUA,38.933800000000005,-76.99448000000001,Pentagon City,38.8628,-77.05937,54.5,27.0,,10.0,,8.67,8.83
157,College Park-U of Md,38.97829,-76.92834,Pentagon City,38.8628,-77.05937,45.08,,,33.0,,1.8,10.28
230,Dupont Circle,38.91008,-77.04422000000001,Pentagon City,38.862790000000004,-77.05932,53.57,38.87,,,,6.18,8.52
252,Eastern Market,38.88432,-76.99594,Pentagon City,38.8628,-77.05937,19.08,,,12.0,,2.27,4.82
271,Farragut North,38.903330000000004,-77.03955,Pentagon City,38.862790000000004,-77.05932,37.08,27.52,,,,5.68,3.88
375,Georgia Ave-Petworth,38.937020000000004,-77.02455,Pentagon City,38.8628,-77.05937,41.08,18.25,,9.0,,5.07,8.77
519,Medical Center,38.9992,-77.09751,Pentagon City,38.862790000000004,-77.05932,71.08,30.6,,19.0,,8.25,13.23
532,Metro Center,38.89831,-77.02816,Pentagon City,38.862790000000004,-77.05932,44.85,32.52,,,,8.45,3.88
585,New Carrollton,38.94825,-76.87212000000001,Pentagon City,38.8628,-77.05937,44.48,,,32.0,,4.17,8.32
595,NoMa-Gallaudet U,38.906560000000006,-77.00347000000001,Pentagon City,38.862790000000004,-77.05932,73.2,47.63,,,,12.6,12.97
819,Van Dorn Street,38.79959,-77.12949,Pentagon City,38.862790000000004,-77.05932,46.7,43.0,,,,3.47,0.23
103,Brookland-CUA,38.933800000000005,-76.99448000000001,White Flint,39.04739,-77.11285000000001,55.32,29.22,,10.0,,7.4,8.7
160,College Park-U of Md,38.978260000000006,-76.92841,White Flint,39.04749,-77.11257,84.8,82.0,,,,2.52,0.28
193,Crystal City,38.85801,-77.05115,White Flint,39.04749,-77.11257,113.77,80.32,,,,10.75,22.7
263,Eisenhower Ave,38.80048,-77.07090000000001,White Flint,39.04739,-77.11285000000001,149.32,113.08,,,,9.82,26.42
439,Innovation Center,38.96065,-77.41707000000001,White Flint,39.04739,-77.11285000000001,146.17,57.65,,48.0,,17.32,23.2
642,Prince George's Plaza,38.96508,-76.95559,White Flint,39.04739,-77.11285000000001,71.2,62.0,,,,3.98,5.22
662,Rhode Island Ave,38.920440000000006,-76.99599,White Flint,39.04749,-77.11257,111.28,104.02,,,,2.07,5.2
671,Rockville,39.08437,-77.14697000000001,White Flint,39.047290000000004,-77.11246000000001,17.83,15.0,,,,2.23,0.6
811,Union Station,38.89826,-77.00721,White Flint,39.04739,-77.11285000000001,94.75,78.1,,,,7.38,9.27
104,Capitol Heights,38.88927,-76.91314000000001,Benning Road,38.89045,-76.93757000000001,9.68,7.0,,,,2.68,0.0
167,Congress Heights,38.84503,-76.98772000000001,Benning Road,38.89045,-76.93757000000001,42.45,37.0,,,,5.45,0.0
347,Friendship Heights,38.96041,-77.08568000000001,Benning Road,38.89045,-76.93757000000001,81.83,71.28,,,,5.98,4.57
470,Landover,38.9335,-76.89127,Benning Road,38.89045,-76.93757000000001,39.78,15.9,,7.0,,6.53,10.35
482,Largo Town Center,38.90001,-76.84509000000001,Benning Road,38.890440000000005,-76.93745000000001,16.17,,,10.0,,4.77,1.4
569,Naylor Road,38.85089,-76.95682000000001,Benning Road,38.89045,-76.93757000000001,42.83,33.57,,,,4.43,4.83
633,Prince George's Plaza,38.96508,-76.95559,Benning Road,38.89045,-76.93757000000001,76.37,44.75,,,,10.92,20.7
651,Rhode Island Ave,38.92033,-76.99604000000001,Benning Road,38.89045,-76.93757000000001,61.73,52.13,,,,3.68,5.92
804,Union Station,38.89826,-77.00721,Benning Road,38.89045,-76.93757000000001,30.0,24.0,,,,6.0,0.0
904,Woodley Park,38.92488,-77.05252,Benning Road,38.89045,-76.93757000000001,63.55,58.1,,,,5.45,0.0
108,Capitol South,38.88542,-77.006,Archives,38.89408,-77.0223,11.7,6.08,,,,5.58,0.03
142,Cleveland Park,38.936,-77.05856,Archives,38.893910000000005,-77.0223,47.2,31.77,,,,6.82,8.62
264,Farragut North,38.903330000000004,-77.03955,Archives,38.893910000000005,-77.0223,14.23,7.23,,,,6.98,0.02
335,Franconia-Springfield,38.766380000000005,-77.16889,Archives,38.89408,-77.0223,58.15,30.15,,7.0,,8.87,12.13
406,Grosvenor-Strathmore,39.028830000000006,-77.10391000000001,Archives,38.89408,-77.0223,68.58,39.15,,11.0,,10.6,7.83
468,Landover,38.9335,-76.89127,Archives,38.89408,-77.0223,41.32,11.87,,16.0,,4.33,9.12
623,Potomac Ave,38.880930000000006,-76.98516000000001,Archives,38.89408,-77.0223,15.17,11.87,,,,3.27,0.03
