,station_name_o,lat_o,lon_o,station_name_d,lat_d,lon_d,google_driving_minutes,google_driving_miles
774,Braddock Road,38.813680000000005,-77.05372000000001,Benning Road,38.89054,-76.93736000000001,27.85,13.18
870,Branch Ave,38.82733,-76.91238000000001,Benning Road,38.89054,-76.93736000000001,21.22,6.83
966,Brookland-CUA,38.93381,-76.99472,Benning Road,38.89054,-76.93736000000001,23.53,5.66
1062,Capitol Heights,38.889120000000005,-76.91312,Benning Road,38.89054,-76.93736000000001,7.55,1.69
1158,Capitol South,38.88542,-77.00587,Benning Road,38.89054,-76.93736000000001,15.58,3.93
1254,Cheverly,38.9161,-76.91653000000001,Benning Road,38.89054,-76.93736000000001,13.72,4.03
1350,Clarendon,38.88709,-77.09548000000001,Benning Road,38.89054,-76.93736000000001,24.3,12.11
1446,Cleveland Park,38.93594,-77.05872000000001,Benning Road,38.89054,-76.93736000000001,28.7,12.76
1542,College Park-U of Md,38.97814,-76.92890000000001,Benning Road,38.89054,-76.93736000000001,24.3,7.52
1638,Columbia Heights,38.928790000000006,-77.03280000000001,Benning Road,38.89054,-76.93736000000001,32.08,7.21
1734,Congress Heights,38.84503,-76.98772000000001,Benning Road,38.89054,-76.93736000000001,20.6,4.98
1830,Court House,38.89072,-77.08524000000001,Benning Road,38.89054,-76.93736000000001,22.73,11.65
1926,Crystal City,38.85801,-77.05118,Benning Road,38.89054,-76.93736000000001,18.38,9.35
2022,Deanwood,38.908150000000006,-76.93467000000001,Benning Road,38.89054,-76.93736000000001,8.22,1.45
2118,Dulles Airport,38.95593,-77.44778000000001,Benning Road,38.89054,-76.93736000000001,46.72,35.94
2214,Dunn Loring,38.88295,-77.22851,Benning Road,38.89054,-76.93736000000001,30.58,21.53
2310,Dupont Circle,38.910070000000005,-77.04407,Benning Road,38.89054,-76.93736000000001,26.25,9.48
2406,East Falls Church,38.88589,-77.15638000000001,Benning Road,38.89054,-76.93736000000001,26.77,17.03
2502,Eastern Market,38.88440000000001,-76.99576,Benning Road,38.89054,-76.93736000000001,13.07,3.74
2598,Eisenhower Ave,38.80075,-77.07092,Benning Road,38.89054,-76.93736000000001,30.7,15.91
2694,Farragut North,38.903290000000005,-77.03965000000001,Benning Road,38.89054,-76.93736000000001,25.08,9.15
2790,Farragut West,38.901340000000005,-77.04127000000001,Benning Road,38.89054,-76.93736000000001,24.87,9.3
2886,Federal Center SW,38.88506,-77.01572,Benning Road,38.89054,-76.93736000000001,14.77,6.66
2982,Federal Triangle,38.89379,-77.02814000000001,Benning Road,38.89054,-76.93736000000001,17.1,7.84
3078,Foggy Bottom-GWU,38.900780000000005,-77.05012,Benning Road,38.89054,-76.93736000000001,25.27,9.52
3174,Forest Glen,39.015530000000005,-77.04398,Benning Road,38.89054,-76.93736000000001,25.83,18.07
3270,Fort Totten,38.95252,-77.00231000000001,Benning Road,38.89054,-76.93736000000001,24.17,7.24
3366,Franconia-Springfield,38.76697,-77.16902,Benning Road,38.89054,-76.93736000000001,31.75,19.98
3462,Friendship Heights,38.960440000000006,-77.08556,Benning Road,38.89054,-76.93736000000001,37.72,14.94
3558,Gallery Place,38.898450000000004,-77.02218,Benning Road,38.89054,-76.93736000000001,18.88,8.03
3654,Georgia Ave-Petworth,38.93699,-77.02439000000001,Benning Road,38.89054,-76.93736000000001,30.45,7.24
3750,Glenmont,39.0621,-77.05340000000001,Benning Road,38.89054,-76.93736000000001,36.23,21.56
3846,Greenbelt,39.010670000000005,-76.91120000000001,Benning Road,38.89054,-76.93736000000001,22.13,13.65
3942,Greensboro,38.920840000000005,-77.23353,Benning Road,38.89054,-76.93736000000001,35.95,24.63
4038,Grosvenor-Strathmore,39.02879,-77.10406,Benning Road,38.89054,-76.93736000000001,32.9,22.77
4134,Herndon,38.95248,-77.38474000000001,Benning Road,38.89054,-76.93736000000001,40.28,31.55
4230,Huntington,38.79402,-77.07654000000001,Benning Road,38.89054,-76.93736000000001,24.35,14.71
4326,Innovation Center,38.960620000000006,-77.41708000000001,Benning Road,38.89054,-76.93736000000001,46.43,34.33
4422,Judiciary Square,38.896150000000006,-77.01711,Benning Road,38.89054,-76.93736000000001,16.13,7.3
4518,King St-Old Town,38.806810000000006,-77.06060000000001,Benning Road,38.89054,-76.93736000000001,27.62,14.67
4614,L'Enfant Plaza,38.885290000000005,-77.02198,Benning Road,38.89054,-76.93736000000001,15.12,6.96
4710,Landover,38.93345,-76.89121,Benning Road,38.89054,-76.93736000000001,19.02,6.12
4806,Largo Town Center,38.899770000000004,-76.84511,Benning Road,38.89054,-76.93736000000001,19.1,7.16
4902,Loudoun Gateway,38.992990000000006,-77.45981,Benning Road,38.89054,-76.93736000000001,49.1,38.13
