"A202100 - Total Workers (1) (Workers 16 years and over)"
"Current date: 1/11/2024 1:34:33 PM (Eastern Standard Time)"
"WORKPLACE","Output","Workers 16 and Over",
"TAZ 00000423, Anne Arundel County, Maryland","Estimate","505"
"TAZ 00000423, Anne Arundel County, Maryland","Margin of Error","162"
"TAZ 00000424, Anne Arundel County, Maryland","Estimate","270"
"TAZ 00000424, Anne Arundel County, Maryland","Margin of Error","116"
"TAZ 00000425, Anne Arundel County, Maryland","Estimate","530"
"TAZ 00000425, Anne Arundel County, Maryland","Margin of Error","192"
"TAZ 00000426, Anne Arundel County, Maryland","Estimate","285"
"TAZ 00000426, Anne Arundel County, Maryland","Margin of Error","114"
"TAZ 00000427, Anne Arundel County, Maryland","Estimate","720"
"TAZ 00000427, Anne Arundel County, Maryland","Margin of Error","208"
"TAZ 00000428, Anne Arundel County, Maryland","Estimate","295"
"TAZ 00000428, Anne Arundel County, Maryland","Margin of Error","116"
"TAZ 00000429, Anne Arundel County, Maryland","Estimate","165"
"TAZ 00000429, Anne Arundel County, Maryland","Margin of Error","92"
"TAZ 00000430, Anne Arundel County, Maryland","Estimate","2,810"
"TAZ 00000430, Anne Arundel County, Maryland","Margin of Error","448"
"TAZ 00000431, Anne Arundel County, Maryland","Estimate","190"
"TAZ 00000431, Anne Arundel County, Maryland","Margin of Error","83"
"TAZ 00000432, Anne Arundel County, Maryland","Estimate","235"
"TAZ 00000432, Anne Arundel County, Maryland","Margin of Error","95"
"TAZ 00000433, Anne Arundel County, Maryland","Estimate","865"
"TAZ 00000433, Anne Arundel County, Maryland","Margin of Error","209"
"TAZ 00000435, Anne Arundel County, Maryland","Estimate","240"
"TAZ 00000435, Anne Arundel County, Maryland","Margin of Error","111"
"TAZ 00000436, Anne Arundel County, Maryland","Estimate","180"
"TAZ 00000436, Anne Arundel County, Maryland","Margin of Error","98"
"TAZ 00000437, Anne Arundel County, Maryland","Estimate","110"
"TAZ 00000437, Anne Arundel County, Maryland","Margin of Error","78"
"TAZ 00000438, Anne Arundel County, Maryland","Estimate","145"
"TAZ 00000438, Anne Arundel County, Maryland","Margin of Error","72"
"TAZ 00000439, Anne Arundel County, Maryland","Estimate","110"
"TAZ 00000439, Anne Arundel County, Maryland","Margin of Error","61"
"TAZ 00000440, Anne Arundel County, Maryland","Estimate","495"
"TAZ 00000440, Anne Arundel County, Maryland","Margin of Error","181"
"TAZ 00000441, Anne Arundel County, Maryland","Estimate","210"
"TAZ 00000441, Anne Arundel County, Maryland","Margin of Error","127"
"TAZ 00000442, Anne Arundel County, Maryland","Estimate","1,550"
"TAZ 00000442, Anne Arundel County, Maryland","Margin of Error","350"
"TAZ 00000443, Anne Arundel County, Maryland","Estimate","30"
"TAZ 00000443, Anne Arundel County, Maryland","Margin of Error","34"
"TAZ 00000447, Anne Arundel County, Maryland","Estimate","355"
"TAZ 00000447, Anne Arundel County, Maryland","Margin of Error","162"
"TAZ 00000449, Anne Arundel County, Maryland","Estimate","325"
"TAZ 00000449, Anne Arundel County, Maryland","Margin of Error","117"
"TAZ 00000451, Anne Arundel County, Maryland","Estimate","175"
"TAZ 00000451, Anne Arundel County, Maryland","Margin of Error","78"
"TAZ 00000452, Anne Arundel County, Maryland","Estimate","35"
"TAZ 00000452, Anne Arundel County, Maryland","Margin of Error","34"
"TAZ 00000453, Anne Arundel County, Maryland","Estimate","515"
"TAZ 00000453, Anne Arundel County, Maryland","Margin of Error","172"
"TAZ 00000454, Anne Arundel County, Maryland","Estimate","630"
"TAZ 00000454, Anne Arundel County, Maryland","Margin of Error","196"
"TAZ 00000455, Anne Arundel County, Maryland","Estimate","305"
"TAZ 00000455, Anne Arundel County, Maryland","Margin of Error","152"
"TAZ 00000459, Anne Arundel County, Maryland","Estimate","760"
"TAZ 00000459, Anne Arundel County, Maryland","Margin of Error","249"
"TAZ 00000462, Anne Arundel County, Maryland","Estimate","175"
"TAZ 00000462, Anne Arundel County, Maryland","Margin of Error","141"
"TAZ 00000463, Anne Arundel County, Maryland","Estimate","1,850"
"TAZ 00000463, Anne Arundel County, Maryland","Margin of Error","369"
"TAZ 00000464, Anne Arundel County, Maryland","Estimate","220"
"TAZ 00000464, Anne Arundel County, Maryland","Margin of Error","91"
"TAZ 00000465, Anne Arundel County, Maryland","Estimate","845"
"TAZ 00000465, Anne Arundel County, Maryland","Margin of Error","263"
"TAZ 00000466, Anne Arundel County, Maryland","Estimate","180"
"TAZ 00000466, Anne Arundel County, Maryland","Margin of Error","119"
"TAZ 00000467, Anne Arundel County, Maryland","Estimate","45"
"TAZ 00000467, Anne Arundel County, Maryland","Margin of Error","70"
"TAZ 00000468, Anne Arundel County, Maryland","Estimate","9,755"
"TAZ 00000468, Anne Arundel County, Maryland","Margin of Error","803"
"TAZ 00000469, Anne Arundel County, Maryland","Estimate","29,175"
"TAZ 00000469, Anne Arundel County, Maryland","Margin of Error","1,161"
"TAZ 00000470, Anne Arundel County, Maryland","Estimate","4"
"TAZ 00000470, Anne Arundel County, Maryland","Margin of Error","13"
"TAZ 00000471, Anne Arundel County, Maryland","Estimate","315"
"TAZ 00000471, Anne Arundel County, Maryland","Margin of Error","125"
"TAZ 00000472, Anne Arundel County, Maryland","Estimate","2,005"
"TAZ 00000472, Anne Arundel County, Maryland","Margin of Error","282"
"TAZ 00000473, Anne Arundel County, Maryland","Estimate","55"
"TAZ 00000473, Anne Arundel County, Maryland","Margin of Error","38"
"TAZ 00000474, Anne Arundel County, Maryland","Estimate","355"
"TAZ 00000474, Anne Arundel County, Maryland","Margin of Error","149"
"TAZ 00000475, Anne Arundel County, Maryland","Estimate","575"
"TAZ 00000475, Anne Arundel County, Maryland","Margin of Error","197"
"TAZ 00000476, Anne Arundel County, Maryland","Estimate","75"
"TAZ 00000476, Anne Arundel County, Maryland","Margin of Error","68"
"TAZ 00000477, Anne Arundel County, Maryland","Estimate","15"
"TAZ 00000477, Anne Arundel County, Maryland","Margin of Error","15"
"TAZ 00000478, Anne Arundel County, Maryland","Estimate","2,150"
"TAZ 00000478, Anne Arundel County, Maryland","Margin of Error","305"
"TAZ 00000479, Anne Arundel County, Maryland","Estimate","130"
"TAZ 00000479, Anne Arundel County, Maryland","Margin of Error","63"
"TAZ 00000480, Anne Arundel County, Maryland","Estimate","345"
"TAZ 00000480, Anne Arundel County, Maryland","Margin of Error","122"
"TAZ 00000481, Anne Arundel County, Maryland","Estimate","440"
"TAZ 00000481, Anne Arundel County, Maryland","Margin of Error","143"
"TAZ 00000482, Anne Arundel County, Maryland","Estimate","1,015"
"TAZ 00000482, Anne Arundel County, Maryland","Margin of Error","317"
"TAZ 00000483, Anne Arundel County, Maryland","Estimate","85"
"TAZ 00000483, Anne Arundel County, Maryland","Margin of Error","58"
"TAZ 00000484, Anne Arundel County, Maryland","Estimate","515"
"TAZ 00000484, Anne Arundel County, Maryland","Margin of Error","139"
"TAZ 00000485, Anne Arundel County, Maryland","Estimate","60"
"TAZ 00000485, Anne Arundel County, Maryland","Margin of Error","47"
"TAZ 00000486, Anne Arundel County, Maryland","Estimate","160"
"TAZ 00000486, Anne Arundel County, Maryland","Margin of Error","106"
"TAZ 00000487, Anne Arundel County, Maryland","Estimate","635"
"TAZ 00000487, Anne Arundel County, Maryland","Margin of Error","276"
"TAZ 00000488, Anne Arundel County, Maryland","Estimate","300"
"TAZ 00000488, Anne Arundel County, Maryland","Margin of Error","126"
"TAZ 00000489, Anne Arundel County, Maryland","Estimate","75"
"TAZ 00000489, Anne Arundel County, Maryland","Margin of Error","68"
"TAZ 00000490, Anne Arundel County, Maryland","Estimate","1,465"
"TAZ 00000490, Anne Arundel County, Maryland","Margin of Error","298"
"TAZ 00000491, Anne Arundel County, Maryland","Estimate","125"
"TAZ 00000491, Anne Arundel County, Maryland","Margin of Error","87"
"TAZ 00000492, Anne Arundel County, Maryland","Estimate","1,220"
"TAZ 00000492, Anne Arundel County, Maryland","Margin of Error","244"
"TAZ 00000493, Anne Arundel County, Maryland","Estimate","325"
"TAZ 00000493, Anne Arundel County, Maryland","Margin of Error","113"
"TAZ 00000494, Anne Arundel County, Maryland","Estimate","295"
"TAZ 00000494, Anne Arundel County, Maryland","Margin of Error","96"
"TAZ 00000495, Anne Arundel County, Maryland","Estimate","160"
"TAZ 00000495, Anne Arundel County, Maryland","Margin of Error","72"
"TAZ 00000496, Anne Arundel County, Maryland","Estimate","120"
"TAZ 00000496, Anne Arundel County, Maryland","Margin of Error","69"
"TAZ 00000497, Anne Arundel County, Maryland","Estimate","110"
"TAZ 00000497, Anne Arundel County, Maryland","Margin of Error","74"
"TAZ 00000498, Anne Arundel County, Maryland","Estimate","175"
"TAZ 00000498, Anne Arundel County, Maryland","Margin of Error","103"
"TAZ 00000499, Anne Arundel County, Maryland","Estimate","745"
"TAZ 00000499, Anne Arundel County, Maryland","Margin of Error","155"
"TAZ 00000500, Anne Arundel County, Maryland","Estimate","165"
"TAZ 00000500, Anne Arundel County, Maryland","Margin of Error","90"
"TAZ 00000501, Anne Arundel County, Maryland","Estimate","160"
"TAZ 00000501, Anne Arundel County, Maryland","Margin of Error","127"
"TAZ 00000502, Anne Arundel County, Maryland","Estimate","375"
"TAZ 00000502, Anne Arundel County, Maryland","Margin of Error","126"
"TAZ 00000503, Anne Arundel County, Maryland","Estimate","250"
"TAZ 00000503, Anne Arundel County, Maryland","Margin of Error","75"
"TAZ 00000504, Anne Arundel County, Maryland","Estimate","2,660"
"TAZ 00000504, Anne Arundel County, Maryland","Margin of Error","356"
"TAZ 00000505, Anne Arundel County, Maryland","Estimate","375"
"TAZ 00000505, Anne Arundel County, Maryland","Margin of Error","117"
"TAZ 00000506, Anne Arundel County, Maryland","Estimate","2,270"
"TAZ 00000506, Anne Arundel County, Maryland","Margin of Error","333"
"TAZ 00000507, Anne Arundel County, Maryland","Estimate","700"
"TAZ 00000507, Anne Arundel County, Maryland","Margin of Error","174"
"TAZ 00000508, Anne Arundel County, Maryland","Estimate","155"
"TAZ 00000508, Anne Arundel County, Maryland","Margin of Error","76"
"TAZ 00000509, Anne Arundel County, Maryland","Estimate","260"
"TAZ 00000509, Anne Arundel County, Maryland","Margin of Error","115"
"TAZ 00000510, Anne Arundel County, Maryland","Estimate","4,020"
"TAZ 00000510, Anne Arundel County, Maryland","Margin of Error","440"
"TAZ 00000512, Anne Arundel County, Maryland","Estimate","3,105"
"TAZ 00000512, Anne Arundel County, Maryland","Margin of Error","456"
"TAZ 00000514, Anne Arundel County, Maryland","Estimate","375"
"TAZ 00000514, Anne Arundel County, Maryland","Margin of Error","120"
"TAZ 00000515, Anne Arundel County, Maryland","Estimate","115"
"TAZ 00000515, Anne Arundel County, Maryland","Margin of Error","66"
"TAZ 00000516, Anne Arundel County, Maryland","Estimate","220"
"TAZ 00000516, Anne Arundel County, Maryland","Margin of Error","96"
"TAZ 00000517, Anne Arundel County, Maryland","Estimate","765"
"TAZ 00000517, Anne Arundel County, Maryland","Margin of Error","211"
"TAZ 00000561, Anne Arundel County, Maryland","Estimate","235"
"TAZ 00000561, Anne Arundel County, Maryland","Margin of Error","91"
"TAZ 00000562, Anne Arundel County, Maryland","Estimate","835"
"TAZ 00000562, Anne Arundel County, Maryland","Margin of Error","196"
"TAZ 00000569, Anne Arundel County, Maryland","Estimate","545"
"TAZ 00000569, Anne Arundel County, Maryland","Margin of Error","180"
"TAZ 00000570, Anne Arundel County, Maryland","Estimate","90"
"TAZ 00000570, Anne Arundel County, Maryland","Margin of Error","63"
"TAZ 00000571, Anne Arundel County, Maryland","Estimate","335"
"TAZ 00000571, Anne Arundel County, Maryland","Margin of Error","136"
"TAZ 00000572, Anne Arundel County, Maryland","Estimate","410"
"TAZ 00000572, Anne Arundel County, Maryland","Margin of Error","139"
"TAZ 00000573, Anne Arundel County, Maryland","Estimate","130"
"TAZ 00000573, Anne Arundel County, Maryland","Margin of Error","74"
"TAZ 00000574, Anne Arundel County, Maryland","Estimate","1,300"
"TAZ 00000574, Anne Arundel County, Maryland","Margin of Error","343"
"TAZ 00000576, Anne Arundel County, Maryland","Estimate","100"
"TAZ 00000576, Anne Arundel County, Maryland","Margin of Error","62"
"TAZ 00000577, Anne Arundel County, Maryland","Estimate","15"
"TAZ 00000577, Anne Arundel County, Maryland","Margin of Error","25"
"TAZ 00000578, Anne Arundel County, Maryland","Estimate","570"
"TAZ 00000578, Anne Arundel County, Maryland","Margin of Error","211"
"TAZ 00000579, Anne Arundel County, Maryland","Estimate","45"
"TAZ 00000579, Anne Arundel County, Maryland","Margin of Error","36"
"TAZ 00000580, Anne Arundel County, Maryland","Estimate","645"
"TAZ 00000580, Anne Arundel County, Maryland","Margin of Error","217"
"TAZ 00013299, Calvert County, Maryland","Estimate","140"
"TAZ 00013299, Calvert County, Maryland","Margin of Error","75"
"TAZ 00013300, Calvert County, Maryland","Estimate","10"
"TAZ 00013300, Calvert County, Maryland","Margin of Error","17"
"TAZ 00013301, Calvert County, Maryland","Estimate","185"
"TAZ 00013301, Calvert County, Maryland","Margin of Error","85"
"TAZ 00013303, Calvert County, Maryland","Estimate","700"
"TAZ 00013303, Calvert County, Maryland","Margin of Error","207"
"TAZ 00013312, Calvert County, Maryland","Estimate","435"
"TAZ 00013312, Calvert County, Maryland","Margin of Error","169"
"TAZ 00013313, Calvert County, Maryland","Estimate","315"
"TAZ 00013313, Calvert County, Maryland","Margin of Error","130"
"TAZ 00023302, Calvert County, Maryland","Estimate","965"
"TAZ 00023302, Calvert County, Maryland","Margin of Error","253"
"TAZ 00013138, Charles County, Maryland","Estimate","120"
"TAZ 00013138, Charles County, Maryland","Margin of Error","56"
"TAZ 00013141, Charles County, Maryland","Estimate","110"
"TAZ 00013141, Charles County, Maryland","Margin of Error","75"
"TAZ 00013146, Charles County, Maryland","Estimate","340"
"TAZ 00013146, Charles County, Maryland","Margin of Error","135"
"TAZ 00013167, Charles County, Maryland","Estimate","390"
"TAZ 00013167, Charles County, Maryland","Margin of Error","137"
"TAZ 00013168, Charles County, Maryland","Estimate","90"
"TAZ 00013168, Charles County, Maryland","Margin of Error","47"
"TAZ 00013175, Charles County, Maryland","Estimate","285"
"TAZ 00013175, Charles County, Maryland","Margin of Error","160"
"TAZ 00013176, Charles County, Maryland","Estimate","1,230"
"TAZ 00013176, Charles County, Maryland","Margin of Error","322"
"TAZ 00013178, Charles County, Maryland","Estimate","30"
"TAZ 00013178, Charles County, Maryland","Margin of Error","37"
"TAZ 00013180, Charles County, Maryland","Estimate","1,215"
"TAZ 00013180, Charles County, Maryland","Margin of Error","267"
"TAZ 00013184, Charles County, Maryland","Estimate","2,520"
"TAZ 00013184, Charles County, Maryland","Margin of Error","333"
"TAZ 00013192, Charles County, Maryland","Estimate","865"
"TAZ 00013192, Charles County, Maryland","Margin of Error","214"
"TAZ 00013194, Charles County, Maryland","Estimate","25"
"TAZ 00013194, Charles County, Maryland","Margin of Error","23"
"TAZ 00013195, Charles County, Maryland","Estimate","90"
"TAZ 00013195, Charles County, Maryland","Margin of Error","66"
"TAZ 00013198, Charles County, Maryland","Estimate","155"
"TAZ 00013198, Charles County, Maryland","Margin of Error","77"
"TAZ 00013201, Charles County, Maryland","Estimate","185"
"TAZ 00013201, Charles County, Maryland","Margin of Error","149"
"TAZ 00013202, Charles County, Maryland","Estimate","0"
"TAZ 00013202, Charles County, Maryland","Margin of Error","11"
"TAZ 00023136, Charles County, Maryland","Estimate","2,460"
"TAZ 00023136, Charles County, Maryland","Margin of Error","364"
"TAZ 00023137, Charles County, Maryland","Estimate","280"
"TAZ 00023137, Charles County, Maryland","Margin of Error","107"
"TAZ 00023142, Charles County, Maryland","Estimate","625"
"TAZ 00023142, Charles County, Maryland","Margin of Error","155"
"TAZ 00023145, Charles County, Maryland","Estimate","115"
"TAZ 00023145, Charles County, Maryland","Margin of Error","66"
"TAZ 00023149, Charles County, Maryland","Estimate","920"
"TAZ 00023149, Charles County, Maryland","Margin of Error","196"
"TAZ 00023160, Charles County, Maryland","Estimate","475"
"TAZ 00023160, Charles County, Maryland","Margin of Error","153"
"TAZ 00023161, Charles County, Maryland","Estimate","2,865"
"TAZ 00023161, Charles County, Maryland","Margin of Error","328"
"TAZ 00023174, Charles County, Maryland","Estimate","195"
"TAZ 00023174, Charles County, Maryland","Margin of Error","89"
"TAZ 00023179, Charles County, Maryland","Estimate","1,820"
"TAZ 00023179, Charles County, Maryland","Margin of Error","321"
"TAZ 00023181, Charles County, Maryland","Estimate","1,000"
"TAZ 00023181, Charles County, Maryland","Margin of Error","263"
"TAZ 00023183, Charles County, Maryland","Estimate","1,380"
"TAZ 00023183, Charles County, Maryland","Margin of Error","287"
"TAZ 00023185, Charles County, Maryland","Estimate","2,945"
"TAZ 00023185, Charles County, Maryland","Margin of Error","371"
"TAZ 00023187, Charles County, Maryland","Estimate","1,010"
"TAZ 00023187, Charles County, Maryland","Margin of Error","218"
"TAZ 00023190, Charles County, Maryland","Estimate","1,230"
"TAZ 00023190, Charles County, Maryland","Margin of Error","344"
"TAZ 00023191, Charles County, Maryland","Estimate","410"
"TAZ 00023191, Charles County, Maryland","Margin of Error","150"
"TAZ 00023203, Charles County, Maryland","Estimate","540"
"TAZ 00023203, Charles County, Maryland","Margin of Error","188"
"TAZ 00023210, Charles County, Maryland","Estimate","120"
"TAZ 00023210, Charles County, Maryland","Margin of Error","80"
"TAZ 00030001, Charles County, Maryland","Estimate","0"
"TAZ 00030001, Charles County, Maryland","Margin of Error","11"
"TAZ 00012942, Frederick County, Maryland","Estimate","480"
"TAZ 00012942, Frederick County, Maryland","Margin of Error","126"
"TAZ 00022897, Frederick County, Maryland","Estimate","515"
"TAZ 00022897, Frederick County, Maryland","Margin of Error","150"
"TAZ 00022898, Frederick County, Maryland","Estimate","235"
"TAZ 00022898, Frederick County, Maryland","Margin of Error","81"
"TAZ 00022903, Frederick County, Maryland","Estimate","935"
"TAZ 00022903, Frederick County, Maryland","Margin of Error","189"
"TAZ 00022943, Frederick County, Maryland","Estimate","2,045"
"TAZ 00022943, Frederick County, Maryland","Margin of Error","347"
"TAZ 00022948, Frederick County, Maryland","Estimate","325"
"TAZ 00022948, Frederick County, Maryland","Margin of Error","115"
"TAZ 00022949, Frederick County, Maryland","Estimate","480"
"TAZ 00022949, Frederick County, Maryland","Margin of Error","118"
"TAZ 00001228, Howard County, Maryland","Estimate","245"
"TAZ 00001228, Howard County, Maryland","Margin of Error","117"
"TAZ 00001229, Howard County, Maryland","Estimate","290"
"TAZ 00001229, Howard County, Maryland","Margin of Error","124"
"TAZ 00001271, Howard County, Maryland","Estimate","105"
"TAZ 00001271, Howard County, Maryland","Margin of Error","63"
"TAZ 00001272, Howard County, Maryland","Estimate","6,480"
"TAZ 00001272, Howard County, Maryland","Margin of Error","545"
"TAZ 00001273, Howard County, Maryland","Estimate","140"
"TAZ 00001273, Howard County, Maryland","Margin of Error","78"
"TAZ 00001274, Howard County, Maryland","Estimate","1,990"
"TAZ 00001274, Howard County, Maryland","Margin of Error","296"
"TAZ 00001275, Howard County, Maryland","Estimate","120"
"TAZ 00001275, Howard County, Maryland","Margin of Error","68"
"TAZ 00001276, Howard County, Maryland","Estimate","325"
"TAZ 00001276, Howard County, Maryland","Margin of Error","161"
"TAZ 00001277, Howard County, Maryland","Estimate","220"
"TAZ 00001277, Howard County, Maryland","Margin of Error","94"
"TAZ 00001278, Howard County, Maryland","Estimate","200"
"TAZ 00001278, Howard County, Maryland","Margin of Error","67"
"TAZ 00001279, Howard County, Maryland","Estimate","1,280"
"TAZ 00001279, Howard County, Maryland","Margin of Error","202"
"TAZ 00001280, Howard County, Maryland","Estimate","505"
"TAZ 00001280, Howard County, Maryland","Margin of Error","186"
"TAZ 00001281, Howard County, Maryland","Estimate","520"
"TAZ 00001281, Howard County, Maryland","Margin of Error","128"
"TAZ 00001282, Howard County, Maryland","Estimate","280"
"TAZ 00001282, Howard County, Maryland","Margin of Error","99"
"TAZ 00001286, Howard County, Maryland","Estimate","185"
"TAZ 00001286, Howard County, Maryland","Margin of Error","96"
"TAZ 00001292, Howard County, Maryland","Estimate","5,255"
"TAZ 00001292, Howard County, Maryland","Margin of Error","563"
"TAZ 00001293, Howard County, Maryland","Estimate","2,535"
"TAZ 00001293, Howard County, Maryland","Margin of Error","328"
"TAZ 00001294, Howard County, Maryland","Estimate","185"
"TAZ 00001294, Howard County, Maryland","Margin of Error","93"
"TAZ 00001295, Howard County, Maryland","Estimate","60"
"TAZ 00001295, Howard County, Maryland","Margin of Error","50"
"TAZ 00001296, Howard County, Maryland","Estimate","290"
"TAZ 00001296, Howard County, Maryland","Margin of Error","137"
"TAZ 00001297, Howard County, Maryland","Estimate","170"
"TAZ 00001297, Howard County, Maryland","Margin of Error","113"
"TAZ 00001298, Howard County, Maryland","Estimate","50"
"TAZ 00001298, Howard County, Maryland","Margin of Error","42"
"TAZ 00001299, Howard County, Maryland","Estimate","1,215"
"TAZ 00001299, Howard County, Maryland","Margin of Error","254"
"TAZ 00001300, Howard County, Maryland","Estimate","125"
"TAZ 00001300, Howard County, Maryland","Margin of Error","86"
"TAZ 00001301, Howard County, Maryland","Estimate","4,235"
"TAZ 00001301, Howard County, Maryland","Margin of Error","431"
"TAZ 00001302, Howard County, Maryland","Estimate","575"
"TAZ 00001302, Howard County, Maryland","Margin of Error","150"
"TAZ 00001303, Howard County, Maryland","Estimate","135"
"TAZ 00001303, Howard County, Maryland","Margin of Error","101"
"TAZ 00001304, Howard County, Maryland","Estimate","795"
"TAZ 00001304, Howard County, Maryland","Margin of Error","305"
"TAZ 00001305, Howard County, Maryland","Estimate","185"
"TAZ 00001305, Howard County, Maryland","Margin of Error","99"
"TAZ 00001307, Howard County, Maryland","Estimate","85"
"TAZ 00001307, Howard County, Maryland","Margin of Error","109"
"TAZ 00001308, Howard County, Maryland","Estimate","95"
"TAZ 00001308, Howard County, Maryland","Margin of Error","81"
"TAZ 00001309, Howard County, Maryland","Estimate","0"
"TAZ 00001309, Howard County, Maryland","Margin of Error","11"
"TAZ 00001310, Howard County, Maryland","Estimate","460"
"TAZ 00001310, Howard County, Maryland","Margin of Error","146"
"TAZ 00001311, Howard County, Maryland","Estimate","55"
"TAZ 00001311, Howard County, Maryland","Margin of Error","37"
"TAZ 00001312, Howard County, Maryland","Estimate","125"
"TAZ 00001312, Howard County, Maryland","Margin of Error","75"
"TAZ 00001318, Howard County, Maryland","Estimate","970"
"TAZ 00001318, Howard County, Maryland","Margin of Error","239"
"TAZ 00001319, Howard County, Maryland","Estimate","295"
"TAZ 00001319, Howard County, Maryland","Margin of Error","151"
"TAZ 00001320, Howard County, Maryland","Estimate","14,465"
"TAZ 00001320, Howard County, Maryland","Margin of Error","971"
"TAZ 00001321, Howard County, Maryland","Estimate","385"
"TAZ 00001321, Howard County, Maryland","Margin of Error","125"
"TAZ 00001322, Howard County, Maryland","Estimate","5,320"
"TAZ 00001322, Howard County, Maryland","Margin of Error","534"
"TAZ 00001323, Howard County, Maryland","Estimate","290"
"TAZ 00001323, Howard County, Maryland","Margin of Error","97"
"TAZ 00001324, Howard County, Maryland","Estimate","1,055"
"TAZ 00001324, Howard County, Maryland","Margin of Error","207"
"TAZ 00001325, Howard County, Maryland","Estimate","1,595"
"TAZ 00001325, Howard County, Maryland","Margin of Error","330"
"TAZ 00001326, Howard County, Maryland","Estimate","740"
"TAZ 00001326, Howard County, Maryland","Margin of Error","164"
"TAZ 00001327, Howard County, Maryland","Estimate","1,050"
"TAZ 00001327, Howard County, Maryland","Margin of Error","174"
"TAZ 00001328, Howard County, Maryland","Estimate","170"
"TAZ 00001328, Howard County, Maryland","Margin of Error","76"
"TAZ 00001329, Howard County, Maryland","Estimate","205"
"TAZ 00001329, Howard County, Maryland","Margin of Error","97"
"TAZ 00001330, Howard County, Maryland","Estimate","1,250"
"TAZ 00001330, Howard County, Maryland","Margin of Error","266"
"TAZ 00001331, Howard County, Maryland","Estimate","235"
"TAZ 00001331, Howard County, Maryland","Margin of Error","99"
"TAZ 00001332, Howard County, Maryland","Estimate","65"
"TAZ 00001332, Howard County, Maryland","Margin of Error","47"
"TAZ 00001333, Howard County, Maryland","Estimate","560"
"TAZ 00001333, Howard County, Maryland","Margin of Error","167"
"TAZ 00001334, Howard County, Maryland","Estimate","100"
"TAZ 00001334, Howard County, Maryland","Margin of Error","88"
"TAZ 00001335, Howard County, Maryland","Estimate","1,425"
"TAZ 00001335, Howard County, Maryland","Margin of Error","314"
"TAZ 00001336, Howard County, Maryland","Estimate","4,875"
"TAZ 00001336, Howard County, Maryland","Margin of Error","442"
"TAZ 00001337, Howard County, Maryland","Estimate","1,530"
"TAZ 00001337, Howard County, Maryland","Margin of Error","283"
"TAZ 00001338, Howard County, Maryland","Estimate","595"
"TAZ 00001338, Howard County, Maryland","Margin of Error","152"
"TAZ 00001339, Howard County, Maryland","Estimate","540"
"TAZ 00001339, Howard County, Maryland","Margin of Error","156"
"TAZ 00001340, Howard County, Maryland","Estimate","1,200"
"TAZ 00001340, Howard County, Maryland","Margin of Error","225"
"TAZ 00001341, Howard County, Maryland","Estimate","80"
"TAZ 00001341, Howard County, Maryland","Margin of Error","48"
"TAZ 00001344, Howard County, Maryland","Estimate","150"
"TAZ 00001344, Howard County, Maryland","Margin of Error","74"
"TAZ 00001351, Howard County, Maryland","Estimate","630"
"TAZ 00001351, Howard County, Maryland","Margin of Error","167"
"TAZ 00001352, Howard County, Maryland","Estimate","95"
"TAZ 00001352, Howard County, Maryland","Margin of Error","51"
"TAZ 00001353, Howard County, Maryland","Estimate","170"
"TAZ 00001353, Howard County, Maryland","Margin of Error","87"
"TAZ 00001356, Howard County, Maryland","Estimate","1,715"
"TAZ 00001356, Howard County, Maryland","Margin of Error","304"
"TAZ 00001359, Howard County, Maryland","Estimate","1,520"
"TAZ 00001359, Howard County, Maryland","Margin of Error","274"
"TAZ 00001360, Howard County, Maryland","Estimate","425"
"TAZ 00001360, Howard County, Maryland","Margin of Error","143"
"TAZ 00001361, Howard County, Maryland","Estimate","1,480"
"TAZ 00001361, Howard County, Maryland","Margin of Error","304"
"TAZ 00001362, Howard County, Maryland","Estimate","2,100"
"TAZ 00001362, Howard County, Maryland","Margin of Error","287"
"TAZ 00001363, Howard County, Maryland","Estimate","1,560"
"TAZ 00001363, Howard County, Maryland","Margin of Error","330"
"TAZ 00001364, Howard County, Maryland","Estimate","50"
"TAZ 00001364, Howard County, Maryland","Margin of Error","46"
"TAZ 00001365, Howard County, Maryland","Estimate","175"
"TAZ 00001365, Howard County, Maryland","Margin of Error","108"
"TAZ 00001366, Howard County, Maryland","Estimate","225"
"TAZ 00001366, Howard County, Maryland","Margin of Error","90"
"TAZ 00001367, Howard County, Maryland","Estimate","175"
"TAZ 00001367, Howard County, Maryland","Margin of Error","162"
"TAZ 00001368, Howard County, Maryland","Estimate","60"
"TAZ 00001368, Howard County, Maryland","Margin of Error","47"
"TAZ 00001369, Howard County, Maryland","Estimate","500"
"TAZ 00001369, Howard County, Maryland","Margin of Error","147"
"TAZ 00001370, Howard County, Maryland","Estimate","120"
"TAZ 00001370, Howard County, Maryland","Margin of Error","106"
"TAZ 00001371, Howard County, Maryland","Estimate","1,760"
"TAZ 00001371, Howard County, Maryland","Margin of Error","400"
"TAZ 00001372, Howard County, Maryland","Estimate","1,230"
"TAZ 00001372, Howard County, Maryland","Margin of Error","298"
"TAZ 00001373, Howard County, Maryland","Estimate","100"
"TAZ 00001373, Howard County, Maryland","Margin of Error","52"
"TAZ 00001374, Howard County, Maryland","Estimate","380"
"TAZ 00001374, Howard County, Maryland","Margin of Error","114"
"TAZ 00001375, Howard County, Maryland","Estimate","505"
"TAZ 00001375, Howard County, Maryland","Margin of Error","139"
"TAZ 00001376, Howard County, Maryland","Estimate","180"
