,pairs,new_auto_tt2,new_auto_tt_per_mile2
0,MSTN_0620MSTN_062,5.27597,52.759699999999995
1,MSTN_0010MSTN_062,13.100000381469727,1.2657004594802856
2,MSTN_0020MSTN_062,13.229999542236328,1.5920575857162476
3,MSTN_0650MSTN_062,21.349543,1.8744111501316945
4,MSTN_0680MSTN_062,33.349998474121094,2.3370707035064697
5,MSTN_0030MSTN_062,4.909999847412109,1.9959348440170288
6,MSTN_0520MSTN_062,28.579999923706055,1.746943712234497
7,MSTN_0780MSTN_062,33.130001068115234,2.2086668014526367
8,MSTN_0770MSTN_062,10.890000343322754,0.6387097239494324
9,MSTN_0040MSTN_062,13.739999771118164,1.1161656379699707
10,MSTN_0840MSTN_062,1.75,1.7676767110824585
11,MSTN_0050MSTN_062,10.850000381469727,1.5862573385238647
12,MSTN_0580MSTN_062,6.579999923706055,0.7199124097824097
13,MSTN_0630MSTN_062,31.25,2.36027193069458
14,MSTN_0060MSTN_062,19.90999984741211,1.6427392959594727
15,MSTN_0530MSTN_062,15.140000343322754,0.8066062927246094
16,MSTN_0070MSTN_062,17.149999618530273,1.5478339195251465
17,MSTN_0080MSTN_062,13.630000114440918,1.1659538745880127
18,MSTN_0610MSTN_062,30.610000610351562,2.4045562744140625
19,MSTN_0720MSTN_062,29.6299991607666,2.5968449115753174
20,MSTN_0090MSTN_062,6.010000228881836,0.7531328797340393
21,MSTN_0850MSTN_062,8.609999656677246,2.9587626457214355
22,MSTN_0670MSTN_062,45.2599983215332,2.1318888664245605
23,MSTN_0100MSTN_062,16.489999771118164,1.613502860069275
24,MSTN_0640MSTN_062,37.08000183105469,2.2124106884002686
25,MSTN_0110MSTN_062,10.109999656677246,1.5971564054489136
26,MSTN_0800MSTN_062,30.459999084472656,1.8618580102920532
27,MSTN_0120MSTN_062,15.220000267028809,1.5674562454223633
28,MSTN_0130MSTN_062,15.5,1.586489200592041
29,MSTN_0140MSTN_062,12.279999732971191,1.6549865007400513
30,MSTN_0150MSTN_062,13.579999923706055,1.5735805034637451
31,MSTN_0160MSTN_062,16.579999923706055,1.6097086668014526
32,MSTN_0480MSTN_062,26.09000015258789,1.3974289894104004
33,MSTN_0170MSTN_062,16.440000534057617,1.2026335000991821
34,MSTN_0830MSTN_062,40.08000183105469,1.7433668375015259
35,MSTN_0180MSTN_062,24.700000762939453,1.687158465385437
36,MSTN_0190MSTN_062,13.520000457763672,1.5612009763717651
37,MSTN_0200MSTN_062,16.760000228881836,1.4107744693756104
38,MSTN_0440MSTN_062,30.559999465942383,1.3859410285949707
39,MSTN_0490MSTN_062,18.780000686645508,0.8845973014831543
40,MSTN_0890MSTN_062,37.679382,1.648266929133858
41,MSTN_0470MSTN_062,32.310001373291016,1.6442749500274658
42,MSTN_0820MSTN_062,31.530000686645508,1.8667851686477661
43,MSTN_0540MSTN_062,15.90999984741211,0.946460485458374
44,MSTN_0210MSTN_062,12.989999771118164,1.4369468688964844
45,MSTN_0790MSTN_062,32.77000045776367,2.0939297676086426
46,MSTN_0220MSTN_062,12.920000076293945,1.667096734046936
47,MSTN_0570MSTN_062,9.359999656677246,0.8532360196113586
48,MSTN_0870MSTN_062,35.558069,1.6639246139447825
49,MSTN_0230MSTN_062,14.8100004196167,1.5772098302841187
50,MSTN_0500MSTN_062,30.25,1.7375072240829468
51,MSTN_0240MSTN_062,14.020000457763672,1.5699888467788696
52,MSTN_0250MSTN_062,7.789999961853027,1.097183108329773
53,MSTN_0860MSTN_062,3.940000057220459,2.558441638946533
54,MSTN_0260MSTN_062,13.640000343322754,1.4777898788452148
55,MSTN_0270MSTN_062,12.789999961853027,1.3932461738586426
56,MSTN_0740MSTN_062,8.9399995803833,0.6367521286010742
57,MSTN_0560MSTN_062,11.84000015258789,0.9533011317253113
58,MSTN_0280MSTN_062,11.90999984741211,1.1518374681472778
59,MSTN_0450MSTN_062,35.22999954223633,1.6752257347106934
60,MSTN_0700MSTN_062,28.309999465942383,2.8113207817077637
61,MSTN_0710MSTN_062,28.3700008392334,2.656367063522339
62,MSTN_0290MSTN_062,9.729999542236328,1.7040278911590576
63,MSTN_0300MSTN_062,12.40999984741211,1.0838427543640137
64,MSTN_0420MSTN_062,39.70000076293945,1.6432119607925415
65,MSTN_0730MSTN_062,22.161052,1.8529307692307693
66,MSTN_0600MSTN_062,29.610000610351562,2.5438144207000732
67,MSTN_0410MSTN_062,43.79999923706055,1.6318926811218262
68,MSTN_0310MSTN_062,13.640000343322754,1.4047374725341797
69,MSTN_0510MSTN_062,22.40999984741211,1.3190112113952637
70,MSTN_0320MSTN_062,13.300000190734863,1.6121212244033813
71,MSTN_0760MSTN_062,11.199999809265137,0.8791208863258362
72,MSTN_0900MSTN_062,38.59055,1.6421510638297871
73,MSTN_0330MSTN_062,8.579999923706055,1.715999960899353
74,MSTN_0750MSTN_062,7.070000171661377,0.4629993438720703
75,MSTN_0340MSTN_062,18.5,1.1881824731826782
76,MSTN_0350MSTN_062,24.450000762939453,1.7640693187713623
77,MSTN_0430MSTN_062,37.38999938964844,1.6880360841751099
78,MSTN_0880MSTN_062,36.583133,1.6560947487550925
79,MSTN_0360MSTN_062,15.130000114440918,1.4847891330718994
80,MSTN_0370MSTN_062,11.90999984741211,1.2291022539138794
81,MSTN_0810MSTN_062,36.7599983215332,1.8870636224746704
82,MSTN_0380MSTN_062,22.3799991607666,1.7552940845489502
83,MSTN_0690MSTN_062,48.220001220703125,2.032883644104004
84,MSTN_0660MSTN_062,32.22999954223633,2.3508386611938477
85,MSTN_0390MSTN_062,13.420000076293945,1.5695905685424805
86,MSTN_0590MSTN_062,41.31999969482422,2.194370746612549
87,MSTN_0550MSTN_062,14.800000190734863,0.9536082148551941
88,MSTN_0460MSTN_062,28.799999237060547,1.4201182126998901
89,MSTN_0910MSTN_062,46.933431999999996,1.5985501362397818
90,MSTN_0400MSTN_062,19.90999984741211,1.7449605464935303
91,MSTN_0620MSTN_001,19.868895,1.9197
92,MSTN_0010MSTN_001,5.27597,52.759699999999995
93,MSTN_0020MSTN_001,9.632492,3.048256962025316
94,MSTN_0650MSTN_001,14.017488,2.246392307692308
95,MSTN_0680MSTN_001,18.117744,1.9865947368421053
96,MSTN_0030MSTN_001,16.366592999999998,2.0743463878326995
97,MSTN_0520MSTN_001,21.093277,1.8816482604817126
